TRANSACTION_ID,ACCOUNT_ID,TXN_TIMESTAMP,TXN_HOUR,TXN_TYPE,TXN_AMOUNT,CURRENCY,NARRATIVE,BENEFICIARY_COUNTRY,CHANNEL,TXN_DIRECTION,IS_TYPOLOGY,TYPOLOGY_TYPE,TXN_DAY_OF_WEEK,IS_WEEKEND,IS_OFF_HOURS
TXN000000085,ACCT100007869,2024-04-30 17:04:56.366940,17,UPI,4574.44,USD,INSURANCE,IN,WEB,DEBIT,False,NONE,1,0,0
TXN000000086,ACCT100000587,2022-08-09 21:00:18.917072,21,CASH_WITHDRAWAL,6553.66,INR,RENT,US,MOBILE,CREDIT,False,NONE,1,0,1
TXN000000087,ACCT100001126,2022-09-19 09:25:42.236633,9,UPI,3812.18,INR,INVESTMENT,US,MOBILE,DEBIT,False,NONE,0,0,0
TXN000000088,ACCT100008120,2022-08-09 03:25:14.804772,3,UPI,2572.49,INR,SALARY,IN,BRANCH,CREDIT,False,NONE,1,0,1
TXN000000089,ACCT100010080,2023-11-10 05:28:11.242034,5,CASH_DEPOSIT,729.32,USD,GROCERY,IN,MOBILE,DEBIT,False,NONE,4,0,1
TXN000000090,ACCT100002155,2024-06-17 23:03:43.835306,23,UPI,2251.39,USD,GROCERY,IN,BRANCH,CREDIT,False,NONE,0,0,1
TXN000000091,ACCT100007143,2024-06-14 22:06:14.711079,22,UPI,1788.15,INR,GROCERY,MY,ATM,DEBIT,False,NONE,4,0,1
TXN000000092,ACCT100002177,2024-03-14 08:29:57.658972,8,CASH_WITHDRAWAL,6088.21,INR,SALARY,CN,ATM,DEBIT,False,NONE,3,0,0
TXN000000093,ACCT100000434,2024-02-24 10:29:15.164959,10,IMPS,7623.18,INR,GROCERY,IN,WEB,CREDIT,False,NONE,5,1,0
TXN000000094,ACCT100000030,2023-03-13 12:31:14.964306,12,IMPS,16071.62,INR,LOAN_EMI,US,MOBILE,DEBIT,False,NONE,0,0,0
TXN000000095,ACCT100010492,2023-11-24 23:46:35.053990,23,CASH_WITHDRAWAL,5695.78,INR,,MY,BRANCH,DEBIT,False,NONE,4,0,1
TXN000000096,ACCT100009618,2023-10-17 03:18:49.990591,3,NEFT,593.54,AED,INSURANCE,IN,BRANCH,DEBIT,False,NONE,1,0,1
TXN000000097,ACCT100003985,2022-09-09 08:54:06.790512,8,RTGS,40444.19,INR,,CN,WEB,DEBIT,False,NONE,4,0,0
TXN000000098,ACCT100004198,2022-08-02 08:51:33.260375,8,CHEQUE,6307.45,INR,SALARY,GB,ATM,CREDIT,False,NONE,1,0,0
TXN000000099,ACCT100007527,2023-10-11 18:52:46.384164,18,IMPS,10942.61,INR,TRANSFER,IN,MOBILE,DEBIT,False,NONE,2,0,0
TXN000000100,ACCT100001901,2022-02-23 08:06:47.396755,8,CASH_DEPOSIT,59414.44,USD,DIVIDEND,SG,MOBILE,CREDIT,False,NONE,2,0,0
TXN000000101,ACCT100009852,2024-02-10 16:48:08.650731,16,UPI,4711.75,USD,UTILITY,GB,ATM,DEBIT,False,NONE,5,1,0
TXN000000102,ACCT100007909,2022-10-17 17:45:49.212088,17,UPI,2484.18,USD,GROCERY,NG,MOBILE,CREDIT,False,NONE,0,0,0
TXN000000103,ACCT100010722,2023-05-22 15:40:30.076479,15,POS,34035.31,INR,VENDOR_PAYMENT,KY,BRANCH,CREDIT,False,NONE,0,0,0
TXN000000104,ACCT100007652,2024-06-07 06:43:35.052507,6,UPI,26207.7,USD,DIVIDEND,IN,MOBILE,CREDIT,False,NONE,4,0,1
TXN000000105,ACCT100009096,2023-08-25 10:08:37.552107,10,NEFT,4089.87,INR,INSURANCE,IN,BRANCH,DEBIT,False,NONE,4,0,0
TXN000000106,ACCT100006920,2022-03-03 23:15:12.588842,23,RTGS,3223.32,INR,LOAN_EMI,IN,BRANCH,CREDIT,False,NONE,3,0,1
TXN000000107,ACCT100008091,2023-11-18 05:40:09.840750,5,NEFT,2202.3,USD,DIVIDEND,GB,WEB,CREDIT,False,NONE,5,1,1
TXN000000108,ACCT100006360,2022-09-17 22:21:21.279497,22,NEFT,316.75,INR,transfer,CN,WEB,CREDIT,False,NONE,5,1,1
TXN000000109,ACCT100001588,2023-03-15 16:47:18.838224,16,NEFT,9114.59,INR,,US,BRANCH,CREDIT,False,NONE,2,0,0
TXN000000110,ACCT100008565,2023-06-02 04:46:39.943705,4,CASH_DEPOSIT,26206.1,USD,VENDOR_PAYMENT,US,ATM,DEBIT,False,NONE,4,0,1
TXN000000111,ACCT100008395,2023-06-27 13:09:41.309838,13,NEFT,6044.76,INR,INSURANCE,IN,WEB,DEBIT,False,NONE,1,0,0
TXN000000112,ACCT100002725,2023-08-15 15:04:18.650490,15,CASH_WITHDRAWAL,280.91,INR, TRANSFER ,US,WEB,CREDIT,False,NONE,1,0,0
TXN000000113,ACCT100004299,2023-08-28 10:50:33.986394,10,SWIFT,1416.12,INR,TRANSFER,IN,ATM,DEBIT,False,NONE,0,0,0
TXN000000114,ACCT100009876,2022-05-01 20:55:15.880724,20,RTGS,14034.37,INR, RENT ,IN,WEB,CREDIT,False,NONE,6,1,0
TXN000000115,ACCT100002932,2024-04-23 11:34:02.127542,11,UPI,596.77,INR, UTILITY ,MY,ATM,CREDIT,False,NONE,1,0,0
TXN000000116,ACCT100008373,2024-03-29 22:31:35.154622,22,RTGS,3982.33,INR,,AE,ATM,DEBIT,False,NONE,4,0,1
TXN000000117,ACCT100007485,2023-11-09 23:44:12.996449,23,POS,4957.13,AED,VENDOR_PAYMENT,IN,ATM,DEBIT,False,NONE,3,0,1
TXN000000118,ACCT100004349,2022-07-20 23:21:10.560387,23,CASH_WITHDRAWAL,12634.97,INR,SALARY,IN,BRANCH,DEBIT,False,NONE,2,0,1
TXN000000119,ACCT100005943,2023-05-30 21:03:05.534271,21,RTGS,10120.28,USD,INSURANCE,IN,WEB,CREDIT,False,NONE,1,0,1
TXN000000120,ACCT100006006,2023-05-03 16:59:44.239115,16,SWIFT,3187.49,INR,,US,ATM,CREDIT,False,NONE,2,0,0
TXN000000121,ACCT100011202,2023-12-31 15:41:36.401481,15,UPI,63735.52,USD,INVESTMENT,IN,WEB,CREDIT,False,NONE,6,1,0
TXN000000122,ACCT100001940,2023-09-17 01:34:25.196218,1,RTGS,16102.8,INR,SALARY,MY,BRANCH,DEBIT,False,NONE,6,1,1
TXN000000123,ACCT100004746,2022-08-29 05:28:01.701921,5,SWIFT,443.82,AED,GROCERY,GB,BRANCH,DEBIT,False,NONE,0,0,1
TXN000000124,ACCT100002946,2023-09-04 15:45:47.047184,15,IMPS,1453.92,USD,RENT,CN,WEB,DEBIT,False,NONE,0,0,0
TXN000000125,ACCT100001198,2023-04-12 10:10:11.252540,10,NEFT,28540.14,INR,DIVIDEND,IN,WEB,DEBIT,False,NONE,2,0,0
TXN000000126,ACCT100005349,2023-04-15 14:59:48.993130,14,NEFT,6169.21,INR,GROCERY,CN,BRANCH,CREDIT,False,NONE,5,1,0
TXN000000127,ACCT100000726,2024-01-06 17:56:57.347972,17,CASH_DEPOSIT,2468.9,INR,INVESTMENT,CN,ATM,CREDIT,False,NONE,5,1,0
TXN000000128,ACCT100004325,2022-06-20 09:12:33.115755,9,UPI,23973.5,USD,INSURANCE,AE,ATM,CREDIT,False,NONE,0,0,0
TXN000000129,ACCT100008931,2024-04-01 01:19:23.189196,1,CASH_WITHDRAWAL,2803.51,INR,LOAN_EMI,IN,BRANCH,DEBIT,False,NONE,0,0,1
TXN000000130,ACCT100007902,2024-01-22 12:02:58.450175,12,UPI,8121.43,INR,INVESTMENT,IN,ATM,CREDIT,False,NONE,0,0,0
TXN000000131,ACCT100010250,2023-07-24 04:11:41.385794,4,CHEQUE,390.78,INR,INVESTMENT,SG,WEB,DEBIT,False,NONE,0,0,1
TXN000000132,ACCT100006757,2022-11-06 13:28:43.342526,13,RTGS,107289.03,INR,TRANSFER,US,MOBILE,DEBIT,False,NONE,6,1,0
TXN000000133,ACCT100003540,2022-04-12 21:02:28.135957,21,NEFT,120532.52,INR,VENDOR_PAYMENT,US,BRANCH,DEBIT,False,NONE,1,0,1
TXN000000134,ACCT100004291,2023-09-18 23:21:06.495773,23,NEFT,107015.97,INR,,IN,ATM,DEBIT,False,NONE,0,0,1
TXN000000135,ACCT100007972,2023-07-31 22:44:59.167181,22,UPI,32182.25,INR,VENDOR_PAYMENT,AE,WEB,CREDIT,False,NONE,0,0,1
TXN000000136,ACCT100011596,2023-01-18 09:25:04.485923,9,UPI,13124.01,INR,DIVIDEND,SG,WEB,CREDIT,False,NONE,2,0,0
TXN000000137,ACCT100009323,2023-07-16 05:15:25.327943,5,CASH_WITHDRAWAL,1516.77,AED,DIVIDEND,AE,BRANCH,DEBIT,False,NONE,6,1,1
TXN000000138,ACCT100004475,2023-09-25 12:36:15.367922,12,NEFT,15237.84,AED,VENDOR_PAYMENT,US,WEB,CREDIT,False,NONE,0,0,0
TXN000000139,ACCT100001667,2022-04-27 07:49:35.131738,7,IMPS,4847.55,INR,LOAN_EMI,KY,WEB,CREDIT,False,NONE,2,0,1
TXN000000140,ACCT100002692,2023-05-26 15:08:02.524976,15,UPI,13974.33,USD,GROCERY,AE,WEB,DEBIT,False,NONE,4,0,0
TXN000000141,ACCT100006508,2024-05-02 11:32:14.892741,11,POS,1680.29,INR,VENDOR_PAYMENT,SG,MOBILE,DEBIT,False,NONE,3,0,0
TXN000000142,ACCT100011731,2023-06-09 11:08:26.251081,11,UPI,18670.46,AED,,IN,WEB,CREDIT,False,NONE,4,0,0
TXN000000143,ACCT100006524,2023-09-24 04:23:12.073838,4,IMPS,35965.75,INR,,IN,ATM,DEBIT,False,NONE,6,1,1
TXN000000144,ACCT100010366,2022-01-06 03:31:27.440425,3,SWIFT,2388.4,USD,UTILITY,IN,WEB,CREDIT,False,NONE,3,0,1
TXN000000145,ACCT100003542,2022-09-07 01:57:03.316103,1,RTGS,24442.19,INR,TRANSFER,US,MOBILE,CREDIT,False,NONE,2,0,1
TXN000000146,ACCT100006048,2022-07-03 06:16:54.405540,6,CASH_WITHDRAWAL,1199.16,INR,rent,GB,BRANCH,DEBIT,False,NONE,6,1,1
TXN000000147,ACCT100010588,2024-05-13 03:51:05.003062,3,RTGS,11897.84,USD,INVESTMENT,US,ATM,CREDIT,False,NONE,0,0,1
TXN000000148,ACCT100010536,2022-07-07 02:56:08.280306,2,NEFT,3183.06,USD,TRANSFER,MY,MOBILE,CREDIT,False,NONE,3,0,1
TXN000000149,ACCT100008814,2022-08-14 22:11:56.552609,22,UPI,30725.1,INR,INSURANCE,US,BRANCH,DEBIT,False,NONE,6,1,1
TXN000000150,ACCT100009022,2024-06-24 11:30:03.553058,11,CASH_DEPOSIT,16172.24,INR,INVESTMENT,IN,BRANCH,CREDIT,False,NONE,0,0,0
TXN000000151,ACCT100011190,2022-04-28 00:35:00.305192,0,UPI,610.96,AED,GROCERY,IN,WEB,CREDIT,False,NONE,3,0,1
TXN000000152,ACCT100010364,2022-05-25 22:51:35.165101,22,RTGS,2491.67,INR,UTILITY,IN,MOBILE,DEBIT,False,NONE,2,0,1
TXN000000153,ACCT100001829,2023-04-03 04:41:46.517930,4,CASH_WITHDRAWAL,2950.85,INR,RENT,IN,ATM,DEBIT,False,NONE,0,0,1
TXN000000154,ACCT100003543,2024-06-01 09:01:12.918600,9,RTGS,10560.84,USD,RENT,CN,ATM,DEBIT,False,NONE,5,1,0
TXN000000155,ACCT100002878,2024-04-08 08:01:31.775512,8,NEFT,972.19,INR,UTILITY,SG,BRANCH,CREDIT,False,NONE,0,0,0
TXN000000156,ACCT100001029,2022-05-24 07:36:58.368316,7,UPI,4423.05,INR,LOAN_EMI,SG,ATM,DEBIT,False,NONE,1,0,1
TXN000000157,ACCT100001905,2023-09-10 10:40:25.138330,10,CHEQUE,16069.08,INR,DIVIDEND,IN,MOBILE,DEBIT,False,NONE,6,1,0
TXN000000158,ACCT100005014,2024-02-02 15:52:18.559333,15,IMPS,8973.04,AED,INSURANCE,MY,ATM,CREDIT,False,NONE,4,0,0
TXN000000159,ACCT100004199,2022-11-22 14:48:45.450376,14,CASH_DEPOSIT,3279.99,INR,INVESTMENT,IN,ATM,DEBIT,False,NONE,1,0,0
TXN000000160,ACCT100001110,2022-03-12 13:00:23.914260,13,CHEQUE,295.94,USD,dividend,IN,WEB,DEBIT,False,NONE,5,1,0
TXN000000161,ACCT100001912,2023-07-21 06:29:49.794232,6,IMPS,8426.04,INR,UTILITY,VG,BRANCH,CREDIT,False,NONE,4,0,1
TXN000000162,ACCT100009298,2022-04-25 08:38:56.165091,8,UPI,1709.56,INR,UTILITY,KY,WEB,DEBIT,False,NONE,0,0,0
TXN000000163,ACCT100004659,2022-06-01 07:42:03.743702,7,IMPS,3158.48,INR,rent,VG,BRANCH,DEBIT,False,NONE,2,0,1
TXN000000164,ACCT100010673,2023-03-06 13:16:17.114650,13,NEFT,5086.43,INR, INSURANCE ,VG,WEB,CREDIT,False,NONE,0,0,0
TXN000000165,ACCT100011265,2023-05-07 03:28:53.365953,3,UPI,1767.46,INR,,US,BRANCH,CREDIT,False,NONE,6,1,1
TXN000000166,ACCT100011594,2023-10-13 06:01:42.896289,6,UPI,24747.97,INR,,IN,WEB,CREDIT,False,NONE,4,0,1
TXN000000167,ACCT100004712,2024-04-21 20:22:48.530164,20,INTERNAL_TRANSFER,10844.3,INR,,CN,ATM,CREDIT,False,NONE,6,1,0
TXN000000168,ACCT100008651,2024-05-04 20:11:34.447175,20,CASH_WITHDRAWAL,28207.42,INR,UTILITY,SG,ATM,DEBIT,False,NONE,5,1,0
TXN000000169,ACCT100010590,2023-03-18 01:08:21.897143,1,INTERNAL_TRANSFER,21121.9,INR,LOAN_EMI,SG,WEB,DEBIT,False,NONE,5,1,1
TXN000000170,ACCT100006569,2022-12-31 16:57:51.715471,16,SWIFT,10152.6,INR,SALARY,AE,WEB,DEBIT,False,NONE,5,1,0
TXN000000171,ACCT100000926,2023-06-14 05:05:07.390986,5,CHEQUE,906.25,AED,TRANSFER,GB,WEB,CREDIT,False,NONE,2,0,1
