ACCOUNT_ID,str_filed_date
ACCT100000555,2024-02-25 17:09:26.692997
ACCT100009588,2023-03-30 13:44:42.976093
ACCT100009830,2022-11-10 05:11:06.471606
ACCT100002114,2023-05-03 12:51:54.811539
ACCT100011439,2023-04-05 00:02:28.324421
ACCT100010357,2023-12-03 01:12:54.210412
ACCT100008423,2022-05-10 06:20:00.248532
ACCT100000403,2022-03-19 11:08:07.075424
ACCT100004730,2022-09-11 23:37:13.018866
ACCT100006717,2022-10-01 00:37:23.022379
ACCT100003219,2023-10-04 09:18:32.552783
ACCT100003312,2024-06-22 01:34:06.573348
ACCT100002866,2023-06-10 08:18:50.062717
ACCT100011580,2023-09-21 01:08:03.769009
ACCT100000786,2022-09-12 00:31:22.462520
ACCT100010986,2023-05-04 06:01:43.579505
ACCT100011353,2022-03-21 06:59:51.929352
ACCT100003433,2023-09-14 12:42:36.045338
ACCT100008605,2022-07-24 15:12:01.479954
ACCT100006071,2023-01-02 09:04:39.896435
ACCT100011852,2022-04-28 00:02:35.655954
ACCT100002400,2024-04-06 16:14:38.369279
ACCT100002009,2023-07-13 10:51:29.004034
ACCT100003073,2023-04-15 19:21:39.558268
ACCT100010802,2022-02-25 03:26:13.973997
ACCT100002881,2022-03-18 16:57:53.903251
ACCT100009969,2022-08-22 07:09:28.682615
ACCT100002610,2022-10-09 01:41:40.407434
ACCT100011673,2023-03-19 14:31:31.509339
ACCT100002491,2023-03-25 22:59:41.238669
ACCT100006949,2023-05-27 14:11:47.098223
ACCT100008349,2022-08-21 20:34:03.304866
ACCT100004005,2023-01-30 15:59:38.645254
ACCT100005238,2022-03-15 22:23:29.012589
ACCT100001793,2022-12-14 14:32:27.275999
ACCT100007819,2022-07-17 06:27:30.360117
ACCT100011009,2023-01-21 20:50:12.967825
ACCT100004957,2022-09-11 23:25:52.644680
ACCT100011026,2023-03-30 13:28:59.674223
ACCT100008994,2022-04-17 12:42:02.512936
ACCT100007635,2023-03-12 10:09:35.531373
ACCT100007089,2022-08-31 19:34:40.927287
ACCT100004997,2023-03-01 20:58:03.468515
ACCT100010615,2022-03-06 22:42:19.194116
ACCT100011622,2024-05-14 08:27:21.460676
ACCT100010894,2024-02-25 19:32:36.444144
ACCT100001398,2023-07-24 15:48:17.728422
ACCT100002076,2022-06-28 07:05:47.693376
ACCT100004820,2022-06-11 02:26:45.004951
ACCT100007365,2022-08-27 05:19:59.326527
ACCT100001573,2022-06-12 11:55:12.391118
ACCT100007732,2022-02-24 07:36:14.666689
ACCT100001874,2023-04-28 14:58:05.558901
ACCT100003600,2024-08-20 12:47:52.801701
ACCT100003484,2022-08-25 12:20:09.764790
ACCT100003621,2022-11-25 21:30:37.836797
ACCT100005195,2023-10-22 14:40:49.050432
ACCT100000873,2022-08-02 16:36:20.439918
ACCT100003645,2022-04-06 04:06:18.018642
ACCT100007594,2022-04-21 15:21:54.520906
ACCT100009631,2022-07-03 08:24:41.487504
ACCT100004521,2023-07-03 10:21:36.152649
ACCT100004397,2023-11-14 18:04:13.692465
ACCT100000895,2022-03-13 14:36:12.169892
ACCT100011938,2022-09-02 03:23:23.499571
ACCT100008950,2022-10-30 05:07:55.313566
ACCT100007513,2024-01-15 08:47:24.230742
ACCT100001639,2022-12-06 11:49:26.618665
ACCT100009152,2022-09-03 07:19:37.898432
ACCT100003472,2022-08-21 15:54:46.005459
ACCT100006839,2022-04-14 20:00:20.026367
ACCT100008307,2023-02-07 19:33:48.963372
ACCT100003759,2022-06-07 17:45:48.389747
ACCT100005610,2022-10-03 19:34:39.526807
ACCT100009037,2024-06-19 01:55:31.861630
ACCT100010431,2022-07-13 05:02:44.928795
ACCT100006188,2022-06-09 09:29:47.193159
ACCT100005625,2023-10-14 01:08:19.682257
ACCT100004316,2023-01-03 19:14:03.799281
ACCT100006940,2022-10-15 11:04:14.791216
ACCT100001000,2022-01-24 05:49:15.387526
ACCT100006151,2022-05-08 00:17:46.369675
ACCT100002109,2022-07-25 14:41:22.676967
ACCT100010640,2024-06-11 03:51:20.104587
ACCT100007448,2024-05-18 04:38:48.814289
ACCT100011452,2022-03-27 22:47:42.952898
ACCT100001252,2022-04-29 20:22:22.846323
ACCT100011390,2022-03-10 00:21:58.707826
ACCT100002930,2022-12-02 16:58:49.596716
ACCT100007915,2023-03-29 20:43:14.818647
ACCT100003247,2022-05-04 13:11:41.651258
ACCT100007327,2022-07-27 06:03:17.940818
ACCT100001332,2024-05-17 03:03:56.046721
ACCT100006742,2022-08-31 14:58:25.946958
ACCT100007355,2023-11-17 12:18:08.531552
ACCT100006181,2022-07-15 10:24:24.045050
ACCT100006427,2023-08-08 03:49:54.676380
ACCT100001667,2022-06-09 07:49:35.131738
ACCT100002427,2023-12-28 23:54:33.305405
ACCT100003909,2024-01-16 00:24:19.672154
ACCT100007754,2022-03-04 22:06:39.261949
ACCT100006359,2023-05-06 07:19:05.679322
ACCT100001329,2024-06-16 17:12:40.452846
ACCT100004257,2023-01-21 20:04:25.062057
ACCT100000713,2023-07-29 03:33:11.016184
ACCT100008270,2022-04-21 01:34:25.227977
ACCT100005418,2022-07-13 00:46:28.402208
ACCT100009636,2022-11-15 10:36:22.181107
ACCT100011175,2022-10-13 20:45:12.466018
ACCT100002529,2022-11-14 16:06:11.304096
ACCT100003415,2023-01-09 16:07:54.884804
ACCT100007246,2022-08-20 15:25:46.047664
ACCT100007955,2023-01-15 19:20:52.370599
ACCT100008285,2023-12-09 01:39:48.197024
ACCT100000438,2022-03-19 16:20:46.455150
ACCT100009493,2022-04-26 20:23:48.868381
ACCT100010438,2023-08-04 16:49:03.141077
ACCT100011403,2022-07-02 16:07:54.385468
ACCT100010622,2022-09-26 09:27:29.044188
ACCT100007538,2022-08-08 07:36:00.620539
ACCT100008325,2024-04-11 01:34:23.356494
ACCT100004781,2023-05-05 15:29:08.516737
ACCT100011546,2022-02-28 15:05:58.066485
ACCT100009866,2022-10-02 15:58:17.414964
ACCT100009030,2024-01-17 12:55:05.301520
ACCT100001676,2022-09-17 16:08:13.483703
ACCT100007758,2024-04-03 11:55:41.050901
ACCT100011377,2023-02-20 19:35:22.961779
ACCT100003921,2022-08-04 14:48:47.385114
ACCT100011301,2022-07-26 01:04:27.409896
ACCT100007614,2023-07-11 17:33:27.504224
ACCT100009651,2022-03-29 09:29:36.630161
ACCT100002535,2023-04-22 19:57:03.034343
ACCT100009682,2024-06-02 17:32:33.058377
ACCT100005119,2022-05-13 15:48:41.605299
ACCT100001154,2024-03-21 04:33:24.756311
ACCT100011761,2022-11-28 15:03:12.711934
ACCT100005435,2022-04-08 12:20:46.988195
ACCT100003849,2022-06-02 13:56:35.439340
ACCT100003047,2022-12-01 21:43:34.012768
ACCT100003525,2023-08-13 10:14:08.392037
ACCT100004235,2024-04-16 23:37:02.023393
ACCT100001012,2022-05-11 23:41:37.477957
ACCT100003940,2022-03-28 18:07:57.414474
ACCT100000850,2022-10-10 12:39:55.339448
ACCT100004735,2022-10-28 08:47:43.438981
ACCT100009436,2023-10-15 04:07:49.696603
ACCT100000747,2023-01-12 03:35:00.356515
ACCT100005789,2022-10-03 06:59:59.742381
ACCT100001194,2023-05-19 07:19:05.410325
ACCT100006633,2024-08-05 13:27:14.668769
ACCT100001834,2024-03-08 08:19:45.222333
ACCT100010556,2022-08-17 08:26:21.312001
ACCT100006300,2024-05-23 22:26:27.539081
ACCT100005098,2022-07-23 16:13:50.089409
ACCT100004010,2022-10-13 06:45:35.268246
ACCT100008981,2023-03-01 15:55:06.863860
ACCT100008231,2024-01-09 04:49:22.795433
ACCT100004906,2022-06-19 10:55:55.136319
ACCT100001289,2022-11-16 16:33:56.409828
ACCT100006318,2022-06-23 15:51:09.185988
ACCT100001786,2023-08-31 14:35:06.378628
ACCT100002019,2023-04-17 11:52:28.628650
ACCT100008965,2022-12-05 08:47:09.624836
ACCT100011808,2022-09-02 12:29:25.342324
ACCT100003732,2022-04-05 11:45:01.347768
ACCT100002599,2022-07-21 03:31:28.934853
ACCT100009234,2022-12-18 10:36:09.627462
ACCT100005346,2022-11-16 18:00:50.306522
ACCT100006853,2023-02-20 18:39:49.432425
ACCT100009873,2024-04-30 07:00:47.735351
ACCT100008008,2023-06-13 00:45:07.605886
ACCT100000530,2024-05-11 07:38:10.120602
ACCT100003950,2024-05-15 14:36:45.857833
ACCT100001100,2022-04-30 02:32:19.582207
ACCT100003819,2022-09-12 12:13:44.795719
ACCT100004043,2022-08-21 00:37:54.921351
ACCT100003611,2023-10-12 16:01:31.111274
ACCT100002222,2023-06-23 20:19:39.828240
ACCT100008394,2023-05-02 23:25:25.582356
ACCT100005616,2022-09-06 16:31:54.408552
ACCT100003378,2022-12-05 09:37:54.477279
ACCT100001238,2023-06-04 23:52:04.804150
ACCT100004808,2023-11-25 12:26:44.898807
ACCT100010068,2022-10-16 09:51:58.765204
ACCT100004621,2023-03-23 22:18:43.178528
ACCT100005364,2022-08-07 19:44:25.634399
ACCT100009463,2022-10-26 04:30:56.858662
ACCT100010292,2022-10-30 06:45:40.515705
ACCT100003333,2023-03-05 20:08:56.037778
ACCT100010710,2022-02-16 17:40:25.515239
ACCT100011910,2024-01-28 15:52:48.059034
ACCT100009720,2022-11-05 00:42:25.041328
ACCT100004814,2022-11-29 14:57:59.999342
ACCT100007895,2022-03-30 06:07:06.216120
ACCT100009924,2022-04-30 11:02:39.746872
ACCT100002628,2023-06-27 14:54:13.649781
ACCT100007599,2023-01-23 20:56:03.912023
ACCT100002637,2023-10-03 23:41:30.934256
ACCT100007502,2024-06-16 18:34:09.598311
ACCT100005386,2022-07-10 07:36:50.210850
ACCT100009609,2022-09-10 23:11:56.961593
ACCT100008623,2023-03-12 21:48:25.432890
ACCT100004342,2023-01-20 09:54:01.343239
ACCT100004041,2023-09-30 12:39:40.837905
ACCT100001055,2022-03-28 09:57:51.008777
ACCT100001106,2022-04-22 23:09:01.132228
ACCT100000997,2022-07-22 10:03:51.453765
ACCT100000827,2022-05-02 11:59:10.154338
ACCT100006371,2023-11-19 15:40:25.498874
ACCT100010085,2023-03-24 09:10:37.730798
ACCT100005648,2022-04-23 00:30:29.500372
ACCT100006211,2023-08-12 22:41:28.071276
ACCT100010075,2024-05-30 21:25:01.869539
ACCT100010510,2022-06-21 12:25:00.174000
ACCT100011741,2022-05-15 22:33:48.281060
ACCT100005764,2024-07-30 08:59:13.259334
ACCT100008681,2022-05-09 11:37:32.918107
ACCT100002656,2023-01-21 20:30:50.678714
ACCT100003946,2023-03-07 10:17:22.451569
ACCT100001084,2022-11-09 07:32:51.650836
ACCT100009907,2022-03-18 11:18:05.402444
ACCT100007262,2023-06-20 14:52:45.431492
ACCT100011688,2023-01-16 03:37:37.810159
ACCT100002924,2023-09-08 00:50:39.062503
ACCT100009151,2023-12-22 08:58:12.438810
ACCT100002440,2022-08-27 19:10:03.381955
ACCT100004268,2023-04-10 12:00:08.913641
ACCT100004060,2023-09-18 15:29:38.889035
ACCT100005627,2022-02-28 11:41:01.017869
ACCT100007138,2022-07-14 14:30:39.195213
ACCT100007379,2023-04-01 22:19:23.334250
ACCT100010740,2023-01-05 07:20:43.122780
ACCT100010886,2023-08-07 10:16:45.564656
ACCT100001695,2022-12-30 10:15:02.524775
ACCT100004832,2022-05-12 03:59:40.657181
ACCT100000095,2022-06-04 13:11:38.514617
ACCT100000187,2022-03-30 22:42:15.273282
ACCT100010475,2023-10-21 13:20:43.255336
ACCT100011127,2023-02-08 17:44:19.158973
ACCT100004337,2023-04-02 08:19:28.063809
ACCT100011963,2022-06-01 01:35:09.838482
ACCT100003053,2024-06-07 06:00:48.944956
ACCT100003964,2023-09-24 12:06:11.125459
ACCT100000352,2022-03-16 21:31:55.496527
ACCT100011510,2024-06-07 20:30:29.094989
ACCT100008117,2024-02-28 23:35:19.198478
ACCT100008222,2024-05-25 01:42:09.311245
ACCT100006019,2023-06-10 15:49:51.438865
ACCT100002729,2023-05-24 07:23:25.357264
ACCT100001952,2023-06-16 02:18:41.900948
ACCT100001163,2022-10-20 04:09:39.927152
ACCT100008110,2023-03-13 17:18:48.213775
ACCT100004315,2022-10-23 03:54:15.735933
ACCT100001990,2022-10-23 11:52:04.986889
ACCT100009002,2022-03-15 21:36:48.392679
ACCT100005018,2022-03-02 17:50:15.948893
ACCT100007078,2022-09-16 13:15:37.090694
ACCT100008455,2022-04-03 04:28:23.822556
ACCT100002421,2022-05-06 06:17:57.477970
ACCT100005612,2022-03-11 13:59:42.323913
ACCT100002282,2023-10-21 00:39:53.586592
ACCT100005993,2023-02-21 15:17:04.177589
ACCT100003493,2023-04-23 20:39:46.622456
ACCT100009044,2023-10-01 02:21:35.948555
ACCT100002751,2023-09-08 13:35:15.160327
ACCT100003963,2022-07-27 11:26:43.982198
ACCT100010978,2023-01-03 04:45:33.872001
ACCT100006975,2022-04-09 07:39:20.317754
ACCT100001979,2022-03-23 03:47:43.556184
ACCT100008468,2022-10-05 00:08:27.205966
ACCT100002115,2023-03-30 02:45:58.376311
ACCT100010970,2023-09-30 10:23:10.855327
ACCT100008951,2022-07-24 22:36:53.130210
ACCT100000055,2024-03-22 16:48:15.205648
ACCT100011045,2023-08-03 17:05:26.417523
ACCT100003442,2023-04-24 03:37:05.215456
ACCT100011158,2022-06-08 06:54:02.151352
ACCT100000909,2023-06-01 03:28:23.397481
ACCT100008973,2023-07-01 14:09:40.420785
ACCT100001630,2022-08-08 13:39:42.405679
ACCT100005549,2022-08-12 06:58:56.931125
ACCT100009131,2024-01-20 01:21:27.976131
ACCT100006018,2023-12-29 13:56:12.512733
ACCT100001810,2022-04-08 21:10:13.588053
ACCT100009248,2023-09-26 06:54:47.375868
ACCT100009984,2023-04-01 02:52:04.040886
ACCT100004436,2023-05-29 18:19:07.575804
ACCT100011157,2022-06-20 20:34:46.431785
ACCT100005202,2023-04-02 11:48:06.932503
ACCT100008086,2024-02-09 23:02:59.131304
ACCT100000467,2024-05-25 17:10:13.189648
ACCT100010776,2024-05-16 03:53:47.147374
ACCT100011221,2022-12-25 12:30:19.822227
ACCT100007876,2022-03-12 17:27:00.387347
ACCT100009706,2022-06-20 18:55:39.089985
ACCT100004571,2022-03-27 03:10:34.854980
ACCT100000882,2022-03-07 00:26:32.877022
ACCT100007788,2022-05-13 20:09:45.434923
ACCT100003190,2023-01-13 06:13:11.414085
ACCT100003389,2022-08-27 21:10:57.367633
ACCT100007507,2024-05-20 12:49:40.862514
ACCT100005508,2023-09-22 08:15:10.228678
ACCT100000297,2022-07-29 18:12:36.347736
ACCT100009098,2022-06-20 00:10:34.063263
ACCT100006372,2023-04-23 15:21:37.247022
ACCT100003771,2023-08-22 01:39:16.781285
ACCT100010097,2022-05-29 21:53:16.553127
ACCT100007958,2023-08-22 01:06:35.376085
ACCT100000045,2022-02-12 02:40:05.221963
ACCT100001402,2022-01-24 14:04:42.494675
ACCT100010325,2023-03-08 22:36:22.629101
ACCT100007339,2022-08-04 08:25:13.947661
ACCT100008819,2023-12-01 23:40:57.311530
ACCT100001739,2022-03-03 15:19:25.878088
ACCT100003911,2024-03-08 08:11:36.412172
ACCT100004617,2023-07-16 05:58:31.736685
ACCT100003165,2023-04-30 08:39:44.512191
ACCT100001479,2024-02-11 23:23:54.998995
ACCT100008364,2022-07-04 11:27:25.302913
ACCT100007176,2023-11-20 21:07:40.575801
ACCT100004237,2023-01-21 17:07:42.012372
ACCT100006465,2022-05-31 20:18:57.824919
ACCT100010801,2023-04-30 17:04:25.820135
ACCT100008137,2023-09-03 02:56:02.642114
ACCT100001679,2022-08-27 11:38:43.793878
ACCT100005239,2024-04-14 17:49:45.393728
ACCT100007487,2024-04-10 01:31:10.525248
ACCT100004858,2024-04-17 19:02:35.173895
ACCT100007510,2022-07-22 12:07:44.277311
ACCT100010815,2024-05-03 22:48:07.864178
ACCT100001585,2024-01-27 17:59:50.609835
ACCT100011012,2023-02-17 23:18:55.587066
ACCT100001420,2022-07-17 06:35:21.335269
ACCT100007008,2022-12-09 04:24:37.597362
ACCT100005261,2023-10-25 11:47:56.587816
ACCT100005053,2022-04-13 03:13:01.883745
ACCT100008520,2023-08-24 17:34:05.504167
ACCT100000542,2022-02-01 10:52:07.015053
ACCT100000192,2023-01-23 00:45:23.246750
ACCT100005984,2023-02-25 05:45:13.384915
ACCT100008901,2022-07-21 11:59:33.280306
ACCT100000478,2022-05-12 04:52:10.419819
ACCT100005137,2022-11-08 16:13:33.155154
ACCT100008609,2022-05-03 11:14:55.693124
ACCT100002959,2024-05-11 11:55:21.260299
ACCT100001112,2022-11-30 09:08:20.460007
ACCT100005457,2022-06-01 15:25:50.480480
ACCT100006624,2022-06-20 20:04:19.324429
ACCT100007794,2023-04-19 22:56:04.023311
ACCT100002693,2022-06-23 19:23:26.037869
ACCT100003842,2022-09-23 12:46:44.764482
ACCT100003624,2022-05-07 23:42:10.575668
ACCT100000124,2022-09-07 20:42:07.102817
ACCT100009144,2024-01-26 09:47:29.359003
ACCT100010015,2022-09-21 23:40:15.553752
ACCT100006957,2023-07-18 19:28:17.530902
ACCT100002249,2022-09-16 17:14:23.183348
ACCT100010523,2022-10-27 15:47:53.167306
ACCT100001566,2024-01-05 21:04:28.159552
ACCT100010743,2023-06-10 21:20:55.750807
ACCT100000373,2023-04-08 19:09:40.162773
ACCT100011860,2022-06-13 02:08:02.866490
ACCT100011572,2022-07-22 12:07:21.139559
ACCT100002728,2023-03-25 20:42:47.365547
ACCT100003141,2022-03-14 23:51:19.090207
ACCT100005629,2022-12-24 03:12:30.215994
