CUSTOMER_ID,NATIONALITY,OCCUPATION,INCOME_BRACKET,CUSTOMER_RISK_RATING,PEP_FLAG,SANCTION_HIT,ADVERSE_MEDIA_FLAG,KYC_COMPLETENESS_PCT,DAYS_SINCE_KYC,ONBOARDING_CHANNEL,IS_ACTIVE
CUST0000021,US,SELF_EMPLOYED,100k-250k,4,0,0,0,86.5,598,WEB,0
CUST0000022,SG,RETIRED,0-50k,1,0,0,0,100.0,108,MOBILE,1
CUST0000023,IN,RETIRED,250k+,2,0,0,0,99.0,122,WEB,1
CUST0000024,US,SELF_EMPLOYED,,2,0,0,0,100.0,230,BRANCH,1
CUST0000025,CN,SALARIED,100k-250k,3,0,0,0,84.2,87,MOBILE,1
CUST0000026,US,SELF_EMPLOYED,50k-100k,6,0,0,0,68.0,585,WEB,1
CUST0000027,SG,,0-50k,1,0,0,0,100.0,7,MOBILE,1
CUST0000028,GB,,100k-250k,3,0,0,0,87.9,92,BRANCH,1
CUST0000029,IN,SELF_EMPLOYED,0-50k,4,0,0,0,89.8,225,WEB,1
CUST0000030,MY,RETIRED,100k-250k,1,0,0,0,88.9,100,MOBILE,1
CUST0000031,US,SALARIED,,4,0,0,0,89.2,54,MOBILE,1
CUST0000032,IN,BUSINESS_OWNER,0-50k,1,0,0,0,94.6,96,THIRD_PARTY,1
CUST0000033,MY,SALARIED,50k-100k,1,0,0,0,92.3,383,WEB,1
CUST0000034,US,SALARIED,100k-250k,8,0,0,0,65.1,142,BRANCH,1
CUST0000035,GB,RETIRED,50k-100k,9,0,0,0,67.9,73,MOBILE,1
CUST0000036,US,SALARIED,,6,0,0,0,82.2,200,MOBILE,1
CUST0000037,IN,SALARIED,100k-250k,2,0,0,0,89.1,170,BRANCH,1
CUST0000038,CN,RETIRED,50k-100k,1,0,0,0,98.8,147,BRANCH,1
CUST0000039,AE,SALARIED,,5,0,0,0,82.7,89,MOBILE,1
CUST0000040,IN,SHELL_CO,50k-100k,3,0,0,0,93.9,13,MOBILE,1
CUST0000041,IN,SHELL_CO,50k-100k,1,0,0,0,100.0,174,WEB,1
CUST0000042,MY,SALARIED,50k-100k,3,0,0,0,100.0,97,MOBILE,1
CUST0000043,IN,SALARIED,0-50k,1,0,0,0,92.3,100,WEB,1
CUST0000044,MY,BUSINESS_OWNER,100k-250k,7,0,0,0,83.7,48,WEB,1
CUST0000045,IN,SELF_EMPLOYED,100k-250k,2,0,0,0,92.9,51,WEB,1
CUST0000046,AE,SALARIED,100k-250k,4,0,0,0,75.2,278,MOBILE,1
CUST0000047,KY,BUSINESS_OWNER,,2,1,0,0,86.8,117,THIRD_PARTY,1
CUST0000048,IN,SALARIED,100k-250k,3,0,0,0,91.7,20,MOBILE,0
CUST0000049,AE,STUDENT,0-50k,3,0,0,0,93.8,8,MOBILE,1
CUST0000050,GB,SALARIED,100k-250k,1,0,0,0,87.9,45,MOBILE,1
CUST0000051,GB,SALARIED,0-50k,9,0,0,0,57.9,120,MOBILE,1
CUST0000052,US,SALARIED,0-50k,6,0,0,0,71.7,172,BRANCH,1
CUST0000053,AE,SHELL_CO,250k+,8,0,0,0,61.1,27,MOBILE,1
CUST0000054,GB,BUSINESS_OWNER,0-50k,7,0,0,1,57.0,102,BRANCH,1
CUST0000055,CN,RETIRED,100k-250k,4,0,0,0,66.2,13,WEB,0
CUST0000056,GB,SELF_EMPLOYED,0-50k,8,0,0,0,64.9,6,WEB,1
CUST0000057,IN,SALARIED,100k-250k,1,0,0,0,98.0,358,BRANCH,1
CUST0000058,NG,SALARIED,0-50k,1,0,0,0,100.0,193,MOBILE,1
CUST0000059,US,SELF_EMPLOYED,50k-100k,1,0,0,0,85.1,273,WEB,1
CUST0000060,IN,SELF_EMPLOYED,0-50k,2,0,0,0,81.2,36,THIRD_PARTY,1
CUST0000061,IN,BUSINESS_OWNER,100k-250k,2,0,0,0,87.8,69,BRANCH,1
CUST0000062,IN,SALARIED,50k-100k,2,0,0,0,92.0,105,WEB,1
CUST0000063,IN,POLITICIAN,0-50k,6,1,0,1,84.1,193,THIRD_PARTY,1
CUST0000064,IN,SALARIED,50k-100k,2,0,0,0,97.7,137,MOBILE,1
CUST0000065,IN,SHELL_CO,50k-100k,2,0,0,0,89.1,144,THIRD_PARTY,1
CUST0000066,SG,SALARIED,,3,0,0,0,90.9,30,THIRD_PARTY,1
CUST0000067,IN,SELF_EMPLOYED,50k-100k,1,0,0,0,89.3,115,WEB,1
CUST0000068,IN,SALARIED,50k-100k,6,0,0,0,76.6,312,WEB,1
CUST0000069,IN,,,1,0,0,0,95.5,128,BRANCH,0
CUST0000070,IN,SELF_EMPLOYED,100k-250k,10,0,0,0,71.2,40,THIRD_PARTY,1
CUST0000071,IN,SELF_EMPLOYED,,6,0,0,0,79.9,96,MOBILE,1
CUST0000072,AE,SELF_EMPLOYED,100k-250k,1,0,0,0,89.8,253,MOBILE,1
CUST0000073,VG,BUSINESS_OWNER,100k-250k,1,0,0,0,89.9,26,WEB,1
CUST0000074,MY,,250k+,6,0,0,0,73.3,156,WEB,1
CUST0000075,MY,RETIRED,100k-250k,5,0,0,0,67.5,605,WEB,1
CUST0000076,IN,SALARIED,250k+,5,0,0,0,78.2,86,BRANCH,0
CUST0000077,IN,BUSINESS_OWNER,0-50k,6,0,0,0,74.9,8,MOBILE,0
CUST0000078,IN,SELF_EMPLOYED,0-50k,1,0,0,0,99.7,180,WEB,1
CUST0000079,GB,SALARIED,0-50k,2,0,0,0,96.9,8,MOBILE,0
CUST0000080,IN,SELF_EMPLOYED,,1,0,0,0,96.8,38,THIRD_PARTY,0
CUST0000081,AE,SALARIED,100k-250k,7,0,0,0,59.0,8,WEB,1
CUST0000082,IN,SALARIED,100k-250k,4,0,0,0,74.2,33,MOBILE,1
CUST0000083,IN,SALARIED,0-50k,2,0,0,0,87.2,347,MOBILE,1
CUST0000084,NG,SALARIED,0-50k,1,0,0,0,100.0,238,BRANCH,1
CUST0000085,GB,BUSINESS_OWNER,100k-250k,2,0,0,0,96.9,75,MOBILE,1
CUST0000086,CN,BUSINESS_OWNER,0-50k,2,0,0,0,90.0,409,BRANCH,1
CUST0000087,AE,,50k-100k,5,1,0,0,98.9,196,WEB,0
CUST0000088,MY,BUSINESS_OWNER,50k-100k,4,0,0,1,96.5,106,WEB,1
CUST0000089,AE,,0-50k,7,0,0,0,81.9,12,MOBILE,1
CUST0000090,VG,STUDENT,250k+,3,0,0,0,93.6,236,BRANCH,1
CUST0000091,IN,STUDENT,0-50k,1,0,0,0,99.7,84,WEB,1
CUST0000092,AE,SELF_EMPLOYED,250k+,5,0,0,0,83.1,64,MOBILE,1
CUST0000093,SG,SELF_EMPLOYED,50k-100k,5,0,0,0,65.6,61,MOBILE,1
CUST0000094,IN,SHELL_CO,0-50k,4,0,0,0,75.6,1,MOBILE,1
CUST0000095,MY,SELF_EMPLOYED,100k-250k,6,0,0,1,74.2,244,WEB,1
CUST0000096,NG,STUDENT,100k-250k,3,0,0,0,89.0,28,BRANCH,1
CUST0000097,US,SALARIED,100k-250k,3,0,0,0,87.0,132,MOBILE,1
CUST0000098,IN,SALARIED,50k-100k,3,0,0,0,90.2,2,BRANCH,1
CUST0000099,US,SELF_EMPLOYED,100k-250k,1,0,0,0,79.2,177,WEB,1
CUST0000100,CN,SELF_EMPLOYED,250k+,1,0,0,0,100.0,83,THIRD_PARTY,1
CUST0000101,AE,RETIRED,0-50k,1,0,0,0,96.5,179,BRANCH,1
CUST0000102,IN,SHELL_CO,0-50k,4,0,0,0,82.5,16,THIRD_PARTY,0
CUST0000103,US,SELF_EMPLOYED,0-50k,2,0,0,0,99.4,55,THIRD_PARTY,1
CUST0000104,IN,SALARIED,250k+,3,0,0,0,79.6,21,MOBILE,1
CUST0000105,GB,RETIRED,50k-100k,7,0,0,0,70.1,186,BRANCH,1
CUST0000106,IN,BUSINESS_OWNER,0-50k,2,0,0,0,94.3,20,WEB,1
CUST0000107,US,SALARIED,0-50k,3,0,0,0,81.2,172,MOBILE,1
CUST0000108,GB,SELF_EMPLOYED,50k-100k,5,0,0,0,64.0,26,BRANCH,0
CUST0000109,IN,BUSINESS_OWNER,100k-250k,2,1,0,0,82.8,516,BRANCH,1
CUST0000110,IN,BUSINESS_OWNER,100k-250k,1,0,0,0,95.5,96,BRANCH,1
CUST0000111,IN,SELF_EMPLOYED,100k-250k,2,0,0,0,90.0,24,BRANCH,0
CUST0000112,IN,SALARIED,100k-250k,1,0,0,0,95.9,7,WEB,1
CUST0000113,IN,SHELL_CO,0-50k,8,0,0,0,62.7,71,WEB,1
CUST0000114,NG,,100k-250k,6,0,0,0,65.5,399,MOBILE,1
CUST0000115,CN,SELF_EMPLOYED,50k-100k,4,0,0,0,85.1,27,MOBILE,1
CUST0000116,MY,SALARIED,100k-250k,7,0,0,0,70.7,281,THIRD_PARTY,1
CUST0000117,VG,,50k-100k,6,1,0,0,81.1,97,THIRD_PARTY,1
CUST0000118,IN,SALARIED,50k-100k,1,0,0,0,90.0,292,WEB,1
CUST0000119,IN,SALARIED,0-50k,7,0,0,1,55.8,373,MOBILE,1
CUST0000120,IN,SELF_EMPLOYED,250k+,3,0,0,0,67.2,1102,MOBILE,1
CUST0000121,CN,SALARIED,50k-100k,6,0,0,0,72.8,12,WEB,1
CUST0000122,SG,BUSINESS_OWNER,50k-100k,7,0,0,0,73.0,286,THIRD_PARTY,1
CUST0000123,IN,SALARIED,,2,0,0,0,90.1,13,WEB,1
CUST0000124,IN,BUSINESS_OWNER,50k-100k,1,0,0,0,91.5,68,WEB,1
CUST0000125,US,SALARIED,250k+,2,0,0,0,79.3,187,MOBILE,1
CUST0000126,US,SALARIED,0-50k,3,0,0,0,72.9,106,MOBILE,1
CUST0000127,MY,,0-50k,6,0,0,0,78.9,149,BRANCH,1
CUST0000128,IN,POLITICIAN,0-50k,7,1,0,0,70.2,609,BRANCH,1
CUST0000129,KY,STUDENT,50k-100k,1,0,0,0,93.1,307,WEB,1
CUST0000130,US,SALARIED,50k-100k,3,0,0,0,75.7,81,WEB,1
CUST0000131,GB,BUSINESS_OWNER,0-50k,3,0,0,0,80.3,164,MOBILE,1
CUST0000132,VG,BUSINESS_OWNER,100k-250k,2,0,0,0,92.4,8,BRANCH,1
CUST0000133,KY,SHELL_CO,250k+,1,1,0,0,98.3,108,THIRD_PARTY,1
CUST0000134,IN,SALARIED,0-50k,2,0,0,0,90.7,168,MOBILE,1
CUST0000135,IN,BUSINESS_OWNER,100k-250k,8,0,0,0,79.0,225,THIRD_PARTY,1
CUST0000136,US,SALARIED,50k-100k,2,0,0,0,87.4,417,WEB,1
CUST0000137,US,SELF_EMPLOYED,0-50k,3,0,0,0,98.3,59,BRANCH,1
CUST0000138,AE,SHELL_CO,50k-100k,5,0,0,0,81.7,418,MOBILE,1
CUST0000139,VG,SELF_EMPLOYED,0-50k,2,0,0,0,92.9,194,WEB,1
CUST0000140,IN,SALARIED,100k-250k,9,0,0,0,71.5,14,MOBILE,1
CUST0000141,US,SALARIED,0-50k,9,0,0,0,59.0,86,BRANCH,1
CUST0000142,IN,BUSINESS_OWNER,50k-100k,2,0,0,0,89.4,116,BRANCH,1
CUST0000143,MY,BUSINESS_OWNER,0-50k,3,0,0,0,78.2,78,BRANCH,1
CUST0000144,VG,SALARIED,250k+,2,1,0,0,99.5,22,WEB,1
CUST0000145,US,POLITICIAN,50k-100k,2,1,0,0,94.7,144,BRANCH,1
CUST0000146,IN,SALARIED,100k-250k,1,0,0,0,100.0,25,WEB,1
CUST0000147,GB,SALARIED,,4,0,0,0,85.6,443,WEB,0
CUST0000148,SG,POLITICIAN,0-50k,3,1,0,0,96.8,360,MOBILE,1
CUST0000149,IN,SALARIED,250k+,1,0,0,0,90.0,116,BRANCH,1
CUST0000150,MY,SALARIED,100k-250k,2,0,0,0,99.9,12,BRANCH,0
CUST0000151,NG,SELF_EMPLOYED,0-50k,7,0,0,0,68.8,144,MOBILE,1
CUST0000152,AE,RETIRED,0-50k,2,0,0,1,92.0,161,BRANCH,0
CUST0000153,AE,SALARIED,100k-250k,1,0,0,0,100.0,394,BRANCH,1
CUST0000154,IN,POLITICIAN,50k-100k,3,1,0,0,100.0,12,MOBILE,1
CUST0000155,AE,RETIRED,50k-100k,10,0,0,0,66.6,212,BRANCH,1
CUST0000156,US,SALARIED,250k+,2,0,0,0,99.3,148,BRANCH,1
CUST0000157,IN,BUSINESS_OWNER,250k+,5,0,0,0,75.6,34,WEB,1
CUST0000158,IN,SELF_EMPLOYED,0-50k,5,0,0,0,81.3,23,MOBILE,1
CUST0000159,IN,SELF_EMPLOYED,50k-100k,2,0,0,0,91.2,213,THIRD_PARTY,1
CUST0000160,IN,RETIRED,250k+,5,0,0,0,91.3,74,BRANCH,0
CUST0000161,US,SHELL_CO,100k-250k,2,0,0,0,90.8,1748,BRANCH,1
CUST0000162,AE,SALARIED,100k-250k,4,0,0,0,94.6,403,WEB,1
CUST0000163,AE,SELF_EMPLOYED,0-50k,4,0,0,0,73.6,150,MOBILE,1
CUST0000164,IN,SELF_EMPLOYED,50k-100k,3,0,0,0,99.2,184,THIRD_PARTY,1
CUST0000165,US,,,1,0,0,0,89.1,31,WEB,1
CUST0000166,CN,SALARIED,0-50k,6,0,0,0,82.8,403,MOBILE,1
CUST0000167,US,SALARIED,,2,0,0,0,85.1,110,MOBILE,1
CUST0000168,NG,BUSINESS_OWNER,0-50k,1,0,0,0,100.0,132,WEB,1
CUST0000169,US,,50k-100k,1,0,0,0,88.3,371,WEB,1
CUST0000170,AE,SALARIED,50k-100k,4,0,0,0,92.3,1,BRANCH,1
CUST0000171,IN,RETIRED,0-50k,5,0,0,0,86.8,122,WEB,1
CUST0000172,SG,RETIRED,50k-100k,1,0,0,0,91.2,177,MOBILE,1
CUST0000173,CN,SELF_EMPLOYED,0-50k,3,0,0,0,92.6,31,WEB,1
CUST0000174,VG,SALARIED,0-50k,2,0,0,0,99.6,12,WEB,1
CUST0000175,NG,BUSINESS_OWNER,0-50k,4,0,0,0,76.6,137,BRANCH,1
CUST0000176,IN,SALARIED,50k-100k,1,0,0,0,87.7,142,WEB,1
CUST0000177,AE,SALARIED,0-50k,5,0,0,0,71.4,72,THIRD_PARTY,1
CUST0000178,US,BUSINESS_OWNER,0-50k,2,0,0,0,82.3,385,BRANCH,1
CUST0000179,AE,SALARIED,250k+,8,0,0,0,59.4,64,MOBILE,1
CUST0000180,IN,SALARIED,0-50k,1,0,0,0,100.0,130,MOBILE,1
CUST0000181,CN,SALARIED,50k-100k,2,0,0,0,96.5,37,MOBILE,1
CUST0000182,KY,SALARIED,0-50k,1,0,0,0,82.4,2,WEB,1
CUST0000183,US,SALARIED,250k+,8,0,0,1,63.9,99,BRANCH,1
CUST0000184,IN,SHELL_CO,50k-100k,7,0,0,0,62.7,134,WEB,1
CUST0000185,IN,SALARIED,0-50k,2,0,0,0,98.9,260,BRANCH,1
CUST0000186,SG,SALARIED,100k-250k,4,0,0,0,80.4,107,MOBILE,1
CUST0000187,IN,SALARIED,100k-250k,6,0,0,0,63.6,58,BRANCH,1
CUST0000188,KY,POLITICIAN,250k+,4,1,0,0,85.4,166,WEB,1
CUST0000189,SG,SELF_EMPLOYED,100k-250k,3,0,0,0,92.9,86,MOBILE,1
CUST0000190,AE,SALARIED,0-50k,2,0,0,0,84.4,47,THIRD_PARTY,1
CUST0000191,AE,STUDENT,50k-100k,1,0,0,0,93.9,434,WEB,1
CUST0000192,IN,SELF_EMPLOYED,50k-100k,7,0,0,0,64.8,138,MOBILE,1
CUST0000193,VG,SALARIED,100k-250k,7,0,0,0,82.0,40,MOBILE,1
CUST0000194,AE,SALARIED,50k-100k,4,0,0,0,80.5,200,MOBILE,1
CUST0000195,NG,SALARIED,100k-250k,2,0,0,0,86.2,292,WEB,1
CUST0000196,US,SALARIED,0-50k,2,0,0,0,91.6,255,MOBILE,1
CUST0000197,SG,BUSINESS_OWNER,50k-100k,5,0,0,0,78.3,164,BRANCH,1
CUST0000198,IN,SALARIED,50k-100k,7,0,0,0,77.5,131,WEB,1
CUST0000199,AE,SELF_EMPLOYED,,7,0,0,0,81.7,270,BRANCH,1
CUST0000200,GB,SALARIED,0-50k,6,0,0,0,85.8,221,BRANCH,1
CUST0000201,GB,SALARIED,100k-250k,4,0,0,0,80.9,152,THIRD_PARTY,1
CUST0000202,GB,SELF_EMPLOYED,0-50k,1,0,0,0,98.4,192,BRANCH,1
CUST0000203,IN,POLITICIAN,0-50k,1,0,0,0,100.0,33,MOBILE,1
CUST0000204,NG,SALARIED,0-50k,7,0,0,0,84.2,3,WEB,1
CUST0000205,NG,BUSINESS_OWNER,100k-250k,4,0,0,0,77.0,481,THIRD_PARTY,1
CUST0000206,IN,SALARIED,100k-250k,1,0,0,0,100.0,492,MOBILE,1
CUST0000207,VG,SALARIED,50k-100k,1,1,0,0,99.4,279,BRANCH,1
CUST0000208,IN,,100k-250k,4,0,0,0,91.4,83,THIRD_PARTY,1
CUST0000209,SG,SALARIED,0-50k,1,0,0,0,100.0,29,WEB,1
CUST0000210,IN,SALARIED,50k-100k,1,0,0,0,87.7,79,MOBILE,1
CUST0000211,VG,SALARIED,50k-100k,3,0,0,0,82.5,233,BRANCH,1
CUST0000212,IN,BUSINESS_OWNER,100k-250k,5,0,0,0,87.3,73,BRANCH,1
CUST0000213,US,SALARIED,50k-100k,4,0,0,0,85.2,286,BRANCH,1
CUST0000214,US,SELF_EMPLOYED,0-50k,2,0,0,0,74.2,201,WEB,1
CUST0000215,IN,SALARIED,250k+,5,0,0,0,66.7,178,BRANCH,1
CUST0000216,AE,SELF_EMPLOYED,250k+,2,0,0,0,97.3,479,BRANCH,1
CUST0000217,IN,SELF_EMPLOYED,,2,0,0,0,98.7,402,BRANCH,1
CUST0000218,SG,SALARIED,50k-100k,5,0,0,0,69.2,223,MOBILE,1
CUST0000219,NG,SALARIED,50k-100k,4,0,0,0,92.8,39,BRANCH,1
CUST0000220,CN,BUSINESS_OWNER,0-50k,6,0,0,0,74.4,503,THIRD_PARTY,1
CUST0000221,MY,STUDENT,50k-100k,4,0,0,0,75.8,46,BRANCH,1
CUST0000222,IN,SALARIED,250k+,4,0,0,0,79.5,83,THIRD_PARTY,1
CUST0000223,IN,SALARIED,50k-100k,1,0,0,0,86.2,315,THIRD_PARTY,1
CUST0000224,US,STUDENT,50k-100k,2,0,0,0,87.1,42,WEB,1
CUST0000225,IN,SALARIED,250k+,2,0,0,0,77.0,183,BRANCH,1
CUST0000226,VG,SELF_EMPLOYED,250k+,2,1,0,0,91.4,110,BRANCH,1
CUST0000227,IN,SALARIED,50k-100k,9,0,0,0,68.7,176,BRANCH,1
CUST0000228,KY,SALARIED,0-50k,2,0,0,0,81.2,570,MOBILE,1
CUST0000229,IN,SELF_EMPLOYED,0-50k,7,0,0,0,72.1,297,BRANCH,1
CUST0000230,CN,,100k-250k,4,0,0,1,77.6,63,BRANCH,1
CUST0000231,IN,SALARIED,250k+,6,0,0,0,81.4,10,BRANCH,1
CUST0000232,IN,SELF_EMPLOYED,50k-100k,3,0,0,0,69.5,614,MOBILE,1
CUST0000233,SG,RETIRED,0-50k,4,0,0,1,89.7,158,BRANCH,1
CUST0000234,IN,SELF_EMPLOYED,50k-100k,3,0,0,0,73.5,34,BRANCH,1
CUST0000235,SG,SALARIED,50k-100k,1,0,0,0,94.3,177,BRANCH,1
CUST0000236,AE,,0-50k,5,0,0,0,74.3,7,WEB,1
CUST0000237,IN,BUSINESS_OWNER,250k+,2,0,0,0,89.1,37,BRANCH,0
CUST0000238,VG,,0-50k,1,0,0,0,83.8,180,WEB,1
CUST0000239,US,BUSINESS_OWNER,100k-250k,4,0,0,0,97.3,92,MOBILE,1
CUST0000240,GB,SALARIED,50k-100k,1,0,0,0,85.7,70,WEB,0
CUST0000241,US,BUSINESS_OWNER,100k-250k,8,0,0,0,58.3,191,MOBILE,1
CUST0000242,AE,BUSINESS_OWNER,100k-250k,9,0,0,1,78.4,362,THIRD_PARTY,1
CUST0000243,IN,SALARIED,0-50k,8,0,0,1,70.6,204,BRANCH,0
CUST0000244,IN,SELF_EMPLOYED,50k-100k,2,0,0,0,82.0,112,WEB,1
CUST0000245,US,SALARIED,,1,0,0,0,95.0,193,BRANCH,1
CUST0000246,US,BUSINESS_OWNER,,8,0,0,0,66.1,214,WEB,1
CUST0000247,IN,SALARIED,50k-100k,3,0,0,0,74.5,268,BRANCH,1
CUST0000248,SG,SELF_EMPLOYED,0-50k,9,0,0,0,57.9,66,MOBILE,0
CUST0000249,SG,,0-50k,9,1,0,0,63.8,21,MOBILE,1
CUST0000250,IN,RETIRED,0-50k,7,0,0,0,82.1,206,MOBILE,1
CUST0000251,IN,POLITICIAN,0-50k,2,1,0,0,90.5,23,MOBILE,1
CUST0000252,US,SHELL_CO,100k-250k,2,0,0,0,91.1,111,MOBILE,1
CUST0000253,IN,SALARIED,50k-100k,7,0,0,0,65.5,47,WEB,1
CUST0000254,IN,BUSINESS_OWNER,50k-100k,2,0,0,0,100.0,72,BRANCH,1
CUST0000255,IN,SELF_EMPLOYED,100k-250k,1,0,0,0,100.0,114,BRANCH,1
CUST0000256,NG,,50k-100k,4,0,0,0,90.3,407,WEB,1
CUST0000257,GB,SALARIED,100k-250k,8,0,0,0,68.9,205,BRANCH,1
CUST0000258,IN,SHELL_CO,100k-250k,5,0,0,0,67.2,33,THIRD_PARTY,1
CUST0000259,IN,BUSINESS_OWNER,,4,0,0,0,92.7,380,MOBILE,1
CUST0000260,SG,RETIRED,100k-250k,1,0,0,0,96.5,124,BRANCH,1
CUST0000261,US,SALARIED,100k-250k,4,0,0,0,81.5,41,BRANCH,1
CUST0000262,GB,SALARIED,100k-250k,10,0,0,0,63.6,134,WEB,1
CUST0000263,KY,BUSINESS_OWNER,100k-250k,1,0,0,0,97.8,38,WEB,1
CUST0000264,AE,SALARIED,0-50k,3,0,0,0,79.4,82,BRANCH,1
CUST0000265,IN,RETIRED,0-50k,7,0,0,0,69.4,294,BRANCH,1
CUST0000266,GB,SALARIED,0-50k,5,0,0,0,64.8,193,THIRD_PARTY,1
CUST0000267,VG,BUSINESS_OWNER,0-50k,5,0,0,0,80.7,116,WEB,1
CUST0000268,AE,SALARIED,100k-250k,5,0,0,0,90.6,46,BRANCH,1
CUST0000269,SG,BUSINESS_OWNER,250k+,2,0,0,0,77.6,59,MOBILE,1
CUST0000270,IN,BUSINESS_OWNER,100k-250k,2,0,0,0,93.0,688,THIRD_PARTY,0
CUST0000271,IN,SALARIED,250k+,6,0,0,0,81.3,75,MOBILE,1
CUST0000272,GB,SALARIED,0-50k,6,0,0,0,82.5,172,MOBILE,1
CUST0000273,KY,SALARIED,100k-250k,7,0,0,0,66.0,124,BRANCH,1
CUST0000274,AE,SELF_EMPLOYED,0-50k,8,0,0,0,59.2,4,WEB,1
CUST0000275,GB,SELF_EMPLOYED,250k+,3,0,0,0,83.3,521,BRANCH,1
CUST0000276,IN,BUSINESS_OWNER,,3,0,0,0,97.5,16,MOBILE,1
CUST0000277,IN,SELF_EMPLOYED,250k+,6,0,0,0,62.3,193,MOBILE,1
CUST0000278,US,SELF_EMPLOYED,100k-250k,4,0,0,0,74.3,299,MOBILE,1
CUST0000279,IN,SELF_EMPLOYED,50k-100k,5,0,0,0,76.3,248,BRANCH,1
CUST0000280,AE,SALARIED,0-50k,6,0,0,1,68.2,298,WEB,1
CUST0000281,IN,SALARIED,250k+,7,0,0,0,71.7,242,MOBILE,1
CUST0000282,GB,SHELL_CO,50k-100k,2,0,0,0,100.0,106,MOBILE,1
CUST0000283,CN,STUDENT,100k-250k,2,0,0,0,82.4,407,BRANCH,1
CUST0000284,US,SALARIED,50k-100k,1,0,0,0,94.8,438,MOBILE,1
CUST0000285,IN,SELF_EMPLOYED,0-50k,4,0,0,0,83.9,103,MOBILE,0
CUST0000286,AE,,0-50k,1,0,0,0,93.3,119,WEB,1
CUST0000287,NG,SELF_EMPLOYED,,3,0,0,0,75.4,119,MOBILE,1
CUST0000288,AE,SALARIED,0-50k,3,0,0,0,82.9,58,THIRD_PARTY,1
CUST0000289,IN,SALARIED,,2,0,0,0,86.9,21,WEB,1
CUST0000290,IN,SELF_EMPLOYED,50k-100k,4,0,0,0,89.1,54,MOBILE,1
CUST0000291,IN,SHELL_CO,50k-100k,1,0,0,0,99.4,334,BRANCH,1
CUST0000292,IN,BUSINESS_OWNER,100k-250k,1,0,0,0,83.6,140,BRANCH,1
CUST0000293,CN,SALARIED,0-50k,6,0,0,0,72.9,341,BRANCH,1
CUST0000294,CN,SALARIED,50k-100k,2,0,0,0,88.0,246,MOBILE,1
CUST0000295,IN,BUSINESS_OWNER,100k-250k,1,0,0,0,100.0,77,WEB,1
CUST0000296,IN,RETIRED,250k+,3,0,0,0,90.3,36,WEB,1
CUST0000297,IN,BUSINESS_OWNER,0-50k,5,0,0,0,71.4,150,BRANCH,1
CUST0000298,KY,BUSINESS_OWNER,50k-100k,2,0,0,0,85.8,494,MOBILE,1
CUST0000299,US,SALARIED,250k+,4,0,0,0,81.0,329,MOBILE,1
CUST0000300,SG,RETIRED,50k-100k,1,0,0,0,98.9,259,MOBILE,1
CUST0000301,US,RETIRED,250k+,1,0,0,0,99.9,260,MOBILE,1
CUST0000302,AE,SALARIED,250k+,3,0,0,0,89.6,135,MOBILE,1
CUST0000303,IN,BUSINESS_OWNER,250k+,3,0,0,0,86.3,33,MOBILE,1
CUST0000304,IN,SALARIED,100k-250k,4,1,0,0,82.9,60,MOBILE,1
CUST0000305,AE,SALARIED,50k-100k,5,0,0,0,79.0,155,MOBILE,1
