TRANSACTION_ID,ACCOUNT_ID,TXN_TIMESTAMP,TXN_TYPE,TXN_AMOUNT,CURRENCY,NARRATIVE,BENEFICIARY_COUNTRY,CHANNEL,IP_ADDRESS,IS_TYPOLOGY,TYPOLOGY_TYPE
TXN000000022,ACCT100011716,2022-07-14 13:18:26.282199,CASH_WITHDRAWAL,1091.49,AED,INVESTMENT,IN,BRANCH,192.168.220.23,False,NONE
TXN000000023,ACCT100000669,2024-04-07 20:01:18.075090,UPI,17383.29,INR,LOAN_EMI,AE,WEB,192.168.104.218,False,NONE
TXN000000024,ACCT100003719,2024-06-17 19:23:00.083363,UPI,137654.35,INR,UTILITY,MY,ATM,192.168.190.247,False,NONE
TXN000000025,ACCT100009701,2022-08-19 17:36:58.351753,UPI,2325.52,AED,RENT,SG,ATM,192.168.108.230,False,NONE
TXN000000026,ACCT100011041,2022-11-03 10:56:44.666415,INTERNAL_TRANSFER,1323.65,INR,INVESTMENT,US,WEB,192.168.57.235,False,NONE
TXN000000027,ACCT100005919,2024-06-21 19:57:25.180981,POS,468.7,INR,DIVIDEND,IN,MOBILE,192.168.222.151,False,NONE
TXN000000028,ACCT100005056,2022-09-13 03:30:59.660398,IMPS,12662.98,INR,VENDOR_PAYMENT,AE,BRANCH,192.168.211.107,False,NONE
TXN000000029,ACCT100010157,2022-08-11 02:54:26.339390,UPI,28936.93,INR,,IN,MOBILE,,False,NONE
TXN000000030,ACCT100007223,2022-06-01 23:28:30.186583,IMPS,5836.56,INR,RENT,SG,ATM,192.168.229.57,False,NONE
TXN000000031,ACCT100002961,2023-05-16 04:00:56.575649,RTGS,198197.36,INR, RENT ,SG,ATM,192.168.172.101,False,NONE
TXN000000032,ACCT100000383,2024-03-09 15:51:59.582220,NEFT,8873.74,USD,VENDOR_PAYMENT,NG,WEB,192.168.136.58,False,NONE
TXN000000033,ACCT100001483,2023-02-12 05:54:15.035662,NEFT,32825.04,USD,,GB,MOBILE,192.168.196.83,False,NONE
TXN000000034,ACCT100001172,2023-02-04 05:19:11.811284,CHEQUE,1558.2,INR,SALARY,US,ATM,192.168.137.220,False,NONE
TXN000000035,ACCT100000338,2022-10-23 10:52:49.896515,UPI,2757.35,INR,INSURANCE,CN,WEB,192.168.183.149,False,NONE
TXN000000036,ACCT100001939,2023-10-28 04:39:03.514613,NEFT,2220.94,INR,,IN,ATM,192.168.52.18,False,NONE
TXN000000037,ACCT100005959,2023-02-16 01:08:57.880312,INTERNAL_TRANSFER,19288.31,INR,VENDOR_PAYMENT,SG,MOBILE,192.168.100.238,False,NONE
TXN000000038,ACCT100000136,2024-01-18 00:03:06.204357,NEFT,12865.62,INR,GROCERY,US,WEB,192.168.8.120,False,NONE
TXN000000039,ACCT100008007,2022-05-25 15:37:16.986158,POS,629.82,INR,,US,MOBILE,192.168.246.230,False,NONE
TXN000000040,ACCT100003601,2023-05-07 13:52:34.709372,UPI,17321.05,INR, DIVIDEND ,IN,WEB,192.168.169.242,False,NONE
TXN000000041,ACCT100010802,2024-05-08 23:33:48.406517,UPI,1162.36,USD,UTILITY,SG,BRANCH,192.168.254.33,False,NONE
TXN000000042,ACCT100007553,2023-12-24 19:23:48.013456,UPI,5701.72,INR,GROCERY,IN,BRANCH,192.168.248.79,False,NONE
TXN000000043,ACCT100004719,2022-07-07 19:50:31.043489,IMPS,8188.06,INR,TRANSFER,IN,MOBILE,192.168.173.176,False,NONE
TXN000000044,ACCT100009714,2022-11-06 19:53:40.800517,UPI,13436.37,INR,DIVIDEND,IN,WEB,192.168.229.193,False,NONE
TXN000000045,ACCT100002676,2023-07-18 12:59:27.546272,IMPS,1500.23,USD,INVESTMENT,CN,WEB,192.168.203.116,False,NONE
TXN000000046,ACCT100001366,2023-06-30 11:30:53.967245,IMPS,10004.56,INR,DIVIDEND,IN,BRANCH,192.168.32.227,False,NONE
TXN000000047,ACCT100000783,2023-07-05 00:47:36.850466,SWIFT,1191.8,INR,DIVIDEND,SG,BRANCH,192.168.111.150,False,NONE
TXN000000048,ACCT100009554,2024-04-12 16:27:24.755428,UPI,3059.33,USD,,IN,BRANCH,192.168.188.169,False,NONE
TXN000000049,ACCT100007991,2022-03-21 09:09:56.822892,UPI,8557.04,INR,GROCERY,IN,BRANCH,192.168.143.232,False,NONE
TXN000000050,ACCT100009397,2024-04-20 13:46:33.850510,NEFT,41339.69,INR,,GB,ATM,192.168.59.212,False,NONE
TXN000000051,ACCT100002855,2023-03-20 22:55:06.447029,POS,4491.15,INR,LOAN_EMI,IN,MOBILE,192.168.79.95,False,NONE
TXN000000052,ACCT100001994,2023-12-09 07:05:26.228338,UPI,4708.24,INR,GROCERY,IN,WEB,192.168.135.245,False,NONE
TXN000000053,ACCT100008687,2023-10-23 21:51:01.920111,RTGS,4987.88,INR,INVESTMENT,CN,ATM,192.168.250.214,False,NONE
TXN000000054,ACCT100004978,2022-12-27 23:41:37.204537,CHEQUE,5670.81,AED,DIVIDEND,IN,ATM,192.168.36.39,False,NONE
TXN000000055,ACCT100009907,2023-06-28 20:22:33.960900,CHEQUE,1208.52,AED,INVESTMENT,AE,WEB,192.168.197.14,False,NONE
TXN000000056,ACCT100002134,2023-09-26 23:39:36.172328,UPI,3622.84,INR,,SG,ATM,192.168.70.172,False,NONE
TXN000000057,ACCT100003931,2023-05-11 13:15:51.692423,NEFT,4618.69,AED,investment,US,MOBILE,192.168.178.72,False,NONE
TXN000000058,ACCT100002550,2023-11-10 09:29:48.544053,UPI,3154.62,INR,RENT,MY,ATM,192.168.149.17,False,NONE
TXN000000059,ACCT100000837,2024-01-10 23:00:19.929192,UPI,6950.15,INR,INVESTMENT,IN,ATM,192.168.74.141,False,NONE
TXN000000060,ACCT100005984,2024-02-22 08:59:45.548194,UPI,6185.95,USD,VENDOR_PAYMENT,IN,ATM,192.168.152.6,False,NONE
TXN000000061,ACCT100010818,2023-07-25 07:38:32.293814,POS,47626.01,INR,TRANSFER,IN,ATM,192.168.37.190,False,NONE
TXN000000062,ACCT100011164,2022-10-20 22:00:06.766508,CASH_WITHDRAWAL,295.57,INR,RENT,IN,WEB,192.168.53.23,False,NONE
TXN000000063,ACCT100005461,2024-02-28 18:51:04.962400,UPI,12256.52,AED,,VG,WEB,192.168.6.71,False,NONE
TXN000000064,ACCT100008939,2023-03-14 20:09:54.252438,NEFT,12974.78,INR,SALARY,CN,WEB,192.168.237.80,False,NONE
TXN000000065,ACCT100000921,2022-08-19 11:09:51.958682,NEFT,17671.51,USD,UTILITY,GB,WEB,192.168.62.172,False,NONE
TXN000000066,ACCT100006566,2022-12-03 20:23:18.627565,NEFT,3039.59,INR,,IN,BRANCH,192.168.59.103,False,NONE
TXN000000067,ACCT100006754,2022-02-14 07:17:05.160936,NEFT,38891.05,INR,SALARY,IN,WEB,192.168.73.41,False,NONE
TXN000000068,ACCT100001313,2022-09-05 16:05:45.793779,IMPS,16874.86,INR,TRANSFER,US,MOBILE,192.168.94.2,False,NONE
TXN000000069,ACCT100010637,2024-01-19 14:11:05.423178,CASH_WITHDRAWAL,82846.08,AED,,SG,MOBILE,192.168.19.115,False,NONE
TXN000000070,ACCT100007245,2023-07-30 09:26:21.637447,IMPS,8443.09,INR,INVESTMENT,IN,BRANCH,192.168.131.40,False,NONE
TXN000000071,ACCT100011353,2023-02-03 18:13:07.283227,CASH_DEPOSIT,5409.69,USD,INSURANCE,IN,MOBILE,192.168.10.188,False,NONE
TXN000000072,ACCT100001748,2023-08-27 20:35:49.281501,NEFT,2118.56,INR,VENDOR_PAYMENT,IN,MOBILE,192.168.240.233,False,NONE
TXN000000073,ACCT100003145,2022-12-16 19:13:07.185405,IMPS,5889.33,INR,VENDOR_PAYMENT,MY,MOBILE,192.168.208.118,False,NONE
TXN000000074,ACCT100011622,2022-02-20 23:16:20.510131,RTGS,6577.48,USD,LOAN_EMI,NG,WEB,192.168.205.213,False,NONE
TXN000000075,ACCT100006188,2022-04-06 11:26:06.382556,UPI,20272.23,INR,DIVIDEND,IN,WEB,192.168.15.1,False,NONE
TXN000000076,ACCT100008831,2023-07-11 10:45:10.624216,RTGS,17967.11,USD,TRANSFER,IN,BRANCH,192.168.104.230,False,NONE
TXN000000077,ACCT100002776,2023-12-17 10:57:29.121701,SWIFT,2563.24,INR,GROCERY,CN,ATM,192.168.205.130,False,NONE
TXN000000078,ACCT100005526,2023-04-09 10:33:52.797803,UPI,5661.8,INR,VENDOR_PAYMENT,SG,WEB,192.168.109.56,False,NONE
TXN000000079,ACCT100000729,2022-09-17 10:45:57.984673,NEFT,1716.19,INR,LOAN_EMI,IN,MOBILE,192.168.209.250,False,NONE
TXN000000080,ACCT100004221,2023-06-29 03:59:31.987087,NEFT,7778.02,INR,DIVIDEND,IN,BRANCH,192.168.172.115,False,NONE
TXN000000081,ACCT100010040,2022-05-15 05:35:44.805047,POS,1415.35,INR,UTILITY,IN,BRANCH,192.168.117.41,False,NONE
TXN000000082,ACCT100003270,2023-10-26 02:17:44.388204,UPI,12997.2,INR,INSURANCE,SG,ATM,192.168.26.102,False,NONE
TXN000000083,ACCT100000044,2022-10-26 23:31:27.694352,RTGS,7207.57,AED,SALARY,GB,BRANCH,192.168.108.146,False,NONE
TXN000000084,ACCT100007471,2024-06-29 12:10:18.945831,UPI,14917.89,USD,,IN,BRANCH,192.168.232.89,False,NONE
TXN000000085,ACCT100003168,2024-05-06 16:19:52.843694,CASH_WITHDRAWAL,851.59,INR,GROCERY,IN,BRANCH,192.168.114.128,False,NONE
TXN000000086,ACCT100009054,2022-02-12 01:54:21.376214,CASH_DEPOSIT,5019.34,USD,LOAN_EMI,AE,BRANCH,192.168.216.189,False,NONE
TXN000000087,ACCT100011432,2022-07-16 04:15:57.481319,NEFT,1614.34,INR,,US,ATM,192.168.86.197,False,NONE
TXN000000088,ACCT100008782,2023-10-16 16:39:52.252020,UPI,2236.06,INR,GROCERY,GB,BRANCH,192.168.146.98,False,NONE
TXN000000089,ACCT100002951,2024-03-16 14:40:08.968493,CASH_WITHDRAWAL,7325.68,USD,GROCERY,IN,ATM,192.168.10.121,False,NONE
TXN000000090,ACCT100008847,2022-06-15 04:09:16.212469,CHEQUE,1715.82,USD,,CN,MOBILE,192.168.119.203,False,NONE
TXN000000091,ACCT100010741,2022-03-14 07:40:57.139805,UPI,152968.52,INR,,IN,MOBILE,192.168.124.181,False,NONE
TXN000000092,ACCT100000554,2022-04-29 06:54:17.036963,NEFT,19705.41,INR,TRANSFER,US,ATM,192.168.218.181,False,NONE
TXN000000093,ACCT100010888,2023-07-21 12:14:43.388903,CASH_WITHDRAWAL,16847.64,INR,dividend,NG,WEB,192.168.183.168,False,NONE
TXN000000094,ACCT100002447,2023-05-22 13:28:41.966055,NEFT,14176.15,INR,,SG,WEB,192.168.10.45,False,NONE
TXN000000095,ACCT100006700,2024-05-17 02:15:12.788285,NEFT,11046.04,INR,,IN,MOBILE,192.168.174.197,False,NONE
TXN000000096,ACCT100002246,2023-01-05 12:48:01.703996,UPI,8831.09,INR,DIVIDEND,IN,ATM,192.168.240.59,False,NONE
TXN000000097,ACCT100001917,2024-05-23 06:37:29.543770,CASH_WITHDRAWAL,6697.46,INR,LOAN_EMI,GB,WEB,192.168.43.80,False,NONE
TXN000000098,ACCT100000489,2024-06-03 20:28:59.471813,NEFT,4105.28,INR,UTILITY,AE,ATM,192.168.56.216,False,NONE
TXN000000099,ACCT100010577,2022-05-10 16:29:18.604795,CASH_DEPOSIT,3211.8,INR,TRANSFER,KY,WEB,192.168.10.220,False,NONE
TXN000000100,ACCT100006635,2024-05-18 20:19:52.368559,NEFT,8750.46,INR,DIVIDEND,VG,BRANCH,192.168.55.45,False,NONE
TXN000000101,ACCT100001554,2022-02-24 14:06:35.447967,POS,50019.03,INR,,GB,ATM,192.168.125.76,False,NONE
TXN000000102,ACCT100004373,2024-06-12 03:42:21.869075,CASH_WITHDRAWAL,148.05,INR,TRANSFER,IN,BRANCH,192.168.227.197,False,NONE
TXN000000103,ACCT100005290,2022-08-19 11:51:06.424469,IMPS,4090.4,INR, INSURANCE ,NG,ATM,192.168.170.59,False,NONE
TXN000000104,ACCT100003484,2023-04-05 04:35:57.236614,SWIFT,2307.11,USD,LOAN_EMI,IN,BRANCH,192.168.119.111,False,NONE
TXN000000105,ACCT100005015,2022-01-27 14:42:56.377804,CASH_DEPOSIT,5721.82,INR,VENDOR_PAYMENT,IN,BRANCH,,False,NONE
TXN000000106,ACCT100005171,2023-07-25 16:29:44.434628,NEFT,14567.06,INR,,IN,MOBILE,192.168.66.252,False,NONE
TXN000000107,ACCT100008988,2022-06-24 00:31:44.513950,UPI,3849.51,INR,grocery,IN,BRANCH,192.168.213.159,False,NONE
TXN000000108,ACCT100008092,2024-06-14 17:29:30.268022,INTERNAL_TRANSFER,2979.66,INR,TRANSFER,AE,ATM,192.168.71.217,False,NONE
TXN000000109,ACCT100004702,2024-05-10 07:22:34.164822,NEFT,36744.53,INR,INSURANCE,IN,WEB,192.168.41.130,False,NONE
TXN000000110,ACCT100008912,2023-10-27 02:48:07.410799,UPI,6239.92,AED,INSURANCE,GB,BRANCH,192.168.242.168,False,NONE
TXN000000111,ACCT100008081,2023-08-26 13:17:55.503404,NEFT,3559.81,INR,UTILITY,SG,WEB,192.168.155.123,False,NONE
TXN000000112,ACCT100000659,2024-06-28 08:00:41.494052,CHEQUE,843.71,INR,RENT,GB,ATM,,False,NONE
TXN000000113,ACCT100010483,2022-01-07 20:37:33.451518,CHEQUE,791.12,INR,VENDOR_PAYMENT,VG,BRANCH,192.168.77.67,False,NONE
TXN000000114,ACCT100007169,2022-12-30 21:21:13.406137,CASH_WITHDRAWAL,2832.03,INR,UTILITY,IN,WEB,192.168.83.58,False,NONE
TXN000000115,ACCT100008475,2023-07-28 18:47:09.040409,SWIFT,2355.0,USD,GROCERY,IN,ATM,192.168.104.7,False,NONE
TXN000000116,ACCT100008800,2022-03-14 16:51:08.411126,UPI,28451.23,INR,TRANSFER,AE,WEB,192.168.176.101,False,NONE
TXN000000117,ACCT100003905,2023-07-10 00:00:26.165634,CASH_WITHDRAWAL,1357.2,INR,,GB,BRANCH,192.168.96.167,False,NONE
TXN000000118,ACCT100011276,2022-11-24 02:45:57.337948,RTGS,320.8,INR,GROCERY,GB,MOBILE,192.168.96.34,False,NONE
TXN000000119,ACCT100003558,2024-06-17 01:33:22.729624,UPI,1157.25,INR,GROCERY,GB,MOBILE,192.168.70.22,False,NONE
TXN000000120,ACCT100001414,2022-01-05 23:06:55.073048,NEFT,1290.99,INR,,GB,WEB,192.168.103.49,False,NONE
TXN000000121,ACCT100010078,2022-06-30 15:38:55.012454,UPI,3472.47,INR,DIVIDEND,IN,MOBILE,192.168.90.174,False,NONE
TXN000000122,ACCT100011285,2023-09-26 15:25:57.266228,UPI,944.68,INR,,IN,BRANCH,192.168.167.182,False,NONE
TXN000000123,ACCT100010952,2023-02-19 15:58:24.884418,UPI,1392.61,INR,DIVIDEND,SG,MOBILE,,False,NONE
TXN000000124,ACCT100003932,2023-05-04 11:29:58.951297,RTGS,327.59,USD,,AE,MOBILE,192.168.166.210,False,NONE
TXN000000125,ACCT100004723,2024-02-25 21:33:31.465814,SWIFT,2001.94,USD,vendor_payment,IN,BRANCH,192.168.176.2,False,NONE
TXN000000126,ACCT100001960,2024-03-25 06:54:10.633958,IMPS,2520.75,INR,VENDOR_PAYMENT,IN,WEB,192.168.30.164,False,NONE
TXN000000127,ACCT100007689,2022-09-15 23:41:07.352543,UPI,5440.43,AED,dividend,VG,MOBILE,192.168.73.200,False,NONE
TXN000000128,ACCT100008634,2023-06-01 22:21:30.605278,RTGS,6003.39,INR,,AE,ATM,192.168.154.33,False,NONE
TXN000000129,ACCT100000817,2023-05-06 22:05:04.328326,RTGS,3249.84,INR,VENDOR_PAYMENT,IN,ATM,,False,NONE
TXN000000130,ACCT100004578,2023-05-12 19:40:49.178840,NEFT,785.71,USD,,IN,WEB,192.168.1.65,False,NONE
TXN000000131,ACCT100003676,2022-11-02 01:40:06.080742,UPI,86571.05,INR,,IN,MOBILE,192.168.41.15,False,NONE
TXN000000132,ACCT100004281,2024-05-24 13:29:59.006234,CASH_WITHDRAWAL,6595.98,INR,RENT,US,ATM,192.168.87.80,False,NONE
TXN000000133,ACCT100004079,2023-02-11 16:39:53.993818,NEFT,5175.84,INR, GROCERY ,US,ATM,192.168.138.62,False,NONE
TXN000000134,ACCT100011218,2022-07-25 15:13:12.168908,IMPS,2438.36,AED,LOAN_EMI,CN,BRANCH,192.168.73.148,False,NONE
TXN000000135,ACCT100004907,2022-02-12 17:33:57.024182,NEFT,28291.09,USD,LOAN_EMI,US,MOBILE,192.168.99.40,False,NONE
TXN000000136,ACCT100001903,2022-07-04 10:51:24.652879,CASH_WITHDRAWAL,842.54,INR,INSURANCE,CN,BRANCH,192.168.14.187,False,NONE
TXN000000137,ACCT100010812,2023-07-18 10:40:52.555626,CASH_WITHDRAWAL,56476.6,INR,GROCERY,IN,BRANCH,,False,NONE
TXN000000138,ACCT100003477,2024-03-08 02:23:19.875724,IMPS,3657.09,INR,LOAN_EMI,CN,MOBILE,192.168.58.124,False,NONE
TXN000000139,ACCT100001256,2022-09-23 05:46:26.743174,NEFT,12821.34,INR,INSURANCE,US,WEB,192.168.215.27,False,NONE
TXN000000140,ACCT100002896,2023-02-14 01:03:24.992363,UPI,2078.11,AED,INSURANCE,MY,WEB,192.168.198.177,False,NONE
TXN000000141,ACCT100010790,2024-01-17 04:09:49.539674,IMPS,2073.71,INR,INVESTMENT,AE,BRANCH,192.168.35.175,False,NONE
TXN000000142,ACCT100002635,2022-04-25 07:07:37.965069,UPI,18580.45,USD,LOAN_EMI,MY,BRANCH,192.168.4.101,False,NONE
TXN000000143,ACCT100003501,2022-10-02 04:40:23.142394,CASH_DEPOSIT,10476.87,INR,RENT,IN,MOBILE,192.168.176.14,False,NONE
TXN000000144,ACCT100004343,2024-04-29 20:05:24.655452,IMPS,5355.6,AED,DIVIDEND,AE,BRANCH,192.168.76.147,False,NONE
TXN000000145,ACCT100002320,2023-04-26 04:07:56.124434,RTGS,17674.78,INR,VENDOR_PAYMENT,US,MOBILE,192.168.179.51,False,NONE
TXN000000146,ACCT100004576,2024-04-14 07:13:59.477494,NEFT,3431.17,INR,GROCERY,AE,MOBILE,192.168.222.96,False,NONE
TXN000000147,ACCT100011439,2024-06-07 04:16:26.497345,UPI,3210.08,INR,RENT,IN,MOBILE,192.168.220.176,False,NONE
TXN000000148,ACCT100007316,2023-12-08 14:57:33.075649,UPI,469.64,INR,,CN,BRANCH,192.168.167.66,False,NONE
TXN000000149,ACCT100000653,2024-04-14 20:59:50.224403,UPI,28966.06,INR,VENDOR_PAYMENT,US,ATM,192.168.114.222,False,NONE
TXN000000150,ACCT100005877,2022-01-26 11:40:34.455519,IMPS,1669.52,INR,investment,US,MOBILE,192.168.112.44,False,NONE
TXN000000151,ACCT100000450,2024-05-04 20:30:59.212750,UPI,12742.89,USD,RENT,IN,ATM,192.168.29.203,False,NONE
TXN000000152,ACCT100008957,2023-04-15 09:54:11.800157,RTGS,104610.54,USD,LOAN_EMI,IN,MOBILE,192.168.76.86,False,NONE
TXN000000153,ACCT100011470,2022-03-24 20:47:46.879736,NEFT,9736.17,INR,DIVIDEND,AE,BRANCH,,False,NONE
TXN000000154,ACCT100003250,2023-07-15 09:53:49.933274,UPI,17748.57,INR,,IN,MOBILE,192.168.191.231,False,NONE
TXN000000155,ACCT100011144,2023-12-12 14:36:40.612632,CASH_WITHDRAWAL,8659.04,INR,INVESTMENT,IN,BRANCH,192.168.222.126,False,NONE
TXN000000156,ACCT100000907,2022-02-21 07:58:26.987556,NEFT,6202.91,INR,,SG,ATM,192.168.236.209,False,NONE
TXN000000157,ACCT100010950,2024-04-07 18:49:38.911943,UPI,2981.11,INR,LOAN_EMI,IN,ATM,192.168.212.148,False,NONE
TXN000000158,ACCT100008434,2023-06-17 02:54:07.993423,NEFT,2783.23,INR,RENT,SG,ATM,192.168.27.177,False,NONE
TXN000000159,ACCT100002318,2023-08-15 07:47:20.938700,UPI,1540.21,INR,UTILITY,IN,BRANCH,192.168.205.233,False,NONE
TXN000000160,ACCT100009711,2023-07-27 03:12:54.465286,UPI,2981.43,INR,,AE,WEB,192.168.59.183,False,NONE
TXN000000161,ACCT100009585,2023-07-23 15:23:09.861750,IMPS,1756.78,INR,SALARY,IN,MOBILE,192.168.239.236,False,NONE
TXN000000162,ACCT100005413,2022-04-18 04:24:41.577904,UPI,24551.31,INR,LOAN_EMI,IN,BRANCH,192.168.183.116,False,NONE
TXN000000163,ACCT100001472,2023-02-07 04:17:43.661101,UPI,4733.24,INR,LOAN_EMI,IN,MOBILE,192.168.216.243,False,NONE
TXN000000164,ACCT100009115,2022-10-09 10:24:23.429028,IMPS,1353.52,INR,VENDOR_PAYMENT,IN,MOBILE,192.168.78.50,False,NONE
TXN000000165,ACCT100004646,2024-04-23 14:43:43.191569,NEFT,5278.09,INR,LOAN_EMI,IN,BRANCH,192.168.100.91,False,NONE
TXN000000166,ACCT100004917,2023-02-16 22:56:11.709670,CASH_DEPOSIT,45680.5,USD,INVESTMENT,CN,WEB,192.168.137.80,False,NONE
TXN000000167,ACCT100007528,2022-06-11 18:33:02.010470,UPI,8571.88,INR,DIVIDEND,IN,WEB,192.168.157.76,False,NONE
TXN000000168,ACCT100000434,2022-01-21 11:00:38.064662,RTGS,16569.73,INR,LOAN_EMI,IN,MOBILE,192.168.44.205,False,NONE
TXN000000169,ACCT100001069,2024-02-11 07:58:04.917156,POS,1455.9,INR,,IN,BRANCH,192.168.65.236,False,NONE
TXN000000170,ACCT100000578,2023-11-06 07:55:53.797657,SWIFT,2426.23,AED,INSURANCE,US,MOBILE,192.168.196.20,False,NONE
TXN000000171,ACCT100005733,2023-05-11 14:20:46.081029,NEFT,5741.96,USD,INVESTMENT,IN,MOBILE,192.168.46.70,False,NONE
TXN000000172,ACCT100003124,2023-10-05 03:42:55.949085,NEFT,6475.11,AED,GROCERY,SG,MOBILE,192.168.97.106,False,NONE
TXN000000173,ACCT100009461,2024-06-14 03:54:23.564624,CASH_WITHDRAWAL,5125.15,INR,INVESTMENT,CN,MOBILE,192.168.171.64,False,NONE
TXN000000174,ACCT100002229,2023-09-21 23:23:05.213926,UPI,52162.07,INR,RENT,IN,MOBILE,192.168.103.31,False,NONE
TXN000000175,ACCT100003863,2023-10-13 11:36:02.709558,NEFT,4643.87,INR,SALARY,US,WEB,192.168.216.248,False,NONE
TXN000000176,ACCT100008963,2023-03-31 07:58:26.132602,UPI,1961.31,AED,GROCERY,IN,BRANCH,192.168.80.207,False,NONE
TXN000000177,ACCT100009295,2022-01-14 23:11:55.764321,RTGS,1260.56,INR,DIVIDEND,AE,WEB,192.168.46.10,False,NONE
TXN000000178,ACCT100005649,2024-03-19 18:50:59.530375,IMPS,21521.9,INR,LOAN_EMI,VG,MOBILE,192.168.81.157,False,NONE
TXN000000179,ACCT100007373,2023-07-11 16:46:54.345640,UPI,4182.53,INR,,GB,WEB,192.168.243.18,False,NONE
TXN000000180,ACCT100007202,2024-01-17 04:17:11.090597,CASH_WITHDRAWAL,16579.13,INR,TRANSFER,IN,MOBILE,192.168.245.125,False,NONE
TXN000000181,ACCT100000181,2023-08-10 22:04:36.066525,INTERNAL_TRANSFER,32615.31,INR,INVESTMENT,NG,ATM,192.168.179.41,False,NONE
TXN000000182,ACCT100006031,2024-06-22 10:47:29.635790,RTGS,2300.95,INR,VENDOR_PAYMENT,IN,MOBILE,192.168.115.216,False,NONE
TXN000000183,ACCT100000811,2023-07-10 12:39:02.798613,SWIFT,4320.99,INR,VENDOR_PAYMENT,SG,MOBILE,192.168.242.42,False,NONE
TXN000000184,ACCT100000624,2023-08-15 04:57:53.226712,UPI,2683.81,AED,GROCERY,IN,MOBILE,192.168.208.11,False,NONE
TXN000000185,ACCT100002675,2023-03-26 03:37:30.376872,IMPS,2938.27,INR,INVESTMENT,IN,MOBILE,192.168.48.78,False,NONE
TXN000000186,ACCT100007245,2024-04-06 22:37:26.804556,INTERNAL_TRANSFER,1580.46,INR,GROCERY,US,WEB,,False,NONE
TXN000000187,ACCT100006947,2022-03-13 10:43:32.234597,IMPS,25338.03,INR,GROCERY,US,MOBILE,192.168.53.251,False,NONE
