txn_id,account_id,txn_timestamp,amount,direction,counterparty_account,counterparty_bank,channel,txn_type,is_suspicious,mule_pattern,hour,day_of_week,is_weekend,is_night,device_id,ip_address,geo_location,balance_after
1000028,ACC100093,2025-12-01 23:29:38.108278,3074.1682697439005,CREDIT,CP200025,PAYTM,branch,wire,False,,23.0,0.0,False,True,DEV3560,192.168.40.64,US,48557.178865696296
1000029,ACC100163,2025-12-06 23:29:38.108278,499.87769208454085,CREDIT,CP867128,AXIS,branch,ach,False,,23.0,5.0,True,True,DEV9508,192.168.195.123,US,35121.759194118495
1000030,ACC100065,2026-01-30 23:29:38.108278,7859.880689635256,DEBIT,CP741553,ICICI,online,p2p,True,structured,23.0,4.0,False,True,DEV8312,192.168.201.161,HK,37436.523360470266
1000031,ACC100257,2026-02-04 23:29:38.108278,3876.223232622973,DEBIT,CP980979,PAYTM,branch,wire,True,velocity,23.0,2.0,False,True,DEV9535,192.168.239.168,DE,15435.563314082347
1000032,ACC100787,2025-11-19 23:29:38.108278,558.4302503794921,CREDIT,CP685581,ICICI,mobile,ach,False,,23.0,2.0,False,True,DEV2569,192.168.96.79,US,37991.69444946747
1000033,ACC100300,2026-01-15 23:29:38.108278,9275.875802390663,DEBIT,CP713008,PAYTM,mobile,ach,True,structured,23.0,3.0,False,True,DEV7268,192.168.143.245,SG,16852.706073114856
1000034,ACC100736,2025-11-11 23:29:38.108278,858.7228337725293,DEBIT,CP715429,HDFC,branch,card,False,,23.0,1.0,False,True,DEV1600,192.168.141.213,US,35153.637682778884
1000035,ACC100108,2025-11-08 23:29:38.108278,554.2669057533598,DEBIT,CP978752,PAYTM,branch,ach,False,,23.0,5.0,True,True,DEV7704,192.168.71.1,US,4846.983554226883
1000036,ACC100519,2026-01-15 23:29:38.108278,827.3473906579449,DEBIT,CP932119,PAYTM,mobile,ach,False,,23.0,3.0,False,True,DEV6594,192.168.108.204,US,14263.496610784825
1000037,ACC100382,2025-11-09 23:29:38.108278,2564.9143630294047,CREDIT,CP110514,PAYTM,mobile,card,False,,23.0,6.0,True,True,DEV9801,192.168.158.25,US,47153.373775760585
1000038,ACC100613,2025-11-23 23:29:38.108278,416.20068465393547,DEBIT,CP208684,PAYTM,mobile,p2p,False,,23.0,6.0,True,True,DEV4767,192.168.63.131,US,3408.271126913675
1000039,ACC100114,2026-01-09 23:29:38.108278,185.4429063100041,CREDIT,CP320994,AXIS,mobile,p2p,False,,23.0,4.0,False,True,DEV1943,192.168.210.7,US,19816.93462428295
1000040,ACC100059,2025-12-19 23:29:38.108278,38.83254713921423,DEBIT,CP378187,SBI,mobile,card,False,,23.0,4.0,False,True,DEV5268,192.168.141.242,US,46117.06610168195
1000041,ACC100087,2025-12-18 23:29:38.108278,945.0190510032176,CREDIT,CP612447,AXIS,mobile,ach,False,,23.0,3.0,False,True,DEV8489,192.168.212.220,US,40548.24399565613
1000042,ACC100778,2025-11-23 23:29:38.108278,820.4072980693769,CREDIT,CP901123,AXIS,mobile,ach,False,,23.0,6.0,True,True,DEV1834,192.168.215.7,US,46891.94068547112
1000043,ACC100675,2026-01-13 23:29:38.108278,609.3900404522889,CREDIT,CP993061,HDFC,mobile,p2p,False,,23.0,1.0,False,True,DEV6739,192.168.178.42,US,33968.468539346126
1000044,ACC100271,2025-11-09 23:29:38.108278,428.47554383190106,CREDIT,CP931431,PAYTM,online,ach,False,,23.0,6.0,True,True,DEV2958,192.168.198.201,US,36547.940254057976
1000045,ACC100216,2025-11-27 23:29:38.108278,545.4187933318243,CREDIT,CP105435,AXIS,branch,ach,False,,23.0,3.0,False,True,DEV7406,192.168.80.144,US,48661.748419793184
1000046,ACC100319,2025-12-29 23:29:38.109962,560.3121060569697,DEBIT,CP379078,ICICI,online,p2p,False,,23.0,0.0,False,True,DEV3368,192.168.145.233,US,22467.470900631466
1000047,ACC100529,2026-01-05 23:29:38.109962,529.425583618766,DEBIT,CP564535,PAYTM,mobile,p2p,False,,23.0,0.0,False,True,DEV7360,192.168.234.7,US,23364.258545908793
1000048,ACC100230,2026-02-04 15:29:38.109962,3243.600775623056,DEBIT,CP921633,HDFC,branch,card,True,velocity,15.0,2.0,False,False,DEV1521,192.168.15.17,HK,38061.44668243808
1000049,ACC100235,2026-01-05 23:29:38.109962,99.59134798490808,DEBIT,CP951726,HDFC,mobile,ach,False,,23.0,0.0,False,True,DEV9894,192.168.118.19,US,13890.921466285348
1000050,ACC100072,2025-12-29 23:29:38.109962,860.3907416509979,DEBIT,CP745190,ICICI,mobile,ach,False,,23.0,0.0,False,True,DEV2252,192.168.85.142,US,10702.148485070122
1000051,ACC100069,2025-11-09 23:29:38.109962,589.7056805624725,CREDIT,CP862922,HDFC,mobile,card,False,,23.0,6.0,True,True,DEV8190,192.168.229.53,US,13308.408225618894
1000052,ACC100526,2025-12-25 23:29:38.109962,564.1202615690303,DEBIT,CP589847,PAYTM,branch,card,False,,23.0,3.0,False,True,DEV9557,192.168.122.11,US,22650.831696462134
1000053,ACC100497,2026-01-16 23:29:38.109962,4000.228939042977,CREDIT,CP495412,SBI,branch,card,False,,23.0,4.0,False,True,DEV5933,192.168.63.164,US,38082.67192221746
1000054,ACC100584,2026-01-14 23:29:38.109962,794.7656471208841,CREDIT,CP492573,SBI,mobile,ach,False,,23.0,2.0,False,True,DEV7852,192.168.170.185,US,17935.724814771787
1000055,ACC100484,2025-11-28 23:29:38.109962,832.3294070392284,CREDIT,CP288726,AXIS,mobile,p2p,False,,23.0,4.0,False,True,DEV6737,192.168.146.15,US,43078.503457949424
1000056,ACC100099,2026-01-12 23:29:38.109962,52.999023663281086,DEBIT,CP280645,HDFC,online,ach,False,,23.0,0.0,False,True,DEV7371,192.168.109.216,US,33116.3629435924
1000057,ACC100433,2025-12-16 23:29:38.109962,521.8362203776115,CREDIT,CP236016,PAYTM,branch,p2p,False,,23.0,1.0,False,True,DEV4327,192.168.73.163,US,1790.1076722385296
1000058,ACC100055,2026-02-04 13:29:38.109962,2176.9570845236626,CREDIT,CP617257,ICICI,branch,wire,True,velocity,13.0,2.0,False,False,DEV5729,192.168.133.163,DE,39716.437312579306
1000059,ACC100111,2026-01-29 23:29:38.109962,2960.027215908117,CREDIT,CP532681,ICICI,online,ach,True,circular,23.0,3.0,False,True,DEV7305,192.168.124.225,UK,40357.39403896056
1000060,ACC100432,2026-01-04 23:29:38.109962,365.2800040839202,DEBIT,CP873372,PAYTM,online,card,False,,23.0,6.0,True,True,DEV6866,192.168.7.208,US,40634.0684126447
1000061,ACC100255,2026-01-06 23:29:38.109962,13.874964678036733,CREDIT,CP773882,PAYTM,branch,card,False,,23.0,1.0,False,True,DEV1572,192.168.98.28,US,15835.612773253828
1000062,ACC100100,2025-12-18 23:29:38.109962,274.49360996211,DEBIT,CP768626,ICICI,mobile,card,False,,23.0,3.0,False,True,DEV1094,192.168.115.243,US,33411.844060858944
1000063,ACC100095,2025-11-29 23:29:38.109962,444.2810943112597,CREDIT,CP149297,HDFC,online,card,False,,23.0,5.0,True,True,DEV7943,192.168.179.125,US,41363.47863370268
1000064,ACC100497,2025-11-24 23:29:38.109962,854.4198694658689,DEBIT,CP246479,AXIS,mobile,wire,False,,23.0,0.0,False,True,DEV5933,192.168.63.164,US,22451.292387681377
1000065,ACC100168,2025-11-28 23:29:38.109962,2997.3756297238992,DEBIT,CP624658,AXIS,online,wire,False,,23.0,4.0,False,True,DEV7236,192.168.182.191,US,4700.827215268457
1000066,ACC100465,2025-12-30 23:29:38.109962,579.3197148945608,CREDIT,CP986997,AXIS,branch,p2p,False,,23.0,1.0,False,True,DEV4672,192.168.66.158,US,17530.594839506703
1000067,ACC100748,2026-01-03 23:29:38.109962,479.3610550838443,DEBIT,CP958811,PAYTM,mobile,ach,False,,23.0,5.0,True,True,DEV3418,192.168.35.76,US,11956.524867859884
1000068,ACC100194,2026-01-12 23:29:38.109962,667.806150522327,CREDIT,CP353516,ICICI,mobile,p2p,False,,23.0,0.0,False,True,DEV9636,192.168.42.184,US,47244.93189689599
1000069,ACC100593,2025-11-09 23:29:38.109962,179.37510718859042,DEBIT,CP986226,ICICI,mobile,ach,False,,23.0,6.0,True,True,DEV3657,192.168.193.31,US,39708.75050082187
1000070,ACC100765,2026-01-26 23:29:38.109962,4973.364857754172,DEBIT,CP315432,ICICI,branch,wire,False,,23.0,0.0,False,True,DEV4435,192.168.130.84,US,4629.670453311939
1000071,ACC100488,2025-12-10 23:29:38.109962,3652.1628678461343,CREDIT,CP830617,ICICI,mobile,wire,False,,23.0,2.0,False,True,DEV3931,192.168.215.30,US,28336.07999531639
1000072,ACC100190,2025-11-26 23:29:38.109962,963.2627178362573,CREDIT,CP283258,ICICI,mobile,card,False,,23.0,2.0,False,True,DEV7570,192.168.237.21,US,42006.30768910302
1000073,ACC100691,2026-01-29 23:29:38.109962,6150.836670670689,DEBIT,CP604840,SBI,mobile,wire,True,circular,23.0,3.0,False,True,DEV1564,192.168.187.38,HK,15055.485636712798
1000074,ACC100608,2025-12-16 23:29:38.109962,73.85575109969618,DEBIT,CP574081,PAYTM,mobile,card,False,,23.0,1.0,False,True,DEV4720,192.168.68.81,US,39849.16221840283
1000075,ACC100429,2026-01-22 23:29:38.109962,614.6244618481738,CREDIT,CP699559,PAYTM,branch,ach,False,,23.0,3.0,False,True,DEV5529,192.168.112.161,US,17084.499374589515
1000076,ACC100535,2026-01-08 23:29:38.109962,59.36593072923707,DEBIT,CP670059,SBI,mobile,p2p,False,,23.0,3.0,False,True,DEV3646,192.168.90.237,US,22061.731618137124
1000077,ACC100685,2025-12-25 23:29:38.109962,319.58616219004347,CREDIT,CP138409,AXIS,mobile,ach,False,,23.0,3.0,False,True,DEV9714,192.168.126.71,US,3682.504130720161
1000078,ACC100271,2025-12-28 23:29:38.109962,602.894263809744,CREDIT,CP646707,HDFC,branch,p2p,False,,23.0,6.0,True,True,DEV2958,192.168.198.201,US,43862.60660095976
1000079,ACC100660,2026-02-03 02:29:38.109962,7632.315811867178,CREDIT,CP135169,PAYTM,mobile,p2p,True,pass_through,2.0,1.0,False,True,DEV4555,192.168.50.161,US,21104.34734425338
1000080,ACC100469,2026-02-04 04:29:38.109962,1998.304764671382,DEBIT,CP179360,PAYTM,mobile,wire,True,velocity,4.0,2.0,False,True,DEV1310,192.168.37.56,HK,34729.52362076923
1000081,ACC100271,2026-01-08 23:29:38.109962,319.7161817256115,DEBIT,CP719114,SBI,mobile,card,False,,23.0,3.0,False,True,DEV2958,192.168.198.201,US,8254.928214952653
1000082,ACC100250,2026-01-22 23:29:38.109962,227.19549530428384,CREDIT,CP155612,PAYTM,mobile,p2p,False,,23.0,3.0,False,True,DEV3014,192.168.106.217,US,22229.295683142365
1000083,ACC100448,2025-11-24 23:29:38.109962,2188.9596405544366,DEBIT,CP993844,PAYTM,mobile,card,False,,23.0,0.0,False,True,DEV7531,192.168.13.45,US,28677.230399153905
1000084,ACC100683,2025-11-27 23:29:38.109962,22.693433015499767,CREDIT,CP676531,AXIS,branch,ach,False,,23.0,3.0,False,True,DEV3486,192.168.67.227,US,40569.27651450166
1000085,ACC100106,2026-02-04 23:29:38.109962,933.1789135664087,CREDIT,CP649656,SBI,mobile,card,False,,23.0,2.0,False,True,DEV7490,192.168.17.128,US,30283.046355690563
1000086,ACC100109,2025-11-21 23:29:38.109962,975.492089931119,CREDIT,CP934397,PAYTM,mobile,ach,False,,23.0,4.0,False,True,DEV3079,192.168.158.29,US,37637.32518664139
1000087,ACC100278,2025-12-01 23:29:38.109962,133.18986586728764,CREDIT,CP261792,ICICI,mobile,p2p,False,,23.0,0.0,False,True,DEV8804,192.168.110.86,US,20845.05383078987
1000088,ACC100734,2026-01-23 23:29:38.109962,329.9623073588037,CREDIT,CP529385,SBI,branch,p2p,False,,23.0,4.0,False,True,DEV1677,192.168.106.216,US,45301.56936349575
1000089,ACC100649,2025-12-29 23:29:38.109962,167.80093592368814,DEBIT,CP119731,AXIS,online,p2p,False,,23.0,0.0,False,True,DEV9963,192.168.93.169,US,29694.604224135852
1000090,ACC100257,2026-02-04 06:29:38.109962,3161.0826682394427,CREDIT,CP973625,HDFC,online,wire,True,velocity,6.0,2.0,False,True,DEV9535,192.168.239.168,DE,26208.16928567543
1000091,ACC100045,2026-02-04 14:29:38.109962,1989.4637642153134,DEBIT,CP894044,PAYTM,branch,card,True,velocity,14.0,2.0,False,False,DEV5611,192.168.16.24,DE,30351.54116646481
1000092,ACC100165,2025-11-07 23:29:38.109962,392.23819694910947,CREDIT,CP642994,ICICI,branch,ach,False,,23.0,4.0,False,True,DEV8294,192.168.41.188,US,39283.24172287892
1000093,ACC100722,2026-01-07 23:29:38.109962,4597.006228091077,DEBIT,CP224746,ICICI,mobile,wire,True,structured,23.0,2.0,False,True,DEV5652,192.168.137.234,SG,37038.441028329136
1000094,ACC100152,2025-11-22 23:29:38.109962,81.18765014328115,DEBIT,CP400821,HDFC,online,ach,False,,23.0,5.0,True,True,DEV4356,192.168.4.209,US,43768.6814735127
1000095,ACC100596,2025-12-25 23:29:38.109962,310.33063939202873,CREDIT,CP172204,SBI,online,ach,False,,23.0,3.0,False,True,DEV7681,192.168.80.220,US,16432.651034019214
1000096,ACC100130,2025-11-24 23:29:38.109962,508.04187426889297,DEBIT,CP748140,AXIS,online,card,False,,23.0,0.0,False,True,DEV6913,192.168.213.86,US,36909.07852634836
1000097,ACC100040,2025-11-25 23:29:38.109962,483.50083083593256,CREDIT,CP905983,PAYTM,branch,p2p,False,,23.0,1.0,False,True,DEV9308,192.168.62.23,US,24795.905967574152
1000098,ACC100255,2025-12-30 23:29:38.109962,213.82843765893338,DEBIT,CP757846,PAYTM,online,ach,False,,23.0,1.0,False,True,DEV1572,192.168.98.28,US,27247.34302467749
1000099,ACC100798,2025-12-20 23:29:38.109962,214.80315666806493,DEBIT,CP378060,PAYTM,branch,ach,False,,23.0,5.0,True,True,DEV3384,192.168.42.204,US,42257.19287485309
1000100,ACC100767,2025-11-22 23:29:38.109962,901.7525608262251,CREDIT,CP416689,ICICI,mobile,card,False,,23.0,5.0,True,True,DEV4554,192.168.139.191,US,41910.07198985518
1000101,ACC100181,2025-12-18 23:29:38.109962,808.6407296676108,DEBIT,CP210777,SBI,mobile,p2p,False,,23.0,3.0,False,True,DEV9320,192.168.247.8,US,16682.918644995545
1000102,ACC100754,2026-02-04 05:29:38.109962,4530.645451616756,CREDIT,CP354174,HDFC,branch,p2p,True,pass_through,5.0,2.0,False,True,DEV9592,192.168.23.57,UK,38379.54721497747
1000103,ACC100273,2025-11-11 23:29:38.109962,1231.798621587512,CREDIT,CP770608,SBI,online,card,False,,23.0,1.0,False,True,DEV1392,192.168.99.252,US,40257.039291582776
1000104,ACC100039,2026-01-15 23:29:38.109962,67.63533695458625,CREDIT,CP109491,AXIS,mobile,p2p,False,,23.0,3.0,False,True,DEV7799,192.168.13.114,US,11552.604859875815
1000105,ACC100471,2025-11-22 23:29:38.109962,675.6035418937048,DEBIT,CP938315,AXIS,mobile,p2p,False,,23.0,5.0,True,True,DEV8036,192.168.182.220,US,31152.04419080014
1000106,ACC100228,2025-12-23 23:29:38.109962,180.4470016671226,DEBIT,CP829523,HDFC,online,card,False,,23.0,1.0,False,True,DEV2827,192.168.126.68,US,28728.54164998619
1000107,ACC100336,2025-11-20 23:29:38.111541,3315.2772774911664,DEBIT,CP775331,ICICI,online,wire,False,,23.0,3.0,False,True,DEV5063,192.168.224.245,US,32808.54427671277
1000108,ACC100656,2026-01-10 23:29:38.111541,102.58492236193041,CREDIT,CP574587,HDFC,branch,ach,False,,23.0,5.0,True,True,DEV5428,192.168.147.158,US,8787.313575364406
1000109,ACC100549,2025-11-20 23:29:38.111541,573.6412855881529,CREDIT,CP790753,AXIS,mobile,p2p,False,,23.0,3.0,False,True,DEV5683,192.168.239.205,US,25399.48103653093
1000110,ACC100267,2025-12-09 23:29:38.111541,542.3066865375495,CREDIT,CP416783,ICICI,online,card,False,,23.0,1.0,False,True,DEV1645,192.168.211.60,US,3301.2566979756975
1000111,ACC100039,2026-01-19 23:29:38.111541,155.54480535078076,DEBIT,CP963165,SBI,online,card,False,,23.0,0.0,False,True,DEV7799,192.168.13.114,US,44242.26014833868
1000112,ACC100353,2025-12-01 23:29:38.111541,909.2816078089509,CREDIT,CP484755,AXIS,online,ach,False,,23.0,0.0,False,True,DEV9307,192.168.93.212,US,1347.7300922494717
1000113,ACC100620,2026-01-20 23:29:38.111541,419.50811908042186,DEBIT,CP479056,ICICI,online,ach,False,,23.0,1.0,False,True,DEV3721,192.168.44.253,US,35428.84924545787
1000114,ACC100590,2025-12-16 23:29:38.111541,969.2781834614767,CREDIT,CP187566,ICICI,mobile,card,False,,23.0,1.0,False,True,DEV3964,192.168.218.78,US,43662.90194250172
1000115,ACC100725,2026-01-13 23:29:38.111541,6609.149177613267,DEBIT,CP208237,PAYTM,branch,wire,True,structured,23.0,1.0,False,True,DEV6073,192.168.77.110,SG,45238.636044762265
1000116,ACC100736,2025-11-18 23:29:38.111541,2407.000454892901,CREDIT,CP956051,SBI,mobile,ach,False,,23.0,1.0,False,True,DEV1600,192.168.141.213,US,4705.887827892924
1000117,ACC100680,2025-12-21 23:29:38.111541,551.1487902670343,CREDIT,CP150762,ICICI,online,p2p,False,,23.0,6.0,True,True,DEV1954,192.168.227.3,US,9206.054036952082
1000118,ACC100679,2025-12-15 23:29:38.111541,3879.0910627625726,CREDIT,CP802290,HDFC,branch,card,False,,23.0,0.0,False,True,DEV6648,192.168.52.134,US,10512.309751852637
1000119,ACC100316,2026-01-28 23:29:38.111541,7183.037546318872,DEBIT,CP753080,SBI,branch,card,True,structured,23.0,2.0,False,True,DEV4426,192.168.72.3,DE,41912.88197755373
1000120,ACC100567,2025-11-10 23:29:38.111541,49.87849366664054,DEBIT,CP724135,SBI,online,card,False,,23.0,0.0,False,True,DEV1178,192.168.197.247,US,8711.20758414561
1000121,ACC100680,2025-12-06 23:29:38.111541,247.549414686395,CREDIT,CP645893,AXIS,branch,p2p,False,,23.0,5.0,True,True,DEV1954,192.168.227.3,US,8822.005081898566
1000122,ACC100582,2025-11-15 23:29:38.111541,352.1639672117816,DEBIT,CP827662,SBI,branch,p2p,False,,23.0,5.0,True,True,DEV3644,192.168.189.245,US,12580.79442308227
1000123,ACC100000,2025-11-22 23:29:38.111541,769.1006727749524,DEBIT,CP343768,SBI,mobile,p2p,False,,23.0,5.0,True,True,DEV5426,192.168.203.88,US,19971.980433640783
1000124,ACC100440,2025-11-21 23:29:38.111541,256.2381398527184,DEBIT,CP604136,PAYTM,branch,ach,False,,23.0,4.0,False,True,DEV7327,192.168.226.9,US,40489.38628413862
1000125,ACC100329,2026-02-03 23:29:38.111541,30.847205720756843,DEBIT,CP308271,SBI,online,p2p,False,,23.0,1.0,False,True,DEV5072,192.168.13.210,US,12826.135488037493
1000126,ACC100691,2026-02-02 23:29:38.111541,1706.826185135188,DEBIT,CP697823,ICICI,mobile,ach,True,circular,23.0,0.0,False,True,DEV1564,192.168.187.38,DE,37634.939403683915
1000127,ACC100527,2025-12-02 23:29:38.111541,860.164505353092,CREDIT,CP166188,HDFC,online,ach,False,,23.0,1.0,False,True,DEV5633,192.168.153.54,US,30586.350863343916
1000128,ACC100095,2025-12-24 23:29:38.111541,620.7159084055297,DEBIT,CP652355,PAYTM,mobile,card,False,,23.0,2.0,False,True,DEV7943,192.168.179.125,US,1461.5729426498208
1000129,ACC100203,2026-01-16 23:29:38.111541,3217.054971867522,CREDIT,CP584716,PAYTM,mobile,wire,False,,23.0,4.0,False,True,DEV8979,192.168.125.58,US,22840.76122424059
1000130,ACC100486,2026-01-18 23:29:38.111541,162.14729444917435,DEBIT,CP834782,PAYTM,online,ach,False,,23.0,6.0,True,True,DEV8701,192.168.193.212,US,33517.61131759768
1000131,ACC100424,2026-02-04 23:29:38.111541,8055.746654550306,DEBIT,CP776874,PAYTM,mobile,p2p,True,circular,23.0,2.0,False,True,DEV1067,192.168.61.29,UK,32656.300260733206
1000132,ACC100671,2025-12-05 23:29:38.111541,691.3367302136585,CREDIT,CP506879,AXIS,mobile,ach,False,,23.0,4.0,False,True,DEV1678,192.168.177.221,US,1996.7130122267047
1000133,ACC100797,2026-01-11 23:29:38.111541,5525.935714524035,DEBIT,CP358490,PAYTM,branch,ach,True,structured,23.0,6.0,True,True,DEV5070,192.168.71.166,HK,44034.37091888498
1000134,ACC100475,2026-01-17 23:29:38.111541,495.54460576859043,CREDIT,CP606289,AXIS,mobile,card,False,,23.0,5.0,True,True,DEV4580,192.168.27.13,US,44504.05820705112
1000135,ACC100124,2026-02-04 23:29:38.111541,465.5160113712923,CREDIT,CP260974,AXIS,online,p2p,False,,23.0,2.0,False,True,DEV5853,192.168.150.69,US,26491.29396605141
1000136,ACC100683,2026-01-22 23:29:38.111541,455.55141124835325,DEBIT,CP832558,SBI,branch,ach,False,,23.0,3.0,False,True,DEV3486,192.168.67.227,US,2680.5971638622723
1000137,ACC100324,2026-01-09 23:29:38.111541,526.5257935330054,DEBIT,CP375419,HDFC,branch,p2p,False,,23.0,4.0,False,True,DEV6738,192.168.147.137,US,1952.866662557784
1000138,ACC100516,2025-12-02 23:29:38.111541,921.9511093276036,CREDIT,CP741760,SBI,online,p2p,False,,23.0,1.0,False,True,DEV8774,192.168.22.194,US,28278.753571089837
1000139,ACC100162,2025-11-10 23:29:38.111541,412.7544209244803,CREDIT,CP543148,AXIS,online,ach,False,,23.0,0.0,False,True,DEV8014,192.168.90.174,US,24725.040417807242
1000140,ACC100265,2026-01-12 23:29:38.111541,528.9131210178084,CREDIT,CP278901,SBI,branch,card,False,,23.0,0.0,False,True,DEV6108,192.168.21.158,US,16182.508720910715
1000141,ACC100496,2025-12-07 23:29:38.111541,758.4441993563363,CREDIT,CP811232,ICICI,online,ach,False,,23.0,6.0,True,True,DEV6555,192.168.19.205,US,7228.028074766279
1000142,ACC100450,2026-02-04 19:29:38.111541,2105.254261890079,DEBIT,CP975729,PAYTM,online,card,True,velocity,19.0,2.0,False,False,DEV5876,192.168.167.229,DE,33057.26892199385
