ALERT_ID,TRANSACTION_ID,ACCOUNT_ID,RULE_TRIGGERED,RISK_SCORE,ALERT_DATE
ALT0000035,TXN00499319,ACCT100087838,ML_PATTERN_DETECTED,63,2023-08-10 12:04:12.707721
ALT0000036,TXN00479996,ACCT100004811,ML_PATTERN_DETECTED,81,2024-09-08 05:06:24.180353
ALT0000037,TXN00495711,ACCT100082324,ML_PATTERN_DETECTED,68,2024-08-16 10:03:15.706400
ALT0000038,TXN00494356,ACCT100021790,ML_PATTERN_DETECTED,54,2024-07-12 20:29:04.442620
ALT0000039,TXN00492658,ACCT100074699,ML_PATTERN_DETECTED,52,2023-08-25 09:35:05.622775
ALT0000040,TXN00488657,ACCT100050130,ML_PATTERN_DETECTED,53,2023-05-17 12:14:12.533293
ALT0000041,TXN00486781,ACCT100001015,ML_PATTERN_DETECTED,73,2024-11-17 16:42:06.165401
ALT0000042,TXN00481640,ACCT100043787,ML_PATTERN_DETECTED,50,2023-05-05 21:53:20.001901
ALT0000043,TXN00476095,ACCT100060372,ML_PATTERN_DETECTED,60,2023-04-11 16:18:22.663491
ALT0000044,TXN00487863,ACCT100072240,ML_PATTERN_DETECTED,71,2024-03-14 22:04:49.144500
ALT0000045,TXN00478001,ACCT100056540,ML_PATTERN_DETECTED,54,2023-04-25 06:04:17.710361
ALT0000046,TXN00499086,ACCT100059892,ML_PATTERN_DETECTED,65,2023-01-22 08:55:17.178704
ALT0000047,TXN00494498,ACCT100033927,ML_PATTERN_DETECTED,86,2024-09-16 20:12:57.939012
ALT0000048,TXN00486968,ACCT100011726,ML_PATTERN_DETECTED,95,2023-11-09 09:33:25.135531
ALT0000049,TXN00489303,ACCT100046469,ML_PATTERN_DETECTED,66,2023-07-15 01:24:56.308116
ALT0000050,TXN00482246,ACCT100060064,ML_PATTERN_DETECTED,67,2024-06-11 14:34:36.153001
ALT0000051,TXN00487498,ACCT100038683,ML_PATTERN_DETECTED,96,2023-05-16 05:50:13.628668
ALT0000052,TXN00477256,ACCT100095510,ML_PATTERN_DETECTED,78,2023-02-26 16:32:35.333205
ALT0000053,TXN00492371,ACCT100046012,ML_PATTERN_DETECTED,96,2023-09-22 18:00:46.199596
ALT0000054,TXN00493519,ACCT100032750,ML_PATTERN_DETECTED,79,2023-02-07 02:39:22.918208
ALT0000055,TXN00490480,ACCT100010473,ML_PATTERN_DETECTED,83,2024-06-03 05:25:57.142427
ALT0000056,TXN00488886,ACCT100001915,ML_PATTERN_DETECTED,77,2024-10-03 08:41:46.304687
ALT0000057,TXN00498468,ACCT100040977,ML_PATTERN_DETECTED,78,2024-03-23 15:57:55.492041
ALT0000058,TXN00484098,ACCT100059628,ML_PATTERN_DETECTED,97,2024-08-06 07:20:53.266695
ALT0000059,TXN00492529,ACCT100062751,ML_PATTERN_DETECTED,64,2024-04-12 01:38:51.351979
ALT0000060,TXN00493909,ACCT100065120,ML_PATTERN_DETECTED,89,2024-02-22 16:35:24.422904
ALT0000061,TXN00480711,ACCT100090704,ML_PATTERN_DETECTED,70,2023-02-03 09:31:29.584026
ALT0000062,TXN00491618,ACCT100097311,ML_PATTERN_DETECTED,59,2024-10-01 13:02:29.147084
ALT0000063,TXN00493052,ACCT100035074,ML_PATTERN_DETECTED,56,2023-03-11 23:18:33.314705
ALT0000064,TXN00490504,ACCT100099928,ML_PATTERN_DETECTED,58,2024-04-18 05:30:54.084925
ALT0000065,TXN00480252,ACCT100099287,ML_PATTERN_DETECTED,66,2024-03-10 01:11:10.257277
ALT0000066,TXN00489561,ACCT100028607,ML_PATTERN_DETECTED,95,2023-02-19 20:15:26.446051
ALT0000067,TXN00485174,ACCT100062219,ML_PATTERN_DETECTED,78,2023-05-26 21:29:34.087374
ALT0000068,TXN00483426,ACCT100026438,ML_PATTERN_DETECTED,73,2023-12-08 08:34:00.702218
ALT0000069,TXN00482415,ACCT100054838,ML_PATTERN_DETECTED,54,2023-07-01 14:49:49.836299
ALT0000070,TXN00485846,ACCT100038696,ML_PATTERN_DETECTED,89,2023-09-24 03:18:30.689093
ALT0000071,TXN00490364,ACCT100009948,ML_PATTERN_DETECTED,92,2024-07-10 21:40:39.577602
ALT0000072,TXN00489799,ACCT100076827,ML_PATTERN_DETECTED,82,2024-10-19 10:55:01.825856
ALT0000073,TXN00493783,ACCT100099921,ML_PATTERN_DETECTED,76,2023-01-11 17:17:53.413834
ALT0000074,TXN00491031,ACCT100019599,ML_PATTERN_DETECTED,84,2024-08-25 08:09:54.101978
ALT0000075,TXN00496445,ACCT100001857,ML_PATTERN_DETECTED,95,2024-06-13 20:19:04.346214
ALT0000076,TXN00480831,ACCT100091135,ML_PATTERN_DETECTED,61,2024-08-24 05:48:19.994170
ALT0000077,TXN00485659,ACCT100015752,ML_PATTERN_DETECTED,62,2024-08-11 12:15:14.601425
ALT0000078,TXN00493663,ACCT100044919,ML_PATTERN_DETECTED,57,2024-04-21 15:13:47.840932
ALT0000079,TXN00480763,ACCT100031928,ML_PATTERN_DETECTED,61,2023-10-24 12:01:50.492255
ALT0000080,TXN00479722,ACCT100057359,ML_PATTERN_DETECTED,82,2024-12-01 15:48:02.450954
ALT0000081,TXN00490256,ACCT100056552,ML_PATTERN_DETECTED,50,2024-07-28 11:28:15.839133
ALT0000082,TXN00476194,ACCT100085526,ML_PATTERN_DETECTED,87,2024-05-10 07:43:03.531101
ALT0000083,TXN00489988,ACCT100054815,ML_PATTERN_DETECTED,90,2024-08-09 18:26:08.557400
ALT0000084,TXN00490974,ACCT100013279,ML_PATTERN_DETECTED,51,2023-09-28 21:19:39.861214
ALT0000085,TXN00496251,ACCT100094889,ML_PATTERN_DETECTED,76,2023-06-30 04:05:26.101580
ALT0000086,TXN00478389,ACCT100075839,ML_PATTERN_DETECTED,91,2023-05-24 05:37:59.226345
ALT0000087,TXN00498189,ACCT100009500,ML_PATTERN_DETECTED,51,2024-06-25 18:16:07.539881
ALT0000088,TXN00492459,ACCT100050558,ML_PATTERN_DETECTED,64,2023-05-19 01:28:14.748137
ALT0000089,TXN00479637,ACCT100052642,ML_PATTERN_DETECTED,86,2024-04-16 16:23:38.226142
ALT0000090,TXN00491223,ACCT100077782,ML_PATTERN_DETECTED,78,2023-06-24 07:49:17.053177
ALT0000091,TXN00488108,ACCT100054795,ML_PATTERN_DETECTED,89,2024-01-08 04:11:47.418533
ALT0000092,TXN00490855,ACCT100049091,ML_PATTERN_DETECTED,51,2024-03-07 23:43:01.906414
ALT0000093,TXN00489021,ACCT100054988,ML_PATTERN_DETECTED,57,2024-12-06 03:17:19.580068
ALT0000094,TXN00475484,ACCT100041908,ML_PATTERN_DETECTED,54,2023-04-03 16:13:32.858344
ALT0000095,TXN00480462,ACCT100076660,ML_PATTERN_DETECTED,65,2024-03-19 17:48:59.970329
ALT0000096,TXN00489221,ACCT100011168,ML_PATTERN_DETECTED,51,2023-08-10 03:56:34.986715
ALT0000097,TXN00475666,ACCT100021987,ML_PATTERN_DETECTED,82,2024-06-07 00:12:29.790040
ALT0000098,TXN00480545,ACCT100003548,ML_PATTERN_DETECTED,77,2023-06-14 04:56:17.962456
ALT0000099,TXN00496185,ACCT100006924,ML_PATTERN_DETECTED,97,2023-09-11 18:11:39.955780
ALT0000100,TXN00482561,ACCT100085946,ML_PATTERN_DETECTED,57,2024-03-04 00:36:40.793648
ALT0000101,TXN00493624,ACCT100053072,ML_PATTERN_DETECTED,70,2024-02-06 13:57:29.009606
ALT0000102,TXN00489548,ACCT100024289,ML_PATTERN_DETECTED,90,2024-11-28 03:34:06.292118
ALT0000103,TXN00495692,ACCT100085009,ML_PATTERN_DETECTED,85,2024-12-30 07:07:02.823648
ALT0000104,TXN00495329,ACCT100087227,ML_PATTERN_DETECTED,57,2024-10-01 18:03:58.896770
ALT0000105,TXN00489452,ACCT100034358,ML_PATTERN_DETECTED,84,2024-12-30 08:24:37.912212
ALT0000106,TXN00484967,ACCT100004430,ML_PATTERN_DETECTED,83,2023-04-16 16:14:21.391166
ALT0000107,TXN00497472,ACCT100002534,ML_PATTERN_DETECTED,77,2023-02-04 00:53:46.225161
ALT0000108,TXN00487325,ACCT100008852,ML_PATTERN_DETECTED,60,2024-03-09 03:02:51.169643
ALT0000109,TXN00495145,ACCT100095674,ML_PATTERN_DETECTED,60,2023-07-11 14:52:44.562858
ALT0000110,TXN00498135,ACCT100098844,ML_PATTERN_DETECTED,93,2024-04-21 01:31:54.209297
ALT0000111,TXN00496320,ACCT100090186,ML_PATTERN_DETECTED,88,2024-03-09 19:22:34.618392
ALT0000112,TXN00492811,ACCT100019053,ML_PATTERN_DETECTED,76,2023-04-03 11:01:23.013107
ALT0000113,TXN00479045,ACCT100016767,ML_PATTERN_DETECTED,87,2023-04-14 20:17:03.478444
ALT0000114,TXN00495699,ACCT100021989,ML_PATTERN_DETECTED,97,2024-10-15 03:18:31.091918
ALT0000115,TXN00498492,ACCT100034210,ML_PATTERN_DETECTED,56,2023-12-12 19:36:07.626387
ALT0000116,TXN00481414,ACCT100095992,ML_PATTERN_DETECTED,55,2024-09-25 12:02:03.216838
ALT0000117,TXN00495999,ACCT100013895,ML_PATTERN_DETECTED,67,2023-12-19 19:28:54.790236
ALT0000118,TXN00487387,ACCT100028207,ML_PATTERN_DETECTED,65,2023-03-15 07:25:11.114413
ALT0000119,TXN00491733,ACCT100005203,ML_PATTERN_DETECTED,89,2024-06-16 02:04:41.859612
ALT0000120,TXN00486146,ACCT100049527,ML_PATTERN_DETECTED,94,2023-04-13 06:55:32.861984
ALT0000121,TXN00482866,ACCT100056693,ML_PATTERN_DETECTED,54,2024-09-21 08:42:30.824126
ALT0000122,TXN00497032,ACCT100034161,ML_PATTERN_DETECTED,61,2023-01-02 15:15:13.121484
ALT0000123,TXN00482933,ACCT100099797,ML_PATTERN_DETECTED,71,2023-08-11 17:02:28.444671
ALT0000124,TXN00491481,ACCT100090043,ML_PATTERN_DETECTED,63,2023-08-08 15:21:27.726341
ALT0000125,TXN00487733,ACCT100039709,ML_PATTERN_DETECTED,53,2024-11-01 02:49:51.265373
ALT0000126,TXN00499784,ACCT100079378,ML_PATTERN_DETECTED,94,2024-03-27 13:50:28.003862
ALT0000127,TXN00475271,ACCT100021374,ML_PATTERN_DETECTED,59,2024-03-29 20:28:25.754071
ALT0000128,TXN00484677,ACCT100004195,ML_PATTERN_DETECTED,97,2023-05-31 01:42:20.530792
ALT0000129,TXN00483634,ACCT100021596,ML_PATTERN_DETECTED,62,2024-07-21 02:24:19.280271
ALT0000130,TXN00491106,ACCT100068892,ML_PATTERN_DETECTED,52,2023-06-09 10:23:23.406453
ALT0000131,TXN00481576,ACCT100017171,ML_PATTERN_DETECTED,59,2023-09-08 05:57:03.135584
ALT0000132,TXN00479364,ACCT100098215,ML_PATTERN_DETECTED,69,2023-03-12 12:25:37.377183
ALT0000133,TXN00492350,ACCT100047762,ML_PATTERN_DETECTED,85,2024-07-07 09:45:35.937000
ALT0000134,TXN00499540,ACCT100063971,ML_PATTERN_DETECTED,97,2023-08-04 05:44:34.410478
ALT0000135,TXN00486157,ACCT100024122,ML_PATTERN_DETECTED,73,2023-12-19 22:14:45.925696
ALT0000136,TXN00484971,ACCT100075826,ML_PATTERN_DETECTED,68,2024-05-02 05:12:35.831985
ALT0000137,TXN00477397,ACCT100067773,ML_PATTERN_DETECTED,57,2024-04-11 13:32:05.108215
ALT0000138,TXN00487259,ACCT100050094,ML_PATTERN_DETECTED,63,2023-12-28 06:23:54.286271
ALT0000139,TXN00477032,ACCT100040590,ML_PATTERN_DETECTED,60,2023-01-01 08:33:42.528787
ALT0000140,TXN00479149,ACCT100076761,ML_PATTERN_DETECTED,69,2023-01-02 02:25:46.157912
ALT0000141,TXN00486712,ACCT100095920,ML_PATTERN_DETECTED,72,2024-02-17 14:29:41.429955
ALT0000142,TXN00482997,ACCT100091675,ML_PATTERN_DETECTED,94,2024-12-19 07:59:32.780713
ALT0000143,TXN00487991,ACCT100012921,ML_PATTERN_DETECTED,57,2023-08-02 17:19:59.616696
ALT0000144,TXN00494888,ACCT100093632,ML_PATTERN_DETECTED,80,2024-02-19 16:58:12.227276
ALT0000145,TXN00489540,ACCT100040233,ML_PATTERN_DETECTED,61,2023-01-04 21:32:22.909802
ALT0000146,TXN00481813,ACCT100094567,ML_PATTERN_DETECTED,68,2023-05-27 19:25:11.397547
ALT0000147,TXN00494028,ACCT100017436,ML_PATTERN_DETECTED,85,2024-05-31 21:08:19.156983
ALT0000148,TXN00483711,ACCT100067081,ML_PATTERN_DETECTED,68,2024-01-05 09:18:27.012469
ALT0000149,TXN00484314,ACCT100009594,ML_PATTERN_DETECTED,57,2023-04-08 18:02:10.670938
ALT0000150,TXN00482487,ACCT100044887,ML_PATTERN_DETECTED,78,2024-10-19 03:30:37.546673
ALT0000151,TXN00478992,ACCT100071006,ML_PATTERN_DETECTED,52,2023-02-14 09:40:44.705892
ALT0000152,TXN00484331,ACCT100071915,ML_PATTERN_DETECTED,54,2024-09-26 00:46:57.240312
ALT0000153,TXN00494336,ACCT100082140,ML_PATTERN_DETECTED,75,2024-11-26 03:44:11.959226
ALT0000154,TXN00484513,ACCT100010815,ML_PATTERN_DETECTED,68,2023-02-19 22:47:49.001450
ALT0000155,TXN00495232,ACCT100095662,ML_PATTERN_DETECTED,87,2024-10-01 08:57:37.772442
ALT0000156,TXN00489059,ACCT100016014,ML_PATTERN_DETECTED,75,2023-07-24 23:58:28.320280
ALT0000157,TXN00480619,ACCT100071928,ML_PATTERN_DETECTED,65,2024-11-11 09:18:04.444913
ALT0000158,TXN00496550,ACCT100013107,ML_PATTERN_DETECTED,78,2024-09-23 04:24:21.348885
ALT0000159,TXN00495702,ACCT100061854,ML_PATTERN_DETECTED,54,2023-10-06 23:52:01.126627
ALT0000160,TXN00479320,ACCT100078881,ML_PATTERN_DETECTED,77,2024-07-30 13:47:56.538832
ALT0000161,TXN00475588,ACCT100014815,ML_PATTERN_DETECTED,89,2024-06-27 13:54:34.066337
ALT0000162,TXN00493806,ACCT100079209,ML_PATTERN_DETECTED,53,2023-11-11 00:10:21.928065
ALT0000163,TXN00496870,ACCT100032142,ML_PATTERN_DETECTED,68,2024-07-15 15:52:06.764868
ALT0000164,TXN00490610,ACCT100005488,ML_PATTERN_DETECTED,71,2024-02-28 17:23:38.243980
ALT0000165,TXN00490461,ACCT100077796,ML_PATTERN_DETECTED,95,2024-12-12 11:45:54.526502
ALT0000166,TXN00484057,ACCT100040562,ML_PATTERN_DETECTED,68,2023-05-04 06:01:21.764693
ALT0000167,TXN00484120,ACCT100009908,ML_PATTERN_DETECTED,77,2023-07-08 22:44:37.520130
ALT0000168,TXN00477383,ACCT100035714,ML_PATTERN_DETECTED,63,2023-05-07 14:41:25.096868
ALT0000169,TXN00487034,ACCT100015247,ML_PATTERN_DETECTED,57,2024-11-03 09:57:51.610532
ALT0000170,TXN00493541,ACCT100042252,ML_PATTERN_DETECTED,95,2024-05-06 13:51:18.213407
ALT0000171,TXN00495473,ACCT100044442,ML_PATTERN_DETECTED,77,2023-03-24 16:48:55.460033
ALT0000172,TXN00496335,ACCT100013561,ML_PATTERN_DETECTED,64,2024-12-11 18:48:07.396996
ALT0000173,TXN00483816,ACCT100047794,ML_PATTERN_DETECTED,82,2024-11-05 02:23:30.559139
ALT0000174,TXN00477218,ACCT100019767,ML_PATTERN_DETECTED,83,2023-06-20 17:43:29.944828
ALT0000175,TXN00475814,ACCT100022140,ML_PATTERN_DETECTED,91,2024-08-18 08:30:02.244630
ALT0000176,TXN00484805,ACCT100031860,ML_PATTERN_DETECTED,82,2024-08-28 10:57:41.405160
ALT0000177,TXN00489532,ACCT100014064,ML_PATTERN_DETECTED,74,2024-03-20 17:48:34.298453
ALT0000178,TXN00479452,ACCT100052275,ML_PATTERN_DETECTED,70,2024-06-11 16:30:07.555598
ALT0000179,TXN00478025,ACCT100026474,ML_PATTERN_DETECTED,89,2024-06-05 18:01:24.639429
ALT0000180,TXN00479467,ACCT100039170,ML_PATTERN_DETECTED,79,2023-06-03 09:15:34.260525
ALT0000181,TXN00498906,ACCT100075770,ML_PATTERN_DETECTED,88,2024-04-08 17:06:22.732627
ALT0000182,TXN00492751,ACCT100019885,ML_PATTERN_DETECTED,93,2023-01-20 22:59:31.567747
ALT0000183,TXN00486024,ACCT100089821,ML_PATTERN_DETECTED,96,2023-04-13 23:37:11.051093
ALT0000184,TXN00495280,ACCT100049544,ML_PATTERN_DETECTED,81,2023-12-23 10:31:32.114926
ALT0000185,TXN00495471,ACCT100039639,ML_PATTERN_DETECTED,68,2023-07-18 05:06:34.136843
ALT0000186,TXN00477290,ACCT100046002,ML_PATTERN_DETECTED,68,2023-10-06 20:09:07.169488
ALT0000187,TXN00488078,ACCT100003539,ML_PATTERN_DETECTED,83,2024-03-29 05:48:05.915609
ALT0000188,TXN00486211,ACCT100039544,ML_PATTERN_DETECTED,75,2023-06-20 10:27:12.877510
ALT0000189,TXN00487186,ACCT100054625,ML_PATTERN_DETECTED,86,2024-02-12 22:43:17.999290
ALT0000190,TXN00494819,ACCT100051900,ML_PATTERN_DETECTED,54,2024-01-30 19:19:06.159958
ALT0000191,TXN00486034,ACCT100033495,ML_PATTERN_DETECTED,61,2024-04-25 22:50:21.551505
ALT0000192,TXN00479091,ACCT100036133,ML_PATTERN_DETECTED,75,2023-02-13 03:34:19.835226
ALT0000193,TXN00483352,ACCT100089864,ML_PATTERN_DETECTED,76,2023-10-13 13:22:17.349931
ALT0000194,TXN00479792,ACCT100082223,ML_PATTERN_DETECTED,97,2023-11-28 17:41:03.945126
ALT0000195,TXN00498297,ACCT100013136,ML_PATTERN_DETECTED,64,2023-11-16 20:07:11.694088
ALT0000196,TXN00477610,ACCT100019644,ML_PATTERN_DETECTED,50,2023-10-20 00:51:52.385061
ALT0000197,TXN00479142,ACCT100020623,ML_PATTERN_DETECTED,84,2024-11-25 05:44:57.706347
ALT0000198,TXN00490057,ACCT100013367,ML_PATTERN_DETECTED,56,2023-04-15 09:21:52.506203
ALT0000199,TXN00492174,ACCT100062194,ML_PATTERN_DETECTED,93,2024-11-18 02:52:24.144034
ALT0000200,TXN00484407,ACCT100011967,ML_PATTERN_DETECTED,94,2023-01-01 06:57:01.393919
ALT0000201,TXN00496842,ACCT100095099,ML_PATTERN_DETECTED,71,2023-03-28 00:19:40.174098
ALT0000202,TXN00484935,ACCT100054609,ML_PATTERN_DETECTED,53,2023-06-23 21:46:53.753101
ALT0000203,TXN00480147,ACCT100082683,ML_PATTERN_DETECTED,74,2023-11-19 00:10:36.890201
ALT0000204,TXN00498951,ACCT100004760,ML_PATTERN_DETECTED,62,2023-04-26 05:34:51.784145
ALT0000205,TXN00480287,ACCT100015521,ML_PATTERN_DETECTED,89,2023-11-06 08:53:56.290927
ALT0000206,TXN00479587,ACCT100016218,ML_PATTERN_DETECTED,88,2024-10-16 08:12:35.107329
ALT0000207,TXN00485299,ACCT100010378,ML_PATTERN_DETECTED,54,2023-10-02 01:36:05.588588
ALT0000208,TXN00497454,ACCT100043377,ML_PATTERN_DETECTED,73,2023-01-22 08:37:16.633753
ALT0000209,TXN00494175,ACCT100058874,ML_PATTERN_DETECTED,77,2023-04-19 07:28:49.277161
ALT0000210,TXN00488038,ACCT100086314,ML_PATTERN_DETECTED,50,2023-08-19 15:27:37.189775
ALT0000211,TXN00487753,ACCT100065487,ML_PATTERN_DETECTED,61,2024-05-23 10:19:06.354609
ALT0000212,TXN00479206,ACCT100077570,ML_PATTERN_DETECTED,59,2023-05-02 23:02:39.498429
ALT0000213,TXN00479049,ACCT100056731,ML_PATTERN_DETECTED,52,2023-11-16 13:39:27.022336
ALT0000214,TXN00483747,ACCT100045744,ML_PATTERN_DETECTED,98,2023-04-24 09:01:48.794871
ALT0000215,TXN00476000,ACCT100055146,ML_PATTERN_DETECTED,94,2024-02-29 09:19:59.401957
ALT0000216,TXN00478724,ACCT100026729,ML_PATTERN_DETECTED,61,2023-07-06 23:11:54.942660
ALT0000217,TXN00491188,ACCT100074370,ML_PATTERN_DETECTED,95,2024-11-11 23:46:12.416726
ALT0000218,TXN00491255,ACCT100046123,ML_PATTERN_DETECTED,85,2024-01-04 19:32:10.763822
ALT0000219,TXN00495698,ACCT100060235,ML_PATTERN_DETECTED,52,2023-12-26 05:56:24.886821
ALT0000220,TXN00488000,ACCT100084328,ML_PATTERN_DETECTED,77,2023-04-20 07:38:07.169297
ALT0000221,TXN00486791,ACCT100079424,ML_PATTERN_DETECTED,68,2024-04-12 12:45:34.456252
ALT0000222,TXN00478795,ACCT100097849,ML_PATTERN_DETECTED,89,2024-10-09 02:39:05.703065
ALT0000223,TXN00483873,ACCT100059864,ML_PATTERN_DETECTED,56,2023-10-23 20:44:07.427970
ALT0000224,TXN00481864,ACCT100088438,ML_PATTERN_DETECTED,66,2023-07-29 14:59:17.369055
ALT0000225,TXN00496834,ACCT100083285,ML_PATTERN_DETECTED,94,2023-08-27 06:29:54.949781
ALT0000226,TXN00492104,ACCT100033834,ML_PATTERN_DETECTED,80,2023-06-18 18:50:40.459696
ALT0000227,TXN00488853,ACCT100056005,ML_PATTERN_DETECTED,83,2023-06-06 23:39:48.627119
ALT0000228,TXN00496374,ACCT100037053,ML_PATTERN_DETECTED,85,2024-05-11 19:55:30.909110
ALT0000229,TXN00477310,ACCT100027084,ML_PATTERN_DETECTED,57,2024-07-28 00:20:40.093932
ALT0000230,TXN00497513,ACCT100067286,ML_PATTERN_DETECTED,88,2024-02-20 17:09:10.050265
ALT0000231,TXN00490666,ACCT100003186,ML_PATTERN_DETECTED,70,2024-02-29 08:25:14.226390
ALT0000232,TXN00478693,ACCT100010995,ML_PATTERN_DETECTED,83,2024-08-09 06:39:15.056770
ALT0000233,TXN00493946,ACCT100077427,ML_PATTERN_DETECTED,75,2023-08-06 00:20:04.359551
ALT0000234,TXN00496174,ACCT100048832,ML_PATTERN_DETECTED,52,2024-01-24 18:11:10.657070
ALT0000235,TXN00480063,ACCT100085507,ML_PATTERN_DETECTED,94,2024-02-09 02:07:32.775743
ALT0000236,TXN00483821,ACCT100092158,ML_PATTERN_DETECTED,84,2023-02-09 00:04:16.575866
ALT0000237,TXN00476295,ACCT100077195,ML_PATTERN_DETECTED,78,2024-09-29 09:42:34.339090
ALT0000238,TXN00499694,ACCT100002180,ML_PATTERN_DETECTED,59,2024-04-13 23:06:41.731136
ALT0000239,TXN00499624,ACCT100024225,ML_PATTERN_DETECTED,86,2023-06-17 12:50:37.467432
ALT0000240,TXN00484619,ACCT100034685,ML_PATTERN_DETECTED,83,2023-01-20 05:02:06.360430
ALT0000241,TXN00492100,ACCT100095628,ML_PATTERN_DETECTED,87,2024-06-07 22:40:54.115553
ALT0000242,TXN00494402,ACCT100069455,ML_PATTERN_DETECTED,59,2024-04-14 01:27:44.359185
ALT0000243,TXN00497604,ACCT100029439,ML_PATTERN_DETECTED,53,2023-04-08 14:08:59.279712
ALT0000244,TXN00485767,ACCT100075812,ML_PATTERN_DETECTED,57,2023-09-16 04:21:30.369123
ALT0000245,TXN00483258,ACCT100031296,ML_PATTERN_DETECTED,60,2023-06-10 13:12:44.676618
ALT0000246,TXN00490935,ACCT100085787,ML_PATTERN_DETECTED,67,2023-10-24 16:34:37.817172
ALT0000247,TXN00498290,ACCT100079739,ML_PATTERN_DETECTED,96,2024-12-18 17:56:11.367642
ALT0000248,TXN00496193,ACCT100001141,ML_PATTERN_DETECTED,84,2024-09-26 06:47:08.294857
ALT0000249,TXN00482289,ACCT100055854,ML_PATTERN_DETECTED,61,2024-05-25 15:23:56.206918
ALT0000250,TXN00481847,ACCT100044518,ML_PATTERN_DETECTED,95,2024-01-14 09:13:50.502079
ALT0000251,TXN00483831,ACCT100034762,ML_PATTERN_DETECTED,83,2024-01-28 08:46:36.844053
ALT0000252,TXN00480497,ACCT100081281,ML_PATTERN_DETECTED,86,2024-12-11 16:38:18.660464
