ALERT_ID,TRANSACTION_ID,ACCOUNT_ID,RULE_TRIGGERED,RISK_SCORE,ALERT_DATE,CASE_ID,PRIORITY,CASE_STATUS,RESOLUTION_DAYS,INVESTIGATOR_ID,IS_TRUE_POS,CUSTOMER_ID,ACCOUNT_TYPE,ACCOUNT_STATUS,CURRENT_BALANCE,CURRENCY,NUM_SIGNATORIES,NATIONALITY,OCCUPATION,INCOME_BRACKET,CUSTOMER_RISK_RATING,PEP_FLAG,SANCTION_HIT,ADVERSE_MEDIA_FLAG,KYC_COMPLETENESS_PCT,DAYS_SINCE_KYC,ONBOARDING_CHANNEL,total_txn_volume,txn_count,avg_txn_amount,max_txn_amount,std_txn_amount,unique_channels,unique_beneficiary_countries,cash_txn_count,swift_txn_count,pct_high_risk_dest,velocity_ratio
ALT00000047,TXN000111647,ACCT100010178,R002_STRUCTURING_SIGNAL,64,2024-06-28 14:12:28.421429,CASE0002232,MEDIUM,CLOSED_SAR_FILED,3.0,INV_03,1,CUST0001933,SAVINGS,ACTIVE,119453.87,USD,1,AE,SALARIED,0-50k,4,0,0,0,86.0,69,MOBILE,100215.70999999999,13,7708.900769230769,23242.59,7224.449333587602,4,6,1,0,15.384615384615385,3.0146419124819626
ALT00000048,TXN000111648,ACCT100005719,R003_LAYERING_SIGNAL,83,2024-03-13 11:12:51.456529,CASE0000984,HIGH,CLOSED_SAR_FILED,20.0,INV_03,1,CUST0004068,SALARY,ACTIVE,27793.59,INR,1,AE,SHELL_CO,250k+,9,0,0,1,64.3,200,MOBILE,587440.63,11,53403.693636363634,445671.61,131520.83757470528,3,5,3,1,18.181818181818183,8.345176793534474
ALT00000049,TXN000111649,ACCT100007180,R004_MULE_SIGNAL,69,2024-01-30 12:59:58.877681,CASE0002903,MEDIUM,CLOSED_SAR_FILED,5.0,INV_03,1,CUST0006401,NRE,ACTIVE,25665.97,INR,3,IN,SALARIED,50k-100k,5,0,0,0,74.6,83,WEB,273582.33,11,24871.12090909091,137567.63,41347.59739299455,4,5,1,1,9.090909090909092,5.53099715552276
ALT00000051,TXN000111651,ACCT100001754,R004_MULE_SIGNAL,74,2023-11-08 08:11:54.162818,CASE0001093,MEDIUM,CLOSED_FALSE_POSITIVE,35.0,INV_04,0,CUST0007508,SAVINGS,DORMANT,22117.54,INR,1,SG,SALARIED,50k-100k,2,0,0,0,99.8,26,WEB,335700.24,15,22380.016,114389.37,34399.57260391447,4,7,2,2,6.666666666666667,5.11099987596631
ALT00000060,TXN000111660,ACCT100005443,R002_STRUCTURING_SIGNAL,82,2023-12-14 18:05:54.066379,CASE0001922,LOW,CLOSED_SAR_FILED,12.0,INV_02,1,CUST0005474,NRO,BLOCKED,100885.55,USD,2,VG,SALARIED,100k-250k,5,0,0,0,85.0,406,WEB,130599.49,9,14511.054444444446,52183.15,16485.355092390422,3,4,1,0,0.0,3.5958485547149346
ALT00000062,TXN000111662,ACCT100005729,R003_LAYERING_SIGNAL,84,2022-10-06 00:41:35.244568,CASE0002934,LOW,CLOSED_SAR_FILED,30.0,INV_01,1,CUST0005800,NRO,ACTIVE,122885.19,INR,1,US,RETIRED,50k-100k,1,0,0,0,100.0,49,WEB,816673.72,18,45370.76222222222,407905.47,99603.50661870136,4,7,2,2,11.11111111111111,8.990293742662164
ALT00000064,TXN000111664,ACCT100006549,R004_MULE_SIGNAL,65,2023-09-12 00:59:02.903384,CASE0000598,LOW,CLOSED_SAR_FILED,20.0,AUTO_SYS,1,CUST0006852,SAVINGS,ACTIVE,8440.43,INR,1,IN,BUSINESS_OWNER,100k-250k,8,1,0,0,62.2,23,THIRD_PARTY,225303.55,14,16093.110714285713,71927.82,20426.326327261126,4,6,4,0,21.428571428571427,4.469201267278116
ALT00000069,TXN000111669,ACCT100010883,R003_LAYERING_SIGNAL,80,2024-04-18 19:44:02.401264,CASE0002901,LOW,CLOSED_SAR_FILED,1.0,INV_02,1,CUST0007184,TRUST,ACTIVE,140765.84,SGD,1,IN,SELF_EMPLOYED,0-50k,6,0,0,0,68.2,12,BRANCH,439568.98,12,36630.74833333333,330419.93,93419.41698079792,4,5,0,3,16.666666666666664,9.020042586919935
ALT00000071,TXN000111671,ACCT100002086,R004_MULE_SIGNAL,76,2022-06-24 18:23:30.455292,CASE0003034,MEDIUM,CLOSED_SAR_FILED,19.0,INV_02,1,CUST0001110,SAVINGS,BLOCKED,134113.09,GBP,1,CN,BUSINESS_OWNER,0-50k,1,1,0,0,89.2,352,WEB,83566.97,7,11938.138571428572,34921.82,14387.197303966039,4,3,1,1,14.285714285714285,2.924986571775877
ALT00000074,TXN000111674,ACCT100010795,R003_LAYERING_SIGNAL,77,2022-03-19 05:58:10.613849,CASE0002686,LOW,CLOSED_SAR_FILED,28.0,AUTO_SYS,1,CUST0002829,CURRENT,DORMANT,34337.14,INR,2,MY,RETIRED,250k+,3,0,0,0,73.5,139,MOBILE,369513.27,11,33592.115454545456,281953.4,82781.46438300757,3,6,2,1,18.181818181818183,8.393189979104756
ALT00000077,TXN000111677,ACCT100003186,R005_RAPID_MVT,78,2023-10-17 09:54:54.347292,CASE0000651,MEDIUM,CLOSED_MONITORING,34.0,INV_02,0,CUST0004295,CURRENT,BLOCKED,187218.25,INR,1,IN,SALARIED,,2,0,0,0,96.4,1180,WEB,311180.77,12,25931.730833333335,112946.31,37831.69960617838,4,8,3,1,16.666666666666664,4.355357356149373
ALT00000080,TXN000111680,ACCT100010038,R004_MULE_SIGNAL,84,2024-01-13 11:18:08.194680,CASE0002879,MEDIUM,CLOSED_SAR_FILED,31.0,INV_01,1,CUST0004718,SAVINGS,ACTIVE,11015.17,INR,1,US,BUSINESS_OWNER,250k+,10,0,0,0,57.9,63,WEB,179254.03,16,11203.376875,45140.91,14160.211702635295,4,6,2,0,12.5,4.028863943404261
ALT00000081,TXN000111681,ACCT100007374,R005_RAPID_MVT,85,2022-08-25 02:57:50.456301,CASE0000191,LOW,CLOSED_SAR_FILED,38.0,INV_02,1,CUST0002702,TRUST,ACTIVE,60039.93,INR,1,CN,SELF_EMPLOYED,250k+,9,0,0,0,68.4,3,WEB,308717.16000000003,11,28065.196363636365,128791.59,38053.390653634866,4,6,0,0,9.090909090909092,4.588850884221251
ALT00000082,TXN000111682,ACCT100007940,R004_MULE_SIGNAL,72,2023-07-25 23:13:40.174211,CASE0002568,MEDIUM,CLOSED_FALSE_POSITIVE,44.0,AUTO_SYS,0,CUST0001274,SAVINGS,BLOCKED,848.91,AED,1,IN,SELF_EMPLOYED,250k+,1,0,0,0,76.9,93,WEB,125702.38,13,9669.413846153846,41684.72,12228.317588088681,4,6,0,2,23.076923076923077,4.310541478695765
ALT00000085,TXN000111685,ACCT100006813,R005_RAPID_MVT,74,2022-02-26 17:22:38.986318,CASE0002905,MEDIUM,CLOSED_SAR_FILED,12.0,AUTO_SYS,1,CUST0002736,NRO,CLOSED,85751.14,INR,2,MY,SALARIED,,6,0,0,0,75.5,298,THIRD_PARTY,233393.05,11,21217.55,169920.41,50124.664651717525,4,6,2,0,27.27272727272727,8.00810658598255
ALT00000088,TXN000111688,ACCT100007141,R003_LAYERING_SIGNAL,88,2023-03-19 10:04:35.588677,CASE0002728,HIGH,CLOSED_SAR_FILED,12.0,AUTO_SYS,1,CUST0003901,NRO,BLOCKED,255361.63,INR,1,IN,SALARIED,0-50k,3,0,0,0,89.5,36,THIRD_PARTY,452053.05,20,22602.6525,224985.74,49054.714341070634,4,6,2,1,10.0,9.953512601558531
ALT00000089,TXN000111689,ACCT100002092,R005_RAPID_MVT,76,2024-06-12 10:30:19.139305,CASE0000518,MEDIUM,CLOSED_SAR_FILED,44.0,INV_02,1,CUST0001686,SALARY,ACTIVE,3112.32,INR,1,VG,SELF_EMPLOYED,0-50k,7,0,0,0,62.0,141,MOBILE,151209.91,7,21601.415714285715,116142.25,42042.63868409144,2,4,0,0,28.57142857142857,5.376354734401066
ALT00000093,TXN000111693,ACCT100003674,R002_STRUCTURING_SIGNAL,81,2023-08-16 06:45:01.637335,CASE0000463,MEDIUM,CLOSED_SAR_FILED,32.0,AUTO_SYS,1,CUST0003328,SAVINGS,DORMANT,21678.98,SGD,1,US,SALARIED,250k+,3,0,0,0,81.9,141,THIRD_PARTY,223145.58000000002,7,31877.940000000002,140441.17,48234.08086050879,3,5,2,1,14.285714285714285,4.4054529416599175
ALT00000094,TXN000111694,ACCT100004052,R002_STRUCTURING_SIGNAL,76,2022-07-01 14:49:19.053028,CASE0001228,MEDIUM,CLOSED_SAR_FILED,35.0,AUTO_SYS,1,CUST0005348,CURRENT,ACTIVE,16463.2,INR,2,NG,SALARIED,100k-250k,2,0,0,0,73.3,971,THIRD_PARTY,35400.96000000001,8,4425.120000000001,14806.53,5020.220214042977,4,4,2,1,0.0,3.345261764254019
ALT00000096,TXN000111696,ACCT100009927,R004_MULE_SIGNAL,77,2023-07-08 04:51:33.143153,CASE0001322,MEDIUM,CLOSED_SAR_FILED,34.0,INV_02,1,CUST0006369,SALARY,ACTIVE,3772.18,GBP,1,MY,SHELL_CO,0-50k,3,0,0,0,73.9,8,MOBILE,77378.95999999999,10,7737.895999999999,38656.65,11241.803449497675,3,6,1,0,30.0,4.99511170585572
ALT00000097,TXN000111697,ACCT100009482,R003_LAYERING_SIGNAL,99,2022-01-24 09:25:59.142276,CASE0000068,LOW,CLOSED_SAR_FILED,7.0,AUTO_SYS,1,CUST0004630,SALARY,ACTIVE,3224.23,INR,1,VG,BUSINESS_OWNER,50k-100k,3,1,0,0,100.0,28,THIRD_PARTY,444077.87,11,40370.715454545454,190380.76,64093.083279595834,4,5,0,2,9.090909090909092,4.715696567671241
ALT00000100,TXN000111700,ACCT100008729,R002_STRUCTURING_SIGNAL,81,2023-01-26 06:03:24.772912,CASE0002290,HIGH,CLOSED_SAR_FILED,44.0,AUTO_SYS,1,CUST0006962,SAVINGS,ACTIVE,228635.09,INR,1,VG,BUSINESS_OWNER,100k-250k,2,0,0,0,91.1,5,BRANCH,610541.43,14,43610.10214285715,511109.76,135001.9875732306,4,7,4,0,7.142857142857142,11.719716652098237
ALT00000102,TXN000111702,ACCT100002886,R005_RAPID_MVT,76,2023-10-31 11:42:01.897016,CASE0000574,LOW,CLOSED_SAR_FILED,24.0,INV_04,1,CUST0007038,TRUST,DORMANT,28461.52,INR,2,AE,SELF_EMPLOYED,250k+,3,0,0,0,86.4,11,BRANCH,342128.16,13,26317.550769230766,193785.27,52413.26394228921,4,6,4,1,15.384615384615385,7.363067658974443
ALT00000103,TXN000111703,ACCT100004398,R005_RAPID_MVT,76,2022-10-21 14:52:02.648277,CASE0002769,HIGH,CLOSED_SAR_FILED,20.0,INV_03,1,CUST0007249,NRE,ACTIVE,154795.76,INR,1,KY,RETIRED,50k-100k,1,1,0,0,100.0,135,THIRD_PARTY,134530.7,10,13453.070000000002,64189.13,19232.779517298066,4,5,1,0,20.0,4.770982312415499
ALT00000104,TXN000111704,ACCT100003996,R004_MULE_SIGNAL,78,2023-11-15 16:24:48.333116,CASE0000877,MEDIUM,CLOSED_SAR_FILED,38.0,INV_02,1,CUST0005057,NRE,ACTIVE,4002967.1,USD,1,VG,SALARIED,100k-250k,3,0,0,0,91.3,12,WEB,183344.78999999998,14,13096.056428571426,37796.01,12112.073556061328,4,6,3,0,21.428571428571427,2.885840051627741
ALT00000105,TXN000111705,ACCT100005326,R005_RAPID_MVT,85,2022-06-15 15:44:47.892825,CASE0003003,MEDIUM,CLOSED_SAR_FILED,1.0,INV_03,1,CUST0002501,CURRENT,DORMANT,22563.25,INR,1,SG,SALARIED,100k-250k,6,0,0,1,74.5,73,WEB,540828.5800000001,13,41602.198461538464,265266.94,80406.32925523171,4,10,2,1,30.76923076923077,6.376118899734003
ALT00000107,TXN000111707,ACCT100008005,R003_LAYERING_SIGNAL,81,2023-05-21 18:22:21.684093,CASE0000334,LOW,CLOSED_SAR_FILED,24.0,AUTO_SYS,1,CUST0005264,SAVINGS,ACTIVE,32631.41,INR,2,MY,BUSINESS_OWNER,0-50k,1,0,0,0,83.6,28,BRANCH,646820.5,11,58801.86363636364,368841.89,114238.5491758552,4,7,3,3,18.181818181818183,6.272515778838847
ALT00000109,TXN000111709,ACCT100006047,R004_MULE_SIGNAL,73,2023-03-08 03:22:02.374458,CASE0000382,HIGH,CLOSED_SAR_FILED,27.0,AUTO_SYS,1,CUST0003033,SHELL,ACTIVE,5387917.83,INR,1,KY,,100k-250k,5,0,0,0,78.2,133,MOBILE,81624.51000000001,9,9069.390000000001,28891.49,9568.645657214243,3,7,0,0,22.22222222222222,3.1852533353031123
ALT00000112,TXN000111712,ACCT100004531,R003_LAYERING_SIGNAL,93,2023-10-23 02:19:35.270035,CASE0002267,MEDIUM,CLOSED_SAR_FILED,9.0,INV_01,1,CUST0005585,SALARY,ACTIVE,3348.75,INR,1,IN,SALARIED,50k-100k,3,0,0,0,92.7,90,THIRD_PARTY,653852.3099999999,13,50296.331538461534,489473.16,132699.54816720565,4,10,0,1,30.76923076923077,9.731593009575628
ALT00000119,TXN000111719,ACCT100009934,R003_LAYERING_SIGNAL,96,2023-06-28 01:43:02.452961,CASE0002698,LOW,CLOSED_SAR_FILED,34.0,INV_03,1,CUST0005280,SAVINGS,ACTIVE,183904.46,AED,1,IN,RETIRED,250k+,2,0,0,0,91.1,298,WEB,447416.0,11,40674.181818181816,328288.26,96177.38483648087,4,6,1,2,9.090909090909092,8.070972158586764
ALT00000120,TXN000111720,ACCT100004872,R005_RAPID_MVT,83,2024-02-23 14:41:02.333845,CASE0000201,LOW,CLOSED_SAR_FILED,32.0,INV_02,1,CUST0003000,NRO,ACTIVE,73963.56,AED,1,CN,SELF_EMPLOYED,250k+,7,0,0,1,64.8,31,WEB,250346.98,11,22758.816363636364,198205.63,58692.97948865678,4,8,2,1,27.27272727272727,8.70857773337203
ALT00000132,TXN000111732,ACCT100005261,R005_RAPID_MVT,88,2023-09-03 11:47:56.587816,CASE0000810,MEDIUM,CLOSED_SAR_FILED,36.0,INV_03,1,CUST0005624,SAVINGS,BLOCKED,6221.43,INR,3,AE,BUSINESS_OWNER,0-50k,5,0,0,0,76.3,294,BRANCH,333813.33999999997,13,25677.949230769227,174391.96,48287.38811797815,4,5,1,0,15.384615384615385,6.791242057172601
ALT00000133,TXN000111733,ACCT100010856,R005_RAPID_MVT,91,2024-05-11 01:42:41.576436,CASE0002166,LOW,CLOSED_SAR_FILED,19.0,INV_02,1,CUST0006201,SAVINGS,ACTIVE,13455.42,SGD,1,IN,SELF_EMPLOYED,250k+,5,0,0,0,78.3,1214,MOBILE,341833.94,7,48833.42,166441.89,61696.55592668822,2,4,1,1,14.285714285714285,3.4082905049348393
ALT00000136,TXN000111736,ACCT100003336,R005_RAPID_MVT,82,2022-09-01 06:55:03.336958,CASE0000679,LOW,CLOSED_SAR_FILED,33.0,INV_01,1,CUST0006684,NRE,ACTIVE,115005.22,USD,1,IN,SALARIED,250k+,2,0,0,0,90.1,81,WEB,628984.52,12,52415.37666666667,324384.78,92722.4751217522,4,8,0,2,16.666666666666664,6.188615097584324
ALT00000145,TXN000111745,ACCT100011428,R004_MULE_SIGNAL,66,2022-08-06 13:14:39.903543,CASE0000756,HIGH,CLOSED_SAR_FILED,39.0,INV_03,1,CUST0000346,CURRENT,ACTIVE,11422.86,INR,1,US,BUSINESS_OWNER,0-50k,4,0,0,0,91.2,167,MOBILE,169240.25,8,21155.03125,64152.62,22506.00586625359,4,4,1,1,12.5,3.032356080491231
ALT00000150,TXN000111750,ACCT100006227,R004_MULE_SIGNAL,85,2024-05-19 05:18:28.991168,CASE0000993,MEDIUM,CLOSED_SAR_FILED,3.0,INV_02,1,CUST0007140,SHELL,ACTIVE,426161.77,AED,2,MY,RETIRED,0-50k,1,0,0,0,100.0,188,BRANCH,55688.26,4,13922.065,33205.96,14436.01960551107,2,4,0,0,50.0,2.384960495408159
ALT00000165,TXN000111765,ACCT100006808,R004_MULE_SIGNAL,77,2022-06-10 00:11:40.200700,CASE0002942,MEDIUM,CLOSED_SAR_FILED,33.0,AUTO_SYS,1,CUST0003615,NRE,ACTIVE,156796.63,INR,2,GB,SALARIED,100k-250k,2,0,0,0,92.6,248,BRANCH,110063.55999999998,6,18343.926666666663,66973.15,24697.50490026445,2,4,0,0,0.0,3.6507722934478894
ALT00000169,TXN000111769,ACCT100006465,R004_MULE_SIGNAL,75,2022-01-13 16:19:02.910454,CASE0002178,LOW,CLOSED_SAR_FILED,6.0,INV_02,1,CUST0006744,SALARY,ACTIVE,20846.97,INR,1,AE,SELF_EMPLOYED,0-50k,7,0,0,0,85.7,533,MOBILE,425538.9,11,38685.354545454546,226879.55,64551.974228567065,3,6,1,1,18.181818181818183,5.864588500667019
ALT00000173,TXN000111773,ACCT100001912,R004_MULE_SIGNAL,76,2022-05-08 08:05:04.565248,CASE0002617,MEDIUM,CLOSED_SAR_FILED,29.0,AUTO_SYS,1,CUST0002049,SAVINGS,ACTIVE,6634.16,AED,1,IN,BUSINESS_OWNER,50k-100k,3,0,0,0,87.7,136,WEB,75936.67,5,15187.333999999999,47581.77,18696.56301898373,3,4,1,0,20.0,3.1327840169962027
ALT00000178,TXN000111778,ACCT100006524,R004_MULE_SIGNAL,74,2022-09-09 07:52:18.562792,CASE0002718,LOW,CLOSED_SAR_FILED,29.0,INV_01,1,CUST0000131,SAVINGS,ACTIVE,22297.66,INR,1,GB,BUSINESS_OWNER,0-50k,3,0,0,0,80.3,164,MOBILE,92911.92,10,9291.192,48569.31,14636.019362947472,4,4,1,0,20.0,5.2268947951140055
ALT00000181,TXN000111781,ACCT100005384,R003_LAYERING_SIGNAL,82,2023-12-07 10:47:40.506449,CASE0002337,MEDIUM,CLOSED_SAR_FILED,25.0,INV_01,1,CUST0005393,NRO,ACTIVE,37317.68,USD,1,CN,SALARIED,0-50k,7,0,1,0,68.5,224,MOBILE,452636.28,5,90527.25600000001,404889.69,176272.1298298975,3,4,0,1,40.0,4.4725228109994735
ALT00000182,TXN000111782,ACCT100002371,R002_STRUCTURING_SIGNAL,82,2024-06-18 15:17:49.137583,CASE0003023,MEDIUM,CLOSED_SAR_FILED,31.0,INV_02,1,CUST0000824,current,DORMANT,127102.57,INR,2,IN,SALARIED,0-50k,2,0,0,0,91.2,116,BRANCH,168980.53,12,14081.710833333333,70301.15,18564.228487412638,4,5,4,0,8.333333333333332,4.992018286252061
ALT00000186,TXN000111786,ACCT100008255,R002_STRUCTURING_SIGNAL,79,2022-07-21 19:57:49.947586,CASE0001903,LOW,CLOSED_SAR_FILED,24.0,INV_02,1,CUST0004023,SALARY,ACTIVE,4270.05,AED,1,IN,,50k-100k,5,0,0,0,90.6,18,BRANCH,94806.97,7,13543.852857142858,61331.97,21988.172633978866,3,4,1,0,28.57142857142857,4.528064693420179
