ALERT_ID,TRANSACTION_ID,ACCOUNT_ID,RULE_TRIGGERED,RISK_SCORE,ALERT_DATE
ALT00000134,TXN000111734,ACCT100001443,R002_STRUCTURING_SIGNAL,68,2022-10-14 12:36:11.247727
ALT00000135,TXN000111735,ACCT100007570,R002_STRUCTURING_SIGNAL,65,2023-01-12 11:14:41.596643
ALT00000136,TXN000111736,ACCT100003336,R005_RAPID_MVT,82,2022-09-01 06:55:03.336958
ALT00000137,TXN000111737,ACCT100001990,R005_RAPID_MVT,87,2022-01-27 07:12:05.362360
ALT00000138,TXN000111738,ACCT100009049,R003_LAYERING_SIGNAL,83,2023-01-07 16:18:30.192863
ALT00000139,TXN000111739,ACCT100008166,R005_RAPID_MVT,94,2024-04-29 15:31:35.408637
ALT00000140,TXN000111740,ACCT100007906,R004_MULE_SIGNAL,83,2024-06-12 00:04:07.130065
ALT00000141,TXN000111741,ACCT100008328,R003_LAYERING_SIGNAL,99,2023-11-11 20:56:24.772725
ALT00000142,TXN000111742,ACCT100005569,R004_MULE_SIGNAL,87,2024-05-01 02:24:24.766109
ALT00000143,TXN000111743,ACCT100009617,R004_MULE_SIGNAL,69,2023-06-13 07:26:41.514816
ALT00000144,TXN000111744,ACCT100005447,R005_RAPID_MVT,88,2023-05-18 19:07:20.664610
ALT00000145,TXN000111745,ACCT100011428,R004_MULE_SIGNAL,66,2022-08-06 13:14:39.903543
ALT00000146,TXN000111746,ACCT100007750,R002_STRUCTURING_SIGNAL,70,2023-10-05 11:06:08.606630
ALT00000147,TXN000111747,ACCT100002069,R003_LAYERING_SIGNAL,99,2023-04-03 14:05:37.343426
ALT00000148,TXN000111748,ACCT100000252,R005_RAPID_MVT,93,2023-10-21 03:30:42.645616
ALT00000149,TXN000111749,ACCT100005547,R003_LAYERING_SIGNAL,85,2023-07-22 18:56:36.718847
ALT00000150,TXN000111750,ACCT100006227,R004_MULE_SIGNAL,85,2024-05-19 05:18:28.991168
ALT00000151,TXN000111751,ACCT100001122,R002_STRUCTURING_SIGNAL,80,2022-08-02 21:00:59.742657
ALT00000152,TXN000111752,ACCT100001613,R003_LAYERING_SIGNAL,98,2023-11-24 16:43:22.683456
ALT00000153,TXN000111753,ACCT100000475,R005_RAPID_MVT,77,2022-02-11 21:32:47.540971
ALT00000154,TXN000111754,ACCT100007057,R004_MULE_SIGNAL,75,2022-05-13 14:44:16.847418
ALT00000155,TXN000111755,ACCT100009986,R003_LAYERING_SIGNAL,87,2024-03-04 08:02:13.145176
ALT00000156,TXN000111756,ACCT100003805,R005_RAPID_MVT,84,2023-02-25 02:34:54.140137
ALT00000157,TXN000111757,ACCT100004713,R002_STRUCTURING_SIGNAL,64,2023-09-10 07:17:03.857729
ALT00000158,TXN000111758,ACCT100004902,R004_MULE_SIGNAL,81,2023-08-06 01:45:20.838238
ALT00000159,TXN000111759,ACCT100006303,R005_RAPID_MVT,81,2024-02-17 09:19:35.285327
ALT00000160,TXN000111760,ACCT100004848,R004_MULE_SIGNAL,80,2024-06-23 08:13:07.830691
ALT00000161,TXN000111761,ACCT100011237,R005_RAPID_MVT,94,2023-12-11 01:00:18.601909
ALT00000162,TXN000111762,ACCT100003771,R005_RAPID_MVT,93,2023-07-08 00:52:08.831509
ALT00000163,TXN000111763,ACCT100010294,R003_LAYERING_SIGNAL,85,2022-03-30 12:23:31.781359
ALT00000164,TXN000111764,ACCT100000547,R004_MULE_SIGNAL,88,2023-06-12 23:48:06.050069
ALT00000165,TXN000111765,ACCT100006808,R004_MULE_SIGNAL,77,2022-06-10 00:11:40.200700
ALT00000166,TXN000111766,ACCT100008222,R004_MULE_SIGNAL,76,2024-04-12 04:28:45.156244
ALT00000167,TXN000111767,ACCT100005550,R005_RAPID_MVT,73,2024-01-03 15:44:24.806576
ALT00000168,TXN000111768,ACCT100011081,R003_LAYERING_SIGNAL,79,2023-10-22 18:16:27.094149
ALT00000169,TXN000111769,ACCT100006465,R004_MULE_SIGNAL,75,2022-01-13 16:19:02.910454
ALT00000170,TXN000111770,ACCT100009578,R004_MULE_SIGNAL,88,2022-12-14 02:44:29.457936
ALT00000171,TXN000111771,ACCT100007725,R002_STRUCTURING_SIGNAL,74,2022-01-23 19:08:20.183534
ALT00000172,TXN000111772,ACCT100003627,R004_MULE_SIGNAL,81,2023-08-14 00:16:17.941083
ALT00000173,TXN000111773,ACCT100001912,R004_MULE_SIGNAL,76,2022-05-08 08:05:04.565248
ALT00000174,TXN000111774,ACCT100008808,R005_RAPID_MVT,72,2022-05-04 14:09:31.539295
ALT00000175,TXN000111775,ACCT100006798,R005_RAPID_MVT,91,2023-08-20 15:12:44.520470
ALT00000176,TXN000111776,ACCT100000537,R005_RAPID_MVT,77,2023-09-21 20:17:47.155836
ALT00000177,TXN000111777,ACCT100011235,R003_LAYERING_SIGNAL,99,2022-12-01 15:24:41.517297
ALT00000178,TXN000111778,ACCT100006524,R004_MULE_SIGNAL,74,2022-09-09 07:52:18.562792
ALT00000179,TXN000111779,ACCT100010514,R002_STRUCTURING_SIGNAL,61,2023-08-06 13:52:23.414640
ALT00000180,TXN000111780,ACCT100002064,R004_MULE_SIGNAL,83,2023-12-18 22:29:21.040376
ALT00000181,TXN000111781,ACCT100005384,R003_LAYERING_SIGNAL,82,2023-12-07 10:47:40.506449
ALT00000182,TXN000111782,ACCT100002371,R002_STRUCTURING_SIGNAL,82,2024-06-18 15:17:49.137583
ALT00000183,TXN000111783,ACCT100002160,R002_STRUCTURING_SIGNAL,67,2022-01-14 12:54:22.300460
ALT00000184,TXN000111784,ACCT100002855,R004_MULE_SIGNAL,78,2022-08-30 17:59:42.727262
ALT00000185,TXN000111785,ACCT100007803,R002_STRUCTURING_SIGNAL,62,2023-02-13 09:05:21.425268
ALT00000186,TXN000111786,ACCT100008255,R002_STRUCTURING_SIGNAL,79,2022-07-21 19:57:49.947586
ALT00000187,TXN000111787,ACCT100010541,R004_MULE_SIGNAL,73,2024-05-28 05:28:06.484008
ALT00000188,TXN000111788,ACCT100008033,R005_RAPID_MVT,76,2023-10-11 23:56:32.456076
ALT00000189,TXN000111789,ACCT100002431,R004_MULE_SIGNAL,81,2022-03-01 20:04:34.857519
ALT00000190,TXN000111790,ACCT100009788,R004_MULE_SIGNAL,69,2023-04-29 08:05:40.896955
ALT00000191,TXN000111791,ACCT100010727,R005_RAPID_MVT,70,2023-08-16 23:38:31.059474
ALT00000192,TXN000111792,ACCT100006780,R003_LAYERING_SIGNAL,81,2022-11-05 18:24:03.291164
ALT00000193,TXN000111793,ACCT100006993,R002_STRUCTURING_SIGNAL,60,2022-10-12 17:00:55.294005
ALT00000194,TXN000111794,ACCT100001528,R005_RAPID_MVT,71,2023-01-29 10:32:53.525815
ALT00000195,TXN000111795,ACCT100009202,R003_LAYERING_SIGNAL,81,2023-05-27 16:38:43.636706
ALT00000196,TXN000111796,ACCT100011814,R004_MULE_SIGNAL,86,2022-02-16 20:49:01.533058
ALT00000197,TXN000111797,ACCT100009469,R004_MULE_SIGNAL,72,2023-04-08 06:04:04.536870
ALT00000198,TXN000111798,ACCT100009114,R003_LAYERING_SIGNAL,91,2022-12-01 20:21:17.318354
ALT00000199,TXN000111799,ACCT100010187,R003_LAYERING_SIGNAL,88,2023-07-13 23:09:58.340259
ALT00000200,TXN000111800,ACCT100002956,R004_MULE_SIGNAL,72,2022-09-06 22:47:01.603734
ALT00000201,TXN000111801,ACCT100002973,R004_MULE_SIGNAL,86,2024-03-03 10:40:41.576566
ALT00000202,TXN000111802,ACCT100010374,R002_STRUCTURING_SIGNAL,61,2024-06-04 07:39:38.913571
ALT00000203,TXN000111803,ACCT100005586,R003_LAYERING_SIGNAL,81,2022-05-24 09:35:47.065477
ALT00000204,TXN000111804,ACCT100002550,R002_STRUCTURING_SIGNAL,77,2022-05-24 09:36:35.965263
ALT00000205,TXN000111805,ACCT100007260,R002_STRUCTURING_SIGNAL,76,2023-08-27 00:37:39.286415
ALT00000206,TXN000111806,ACCT100001865,R005_RAPID_MVT,71,2022-11-11 10:51:33.524041
ALT00000207,TXN000111807,ACCT100000745,R005_RAPID_MVT,73,2022-07-20 21:24:54.265778
ALT00000208,TXN000111808,ACCT100004939,R002_STRUCTURING_SIGNAL,69,2024-05-11 04:33:57.035244
ALT00000209,TXN000111809,ACCT100001966,R004_MULE_SIGNAL,72,2022-01-08 01:00:24.038033
ALT00000210,TXN000111810,ACCT100008197,R003_LAYERING_SIGNAL,75,2023-05-24 23:55:55.501104
ALT00000211,TXN000111811,ACCT100000694,R002_STRUCTURING_SIGNAL,75,2023-02-02 09:30:18.850612
ALT00000212,TXN000111812,ACCT100007034,R004_MULE_SIGNAL,78,2023-06-07 08:48:38.242397
ALT00000213,TXN000111813,ACCT100006637,R004_MULE_SIGNAL,66,2022-01-20 00:00:28.103462
ALT00000214,TXN000111814,ACCT100001444,R005_RAPID_MVT,70,2023-02-02 20:15:58.854527
ALT00000215,TXN000111815,ACCT100005084,R005_RAPID_MVT,79,2023-11-11 10:16:36.212960
ALT00000216,TXN000111816,ACCT100010375,R002_STRUCTURING_SIGNAL,74,2022-04-14 21:04:42.432348
ALT00000217,TXN000111817,ACCT100003872,R004_MULE_SIGNAL,88,2022-04-04 15:43:05.503199
ALT00000218,TXN000111818,ACCT100002903,R003_LAYERING_SIGNAL,90,2024-05-16 15:03:04.901875
ALT00000219,TXN000111819,ACCT100010535,R005_RAPID_MVT,80,2023-08-02 18:09:44.812587
ALT00000220,TXN000111820,ACCT100007206,R004_MULE_SIGNAL,74,2022-03-04 05:00:38.720704
ALT00000221,TXN000111821,ACCT100000921,R004_MULE_SIGNAL,84,2022-11-17 14:51:53.119315
ALT00000222,TXN000111822,ACCT100004704,R005_RAPID_MVT,73,2022-03-11 21:38:47.794763
ALT00000223,TXN000111823,ACCT100000673,R005_RAPID_MVT,77,2023-02-14 16:58:39.707844
ALT00000224,TXN000111824,ACCT100008215,R003_LAYERING_SIGNAL,89,2022-05-18 10:25:35.691144
ALT00000225,TXN000111825,ACCT100008267,R004_MULE_SIGNAL,66,2023-08-12 14:55:21.794759
ALT00000226,TXN000111826,ACCT100008565,R005_RAPID_MVT,93,2023-07-10 12:47:07.453820
ALT00000227,TXN000111827,ACCT100011124,R005_RAPID_MVT,76,2023-06-29 16:10:35.382510
ALT00000228,TXN000111828,ACCT100005402,R004_MULE_SIGNAL,81,2022-03-28 02:16:40.931292
ALT00000229,TXN000111829,ACCT100002464,R004_MULE_SIGNAL,68,2022-10-31 16:37:39.203141
ALT00000230,TXN000111830,ACCT100010749,R004_MULE_SIGNAL,79,2023-09-29 07:33:57.264908
ALT00000231,TXN000111831,ACCT100009158,R002_STRUCTURING_SIGNAL,64,2022-12-10 03:42:58.851414
ALT00000232,TXN000111832,ACCT100008332,R002_STRUCTURING_SIGNAL,64,2022-11-26 15:00:34.194694
ALT00000233,TXN000111833,ACCT100003146,R003_LAYERING_SIGNAL,91,2022-07-26 09:08:13.809901
ALT00000234,TXN000111834,ACCT100008318,R004_MULE_SIGNAL,78,2023-12-04 06:24:17.589668
ALT00000235,TXN000111835,ACCT100010126,R002_STRUCTURING_SIGNAL,72,2022-04-30 09:15:22.470533
ALT00000236,TXN000111836,ACCT100002713,R003_LAYERING_SIGNAL,93,2023-10-19 23:56:42.230464
ALT00000237,TXN000111837,ACCT100004669,R003_LAYERING_SIGNAL,94,2023-11-17 10:16:49.562391
ALT00000238,TXN000111838,ACCT100003179,R003_LAYERING_SIGNAL,93,2022-12-02 02:28:28.958276
ALT00000239,TXN000111839,ACCT100008240,R005_RAPID_MVT,85,2023-04-26 12:22:50.933719
ALT00000240,TXN000111840,ACCT100010506,R003_LAYERING_SIGNAL,82,2023-03-14 19:38:02.727662
ALT00000241,TXN000111841,ACCT100001375,R002_STRUCTURING_SIGNAL,61,2023-11-27 04:47:10.958991
ALT00000242,TXN000111842,ACCT100003638,R003_LAYERING_SIGNAL,93,2024-01-15 00:23:59.949689
ALT00000243,TXN000111843,ACCT100006127,R005_RAPID_MVT,86,2022-08-03 19:03:06.505020
ALT00000244,TXN000111844,ACCT100011710,R003_LAYERING_SIGNAL,86,2023-08-16 02:44:25.445069
ALT00000245,TXN000111845,ACCT100007741,R002_STRUCTURING_SIGNAL,70,2023-09-27 02:55:04.649611
ALT00000246,TXN000111846,ACCT100001299,R005_RAPID_MVT,82,2022-01-18 07:30:03.382896
ALT00000247,TXN000111847,ACCT100003894,R005_RAPID_MVT,91,2022-10-02 08:22:10.986359
ALT00000248,TXN000111848,ACCT100009777,R005_RAPID_MVT,77,2023-05-04 08:16:47.784873
ALT00000249,TXN000111849,ACCT100007033,R003_LAYERING_SIGNAL,77,2022-01-02 10:12:09.507052
ALT00000250,TXN000111850,ACCT100008577,R005_RAPID_MVT,76,2024-06-06 21:50:44.844646
ALT00000251,TXN000111851,ACCT100007703,R002_STRUCTURING_SIGNAL,72,2022-02-09 15:50:12.018647
ALT00000252,TXN000111852,ACCT100005851,R004_MULE_SIGNAL,81,2023-12-20 08:12:05.889367
