ACCOUNT_ID,str_filed_date
ACCT100007492,2022-11-05 00:53:53.589436
ACCT100010178,2024-07-18 14:12:28.421429
ACCT100005719,2024-04-02 11:12:51.456529
ACCT100007180,2024-02-19 12:59:58.877681
ACCT100004906,2024-05-18 19:54:50.566429
ACCT100001754,2023-11-28 08:11:54.162818
ACCT100011264,2023-08-21 18:58:43.439028
ACCT100001513,2023-08-21 19:59:42.561486
ACCT100002144,2023-08-24 09:50:48.772743
ACCT100009190,2022-01-29 19:25:05.924052
ACCT100009544,2023-06-08 08:24:31.374837
ACCT100000654,2024-04-18 22:05:17.710853
ACCT100009174,2024-04-05 10:43:16.005090
ACCT100002663,2024-06-28 07:46:07.334409
ACCT100005443,2024-01-03 18:05:54.066379
ACCT100006268,2024-03-25 13:03:16.349252
ACCT100005729,2022-10-26 00:41:35.244568
ACCT100006529,2022-11-16 01:07:09.483552
ACCT100006549,2023-10-02 00:59:02.903384
ACCT100004280,2022-07-02 16:12:24.238061
ACCT100009775,2023-02-20 21:18:07.262127
ACCT100001895,2023-01-06 21:54:46.636737
ACCT100000028,2023-05-09 15:32:18.603815
ACCT100010883,2024-05-08 19:44:02.401264
ACCT100008309,2022-10-29 18:11:59.476308
ACCT100002086,2022-07-14 18:23:30.455292
ACCT100006654,2023-06-04 04:05:57.220796
ACCT100009940,2023-09-09 10:29:01.523918
ACCT100010795,2022-04-08 05:58:10.613849
ACCT100003849,2023-09-25 22:00:16.347823
ACCT100007785,2023-07-31 20:53:38.929195
ACCT100003186,2023-11-06 09:54:54.347292
ACCT100001747,2023-12-31 03:23:01.584819
ACCT100001989,2023-03-12 20:04:52.867487
ACCT100010038,2024-02-02 11:18:08.194680
ACCT100007374,2022-09-14 02:57:50.456301
ACCT100007940,2023-08-14 23:13:40.174211
ACCT100004452,2022-11-22 22:58:13.946478
ACCT100011370,2022-06-09 04:56:03.654394
ACCT100006813,2022-03-18 17:22:38.986318
ACCT100006233,2023-03-31 12:41:05.541483
ACCT100008819,2023-12-02 23:40:57.311530
ACCT100007141,2023-04-08 10:04:35.588677
ACCT100002092,2024-07-02 10:30:19.139305
ACCT100010531,2023-02-15 11:11:22.545133
ACCT100006212,2022-11-15 05:14:19.356051
ACCT100004134,2024-02-20 14:29:32.077099
ACCT100003674,2023-09-05 06:45:01.637335
ACCT100004052,2022-07-21 14:49:19.053028
ACCT100009241,2024-06-02 09:45:34.321481
ACCT100009927,2023-07-28 04:51:33.143153
ACCT100009482,2022-02-13 09:25:59.142276
ACCT100001246,2023-07-14 09:37:39.498120
ACCT100011211,2023-07-21 23:23:58.366880
ACCT100008729,2023-02-15 06:03:24.772912
ACCT100006883,2024-02-09 03:26:35.495236
ACCT100002886,2023-11-20 11:42:01.897016
ACCT100004398,2022-11-10 14:52:02.648277
ACCT100003996,2023-12-05 16:24:48.333116
ACCT100005326,2022-07-05 15:44:47.892825
ACCT100009768,2023-10-21 18:40:53.462148
ACCT100008005,2023-06-10 18:22:21.684093
ACCT100001525,2022-10-16 01:10:00.299969
ACCT100006047,2023-03-28 03:22:02.374458
ACCT100011516,2023-03-10 08:41:11.137279
ACCT100005170,2022-05-09 21:56:41.506082
ACCT100004531,2023-11-12 02:19:35.270035
ACCT100003181,2022-10-17 21:07:57.622185
ACCT100002074,2022-09-27 21:32:34.255642
ACCT100010451,2024-03-22 04:02:08.221045
ACCT100007844,2023-02-26 06:24:35.288805
ACCT100001870,2024-02-08 22:44:11.287776
ACCT100002445,2024-01-29 22:48:37.280440
ACCT100009934,2023-07-18 01:43:02.452961
ACCT100004872,2024-03-14 14:41:02.333845
ACCT100001626,2024-06-02 06:06:43.703691
ACCT100002574,2022-08-27 12:24:44.080846
ACCT100007382,2023-10-11 00:24:37.846073
ACCT100011518,2024-03-14 02:26:29.666505
ACCT100010833,2024-01-23 08:35:37.657224
ACCT100002331,2022-03-27 01:18:16.822856
ACCT100002038,2023-03-23 23:36:44.719625
ACCT100008848,2023-04-15 20:20:19.232739
ACCT100004103,2022-02-13 13:30:36.025843
ACCT100009442,2022-02-26 15:37:31.085882
ACCT100009591,2023-02-22 02:11:21.686826
ACCT100005261,2023-09-23 11:47:56.587816
ACCT100010856,2024-05-31 01:42:41.576436
ACCT100001443,2022-11-03 12:36:11.247727
ACCT100007570,2023-02-01 11:14:41.596643
ACCT100003336,2022-09-21 06:55:03.336958
ACCT100001990,2022-02-16 07:12:05.362360
ACCT100009049,2023-01-27 16:18:30.192863
ACCT100008166,2024-05-19 15:31:35.408637
ACCT100007906,2024-07-02 00:04:07.130065
ACCT100008328,2023-12-01 20:56:24.772725
ACCT100005569,2024-05-21 02:24:24.766109
ACCT100009617,2023-07-03 07:26:41.514816
ACCT100005447,2023-06-07 19:07:20.664610
ACCT100011428,2022-08-26 13:14:39.903543
ACCT100007750,2023-10-25 11:06:08.606630
ACCT100002069,2023-04-23 14:05:37.343426
ACCT100000252,2023-11-10 03:30:42.645616
ACCT100005547,2023-08-11 18:56:36.718847
ACCT100006227,2024-06-08 05:18:28.991168
ACCT100001122,2022-08-22 21:00:59.742657
ACCT100001613,2023-12-14 16:43:22.683456
ACCT100000475,2022-03-03 21:32:47.540971
ACCT100007057,2022-06-02 14:44:16.847418
ACCT100009986,2024-03-24 08:02:13.145176
ACCT100003805,2023-03-17 02:34:54.140137
ACCT100004713,2023-09-30 07:17:03.857729
ACCT100004902,2023-08-26 01:45:20.838238
ACCT100006303,2024-03-08 09:19:35.285327
ACCT100004848,2024-07-13 08:13:07.830691
ACCT100011237,2023-12-31 01:00:18.601909
ACCT100003771,2023-07-28 00:52:08.831509
ACCT100010294,2022-04-19 12:23:31.781359
ACCT100000547,2023-07-02 23:48:06.050069
ACCT100006808,2022-06-30 00:11:40.200700
ACCT100008222,2024-05-02 04:28:45.156244
ACCT100005550,2024-01-23 15:44:24.806576
ACCT100011081,2023-11-11 18:16:27.094149
ACCT100006465,2022-02-02 16:19:02.910454
ACCT100009578,2023-01-03 02:44:29.457936
ACCT100007725,2022-02-12 19:08:20.183534
ACCT100003627,2023-09-03 00:16:17.941083
ACCT100001912,2022-05-28 08:05:04.565248
ACCT100008808,2022-05-24 14:09:31.539295
ACCT100006798,2023-09-09 15:12:44.520470
ACCT100000537,2023-10-11 20:17:47.155836
ACCT100011235,2022-12-21 15:24:41.517297
ACCT100006524,2022-09-29 07:52:18.562792
ACCT100010514,2023-08-26 13:52:23.414640
ACCT100002064,2024-01-07 22:29:21.040376
ACCT100005384,2023-12-27 10:47:40.506449
ACCT100002371,2024-07-08 15:17:49.137583
ACCT100002160,2022-02-03 12:54:22.300460
ACCT100002855,2022-09-19 17:59:42.727262
ACCT100007803,2023-03-05 09:05:21.425268
ACCT100008255,2022-08-10 19:57:49.947586
ACCT100010541,2024-06-17 05:28:06.484008
ACCT100008033,2023-10-31 23:56:32.456076
ACCT100002431,2022-03-21 20:04:34.857519
ACCT100009788,2023-05-19 08:05:40.896955
ACCT100010727,2023-09-05 23:38:31.059474
ACCT100006780,2022-11-25 18:24:03.291164
ACCT100006993,2022-11-01 17:00:55.294005
ACCT100001528,2023-02-18 10:32:53.525815
ACCT100009202,2023-06-16 16:38:43.636706
ACCT100011814,2022-03-08 20:49:01.533058
ACCT100009469,2023-04-28 06:04:04.536870
ACCT100009114,2022-12-21 20:21:17.318354
ACCT100010187,2023-08-02 23:09:58.340259
ACCT100002956,2022-09-26 22:47:01.603734
ACCT100002973,2024-03-23 10:40:41.576566
ACCT100010374,2024-06-24 07:39:38.913571
ACCT100005586,2022-06-13 09:35:47.065477
ACCT100002550,2022-06-13 09:36:35.965263
ACCT100007260,2023-09-16 00:37:39.286415
ACCT100001865,2022-12-01 10:51:33.524041
ACCT100000745,2022-08-09 21:24:54.265778
ACCT100004939,2024-05-31 04:33:57.035244
ACCT100001966,2022-01-28 01:00:24.038033
ACCT100008197,2023-06-13 23:55:55.501104
ACCT100000694,2023-02-22 09:30:18.850612
ACCT100007034,2023-06-27 08:48:38.242397
ACCT100006637,2022-02-09 00:00:28.103462
ACCT100001444,2023-02-22 20:15:58.854527
ACCT100005084,2023-12-01 10:16:36.212960
ACCT100010375,2022-05-04 21:04:42.432348
ACCT100003872,2022-04-24 15:43:05.503199
ACCT100002903,2024-06-05 15:03:04.901875
ACCT100010535,2023-08-22 18:09:44.812587
ACCT100007206,2022-03-24 05:00:38.720704
ACCT100000921,2022-12-07 14:51:53.119315
ACCT100004704,2022-03-31 21:38:47.794763
ACCT100000673,2023-03-06 16:58:39.707844
ACCT100008215,2022-06-07 10:25:35.691144
ACCT100008267,2023-09-01 14:55:21.794759
ACCT100008565,2023-07-30 12:47:07.453820
ACCT100011124,2023-07-19 16:10:35.382510
ACCT100005402,2022-04-17 02:16:40.931292
ACCT100002464,2022-11-20 16:37:39.203141
ACCT100010749,2023-10-19 07:33:57.264908
ACCT100009158,2022-12-30 03:42:58.851414
ACCT100008332,2022-12-16 15:00:34.194694
ACCT100003146,2022-08-15 09:08:13.809901
ACCT100008318,2023-12-24 06:24:17.589668
ACCT100010126,2022-05-20 09:15:22.470533
ACCT100002713,2023-11-08 23:56:42.230464
ACCT100004669,2023-12-07 10:16:49.562391
ACCT100003179,2022-12-22 02:28:28.958276
ACCT100008240,2023-05-16 12:22:50.933719
ACCT100010506,2023-04-03 19:38:02.727662
ACCT100001375,2023-12-17 04:47:10.958991
ACCT100003638,2024-02-04 00:23:59.949689
ACCT100006127,2022-08-23 19:03:06.505020
ACCT100011710,2023-09-05 02:44:25.445069
ACCT100007741,2023-10-17 02:55:04.649611
ACCT100001299,2022-02-07 07:30:03.382896
ACCT100003894,2022-10-22 08:22:10.986359
ACCT100009777,2023-05-24 08:16:47.784873
ACCT100007033,2022-01-22 10:12:09.507052
ACCT100008577,2024-06-26 21:50:44.844646
ACCT100007703,2022-03-01 15:50:12.018647
ACCT100005851,2024-01-09 08:12:05.889367
ACCT100005448,2022-05-22 12:52:02.181666
ACCT100011394,2023-04-01 22:36:19.930516
ACCT100000606,2022-10-15 07:49:42.154215
ACCT100005081,2023-05-05 12:20:48.463657
ACCT100004688,2022-12-12 04:53:00.185414
ACCT100002040,2024-01-19 04:49:20.947565
ACCT100005555,2024-06-26 01:29:32.810892
ACCT100004370,2024-01-20 20:18:06.418629
ACCT100008938,2022-10-15 14:54:32.346254
ACCT100007306,2023-07-23 23:43:09.367326
ACCT100011909,2024-03-23 14:29:34.063559
ACCT100001230,2023-09-24 10:45:52.368376
ACCT100009955,2023-09-30 17:44:06.350311
ACCT100010571,2022-12-20 17:24:20.649653
ACCT100002514,2023-10-01 15:00:46.124476
ACCT100002256,2023-05-18 08:06:39.059674
ACCT100001859,2022-02-13 14:34:09.424753
ACCT100004289,2023-12-27 23:49:24.484557
ACCT100003280,2022-05-12 17:20:40.533030
ACCT100001439,2024-01-29 09:03:39.622216
ACCT100009012,2023-05-29 22:02:04.710608
ACCT100005913,2023-06-09 17:07:28.935278
ACCT100001078,2022-10-29 18:19:56.092952
ACCT100009420,2022-03-29 04:29:08.113529
ACCT100007633,2023-10-02 13:54:10.697625
ACCT100007089,2023-04-24 02:36:49.776945
ACCT100005287,2024-05-21 13:06:29.016996
ACCT100004106,2022-07-18 19:56:42.603281
ACCT100008741,2022-04-16 02:43:07.277169
ACCT100011807,2024-04-21 17:20:51.142755
ACCT100001331,2022-03-03 09:58:36.721783
ACCT100009374,2023-02-04 12:15:12.376848
ACCT100007913,2022-09-01 02:00:38.298342
ACCT100001196,2023-10-10 07:50:49.671809
ACCT100002143,2023-12-14 23:10:46.006326
ACCT100007643,2022-05-12 14:49:08.472762
ACCT100004755,2024-05-31 05:53:43.058627
ACCT100005365,2024-05-20 15:32:36.840095
ACCT100007649,2023-04-20 08:52:56.151863
ACCT100008282,2023-03-13 12:53:26.739011
ACCT100000829,2022-10-04 07:34:29.935916
ACCT100001762,2023-02-17 13:48:17.096453
ACCT100005996,2022-03-03 05:10:46.968940
ACCT100001205,2023-01-07 23:07:50.553688
ACCT100011148,2023-07-31 15:50:50.059328
ACCT100009140,2024-05-25 09:10:17.284484
ACCT100000638,2022-05-25 20:09:47.778049
ACCT100002291,2022-11-15 18:38:43.053810
ACCT100009728,2022-11-23 10:28:08.968240
ACCT100007781,2024-02-03 03:31:56.964155
ACCT100009564,2022-10-28 07:04:05.362586
ACCT100007776,2022-09-19 21:33:26.907321
ACCT100007872,2022-06-25 08:04:32.584904
ACCT100000518,2023-06-26 14:40:35.090327
ACCT100005140,2023-02-06 12:12:44.781016
ACCT100007727,2024-03-26 03:17:10.995572
ACCT100007532,2024-04-30 22:40:57.555993
ACCT100007933,2022-07-15 03:39:49.658418
ACCT100004877,2023-12-24 12:57:15.189596
ACCT100009184,2024-05-20 14:25:29.978360
ACCT100009396,2023-09-29 09:40:07.614443
ACCT100004759,2022-02-28 07:44:30.005198
ACCT100010748,2022-09-11 14:53:27.887108
ACCT100011407,2022-09-25 10:43:54.292996
ACCT100003698,2023-08-25 04:01:12.550823
ACCT100001648,2023-10-03 13:34:53.740619
ACCT100007823,2023-09-05 15:22:40.652900
ACCT100010583,2022-03-15 21:31:50.828102
ACCT100002869,2023-02-05 16:38:14.106497
ACCT100004743,2024-03-29 17:06:45.444087
ACCT100004663,2023-03-10 21:53:17.681353
ACCT100008262,2023-03-23 08:48:21.936793
ACCT100011979,2023-03-15 01:42:21.580745
ACCT100004834,2023-06-22 05:58:07.129241
ACCT100005373,2022-04-10 00:26:04.559872
ACCT100000112,2022-09-15 13:48:33.471932
ACCT100001018,2023-09-21 08:28:32.210249
ACCT100011310,2022-05-07 23:10:40.321741
ACCT100003619,2022-08-08 15:01:39.831061
ACCT100006122,2023-02-03 20:02:54.728838
ACCT100001342,2023-05-14 17:40:39.113752
ACCT100001839,2022-03-18 06:16:40.626406
ACCT100002696,2022-11-15 21:57:50.513744
ACCT100001490,2024-04-18 21:19:00.429108
ACCT100007485,2023-06-18 17:21:14.943594
ACCT100006488,2022-09-09 19:27:09.495699
ACCT100006942,2022-11-30 20:46:44.898652
ACCT100000520,2022-10-09 12:57:04.375699
ACCT100007349,2024-03-23 05:22:40.504920
ACCT100002179,2023-09-08 08:52:10.300175
ACCT100000057,2023-12-10 21:06:24.215312
ACCT100004056,2023-03-16 15:06:39.924671
ACCT100010817,2023-02-06 22:16:35.203525
ACCT100009732,2022-02-20 14:06:42.095130
ACCT100000725,2023-01-22 11:07:46.668467
ACCT100008256,2024-07-14 01:31:19.053617
ACCT100009797,2023-12-25 18:46:31.719753
ACCT100009694,2024-04-01 10:03:52.243324
ACCT100005643,2024-05-27 18:50:42.952434
ACCT100006689,2022-06-05 22:29:37.598962
ACCT100004928,2024-03-12 05:16:53.904578
ACCT100006762,2024-06-20 15:40:38.014980
ACCT100005412,2023-09-02 03:34:36.257679
ACCT100011872,2024-02-15 14:08:20.471789
ACCT100003083,2024-01-24 00:52:51.991264
ACCT100004968,2024-06-10 20:16:48.158959
ACCT100003975,2023-10-16 17:10:23.198353
ACCT100006237,2023-03-21 18:06:00.273342
ACCT100008402,2024-04-04 05:48:01.895197
ACCT100003329,2022-12-24 17:05:32.647823
ACCT100004273,2023-06-09 01:36:14.491030
ACCT100005405,2022-08-18 13:07:38.060167
ACCT100004217,2023-12-17 10:07:00.190446
ACCT100002774,2022-05-28 12:03:11.767992
ACCT100000555,2024-02-24 09:23:36.758256
ACCT100006757,2022-05-26 06:06:53.362028
ACCT100007472,2022-12-26 23:39:35.801656
ACCT100000109,2023-05-20 20:17:37.580347
ACCT100004698,2022-02-05 14:48:20.714326
ACCT100005808,2022-09-21 12:47:16.953713
ACCT100011424,2022-08-14 18:08:34.697206
ACCT100006641,2023-01-01 12:13:42.896105
ACCT100001355,2023-04-21 08:54:14.065265
ACCT100000698,2022-08-18 07:36:52.893420
ACCT100011214,2024-05-13 04:59:10.635394
ACCT100005153,2022-02-04 06:20:54.935795
ACCT100002662,2023-06-18 18:22:55.475666
ACCT100002293,2024-01-11 03:27:00.488014
ACCT100001601,2023-02-23 04:29:51.216613
ACCT100000486,2023-08-21 16:27:50.839406
ACCT100006151,2023-02-18 09:55:24.587693
ACCT100004840,2024-01-18 00:40:41.952084
ACCT100006226,2023-10-31 08:06:33.523487
ACCT100001500,2022-01-25 17:35:18.030834
ACCT100002171,2022-04-10 12:40:00.077564
ACCT100005799,2023-06-09 21:27:42.570765
ACCT100006354,2023-12-31 19:45:11.971339
ACCT100011229,2023-01-02 20:19:29.861608
ACCT100002391,2022-03-19 15:16:22.705159
ACCT100001261,2022-12-15 23:38:06.296274
ACCT100007502,2022-04-28 10:50:37.841240
ACCT100006225,2024-01-23 12:19:39.951250
ACCT100002231,2022-10-21 16:43:01.431208
ACCT100006525,2024-06-21 12:12:29.693771
ACCT100005340,2022-12-29 14:04:23.268054
ACCT100009239,2022-07-22 00:25:41.754031
ACCT100011606,2022-07-30 23:45:09.136955
ACCT100011027,2023-04-20 20:45:55.796680
ACCT100011719,2023-02-10 11:16:10.598433
ACCT100008301,2024-05-11 07:18:40.196149
ACCT100011496,2024-04-15 19:14:42.474663
ACCT100004068,2023-09-12 01:48:08.485610
ACCT100010569,2023-09-30 04:14:43.912228
ACCT100004240,2022-08-11 05:49:53.771770
ACCT100007587,2023-12-25 14:29:26.054011
ACCT100007910,2022-04-26 05:52:01.788400
ACCT100005708,2022-11-01 03:10:13.724313
ACCT100007179,2023-11-09 17:40:32.073123
ACCT100011646,2022-05-05 20:13:27.375968
ACCT100003997,2023-05-06 01:41:26.415864
ACCT100003233,2023-03-06 13:30:28.975258
ACCT100009460,2022-04-23 16:42:24.456133
ACCT100003229,2023-03-13 19:52:56.752018
ACCT100006368,2023-07-31 21:38:50.351219
ACCT100010115,2022-06-27 04:08:29.560049
ACCT100005132,2022-05-08 08:55:37.825660
ACCT100008370,2023-01-09 21:21:39.312697
ACCT100010413,2023-05-25 13:15:37.293252
ACCT100003066,2022-11-03 13:58:38.785961
ACCT100006810,2023-10-29 22:33:10.223642
ACCT100000506,2024-01-16 01:08:23.172963
ACCT100008809,2022-10-10 23:29:15.579339
ACCT100009384,2022-05-05 01:00:51.211125
ACCT100008952,2022-08-08 02:12:03.121417
ACCT100007369,2022-09-17 10:11:31.465472
ACCT100003883,2022-07-31 04:46:34.522258
ACCT100010368,2023-02-15 01:26:40.658146
ACCT100005748,2023-05-20 21:47:14.473344
ACCT100004741,2023-06-26 18:17:26.581360
ACCT100006744,2024-05-06 23:57:32.815610
ACCT100004091,2022-06-03 05:27:59.929356
ACCT100010362,2022-09-22 19:13:54.527667
ACCT100006601,2023-05-05 17:22:22.633412
ACCT100009535,2022-01-23 06:04:17.520760
ACCT100010402,2023-09-18 00:50:25.795203
ACCT100003471,2023-04-16 16:26:51.408072
ACCT100001632,2023-08-14 10:47:20.660699
ACCT100007231,2023-03-12 21:18:45.089446
ACCT100010650,2022-10-22 23:59:14.595670
ACCT100011895,2023-10-20 04:35:10.129248
ACCT100000018,2022-08-03 10:14:26.205907
ACCT100000153,2022-01-28 08:16:48.032527
ACCT100001161,2022-08-17 13:41:39.516448
ACCT100006023,2024-04-02 13:56:36.190495
ACCT100000139,2023-07-31 00:01:11.450938
ACCT100006746,2023-08-05 05:53:09.382207
ACCT100002294,2023-12-07 11:28:17.818048
ACCT100009067,2023-07-22 12:14:36.551018
ACCT100003367,2023-05-07 16:04:00.948572
ACCT100003922,2023-04-16 20:13:30.391823
ACCT100000198,2024-07-08 01:11:58.913100
ACCT100006896,2022-12-19 21:22:41.115759
ACCT100009624,2022-03-23 12:31:55.540487
ACCT100010495,2023-05-24 19:27:11.298797
ACCT100001295,2023-05-01 19:09:57.324705
ACCT100009609,2023-08-21 20:12:33.926874
ACCT100011448,2023-02-23 13:11:41.442928
ACCT100001413,2024-05-12 08:03:40.395922
ACCT100010914,2023-11-27 16:23:12.775324
ACCT100011494,2022-01-31 08:10:10.512776
ACCT100006093,2022-05-16 15:12:38.887082
ACCT100005489,2024-01-26 06:36:21.453540
ACCT100010282,2022-04-01 05:03:32.990564
ACCT100009288,2022-06-22 00:41:41.168466
ACCT100008337,2022-01-23 08:09:28.137221
ACCT100006275,2024-05-08 07:49:59.468032
ACCT100006820,2024-05-04 08:14:54.885681
ACCT100008226,2023-09-26 09:35:36.493207
ACCT100001130,2024-03-29 22:32:11.154035
ACCT100009062,2023-03-13 02:17:54.207068
ACCT100004017,2022-06-07 03:58:59.743945
ACCT100003362,2023-05-18 15:51:50.359709
ACCT100011660,2022-10-02 22:05:59.000210
ACCT100007512,2024-06-26 19:39:57.356059
ACCT100001227,2023-07-14 05:12:32.290504
ACCT100005162,2024-05-13 14:58:52.441513
ACCT100007418,2022-09-25 18:02:35.454281
ACCT100001786,2022-06-11 13:53:46.658770
ACCT100001979,2023-05-24 05:27:15.628695
ACCT100001965,2022-04-13 08:57:44.266655
ACCT100005371,2022-06-05 02:57:05.420441
ACCT100004263,2024-02-07 02:26:21.696407
ACCT100004094,2022-04-17 07:04:24.442155
ACCT100001011,2024-02-16 11:15:38.392359
ACCT100011245,2023-08-18 04:49:32.169626
ACCT100000358,2024-07-17 09:56:14.715300
ACCT100005433,2022-05-12 14:56:41.071219
ACCT100011870,2023-01-15 20:15:04.749423
ACCT100003067,2022-09-28 12:12:05.032606
ACCT100010145,2023-08-06 01:35:19.407906
ACCT100001000,2022-04-10 21:56:38.372475
ACCT100004083,2023-08-18 14:48:50.246152
ACCT100007860,2023-06-01 01:20:14.320063
ACCT100004431,2022-07-03 19:29:39.345109
ACCT100000960,2024-01-27 16:24:30.637577
ACCT100004061,2023-09-11 09:41:01.352292
ACCT100009433,2024-03-02 03:59:14.272547
ACCT100005211,2024-01-25 10:58:49.322128
