transaction_id,account_id,customer_id,transaction_datetime,transaction_type,transaction_category,transaction_amount
TXN_00000032,ACC_009086,CUST_07276,2024-09-01,CREDIT,RTGS,471719.55
TXN_00000033,ACC_008281,CUST_06622,2024-09-29,CREDIT,FX,3645406.34
TXN_00000034,ACC_001884,CUST_01500,2024-07-16,CREDIT,FX,4308376.51
TXN_00000035,ACC_004754,CUST_03801,2024-08-19,CREDIT,RTGS,2109466.01
TXN_00000036,ACC_005338,CUST_04278,2024-10-27,DEBIT,UPI,4040130.42
TXN_00000037,ACC_001876,CUST_01495,2024-07-13,DEBIT,NEFT,4631842.28
TXN_00000038,ACC_004512,CUST_03609,2024-08-12,CREDIT,RTGS,4323265.51
TXN_00000039,ACC_001130,CUST_00906,2024-08-12,CREDIT,IMPS,4632597.72
TXN_00000040,ACC_008756,CUST_07015,2024-09-12,CREDIT,RTGS,949570.35
TXN_00000041,ACC_004163,CUST_03332,2024-07-15,DEBIT,INTERNATIONAL_WIRE,1568092.69
TXN_00000042,ACC_000964,CUST_00773,2024-11-27,DEBIT,NEFT,4803898.44
TXN_00000043,ACC_001532,CUST_01218,2024-08-17,DEBIT,INTERNATIONAL_WIRE,4309109.83
TXN_00000044,ACC_007739,CUST_06187,2024-07-31,DEBIT,CHEQUE,2972636.32
TXN_00000045,ACC_001570,CUST_01247,2024-10-16,CREDIT,IMPS,1021375.57
TXN_00000046,ACC_006002,CUST_04811,2024-08-31,DEBIT,INTERNATIONAL_WIRE,3227539.39
TXN_00000047,ACC_008801,CUST_07047,2024-09-19,DEBIT,NEFT,2291481.78
TXN_00000048,ACC_001912,CUST_01521,2024-07-19,CREDIT,RTGS,4666303.56
TXN_00000049,ACC_001319,CUST_01055,2024-09-01,DEBIT,UPI,4168741.4
TXN_00000050,ACC_005779,CUST_04633,2024-12-04,DEBIT,INTERNATIONAL_WIRE,4085538.97
TXN_00000051,ACC_005722,CUST_04587,2024-12-17,DEBIT,IMPS,577231.81
TXN_00000052,ACC_002054,CUST_01631,2024-11-19,CREDIT,CHEQUE,1053227.21
TXN_00000053,ACC_006562,CUST_05247,2024-08-22,CREDIT,CHEQUE,2442710.41
TXN_00000054,ACC_000977,CUST_00784,2024-07-24,CREDIT,NEFT,17828.09
TXN_00000055,ACC_002498,CUST_01991,2024-12-11,DEBIT,INTERNATIONAL_WIRE,2209233.38
TXN_00000056,ACC_008210,CUST_06566,2024-11-21,DEBIT,CASH,47307.5
TXN_00000057,ACC_002838,CUST_02273,2024-11-17,CREDIT,CASH,29542.97
TXN_00000058,ACC_002819,CUST_02257,2024-10-19,CREDIT,IMPS,4494917.55
TXN_00000059,ACC_000771,CUST_00618,2024-09-30,DEBIT,INTERNATIONAL_WIRE,514057.83
TXN_00000060,ACC_007792,CUST_06226,2024-12-06,DEBIT,FX,812592.59
TXN_00000061,ACC_003376,CUST_02713,2024-10-14,CREDIT,CASH,39336.94
TXN_00000062,ACC_007890,CUST_06308,2024-12-19,DEBIT,IMPS,796073.3
TXN_00000063,ACC_002076,CUST_01651,2024-10-06,CREDIT,RTGS,997944.19
TXN_00000064,ACC_008858,CUST_07096,2024-09-28,DEBIT,RTGS,118419.81
TXN_00000065,ACC_003694,CUST_02964,2024-10-11,DEBIT,FX,1395697.05
TXN_00000066,ACC_009787,CUST_07851,2024-10-11,CREDIT,NEFT,576797.23
TXN_00000067,ACC_005002,CUST_03998,2024-08-15,CREDIT,NEFT,542101.9
TXN_00000068,ACC_008350,CUST_06674,2024-09-27,CREDIT,UPI,3031083.65
TXN_00000069,ACC_009829,CUST_07881,2024-07-30,DEBIT,IMPS,222028.23
TXN_00000070,ACC_008382,CUST_06700,2024-07-01,DEBIT,IMPS,2156543.87
TXN_00000071,ACC_006315,CUST_05062,2024-12-07,DEBIT,INTERNATIONAL_WIRE,4500244.17
TXN_00000072,ACC_009744,CUST_07812,2024-09-18,CREDIT,UPI,3486072.35
TXN_00000073,ACC_002433,CUST_01941,2024-08-19,CREDIT,INTERNATIONAL_WIRE,3740697.99
TXN_00000074,ACC_003312,CUST_02662,2024-12-05,CREDIT,CHEQUE,4168642.47
TXN_00000075,ACC_005805,CUST_04653,2024-09-12,CREDIT,UPI,2208985.91
TXN_00000076,ACC_004086,CUST_03269,2024-11-08,DEBIT,INTERNATIONAL_WIRE,424069.2
TXN_00000077,ACC_009905,CUST_07940,2024-12-17,CREDIT,NEFT,4092135.48
TXN_00000078,ACC_004483,CUST_03586,2024-12-20,DEBIT,RTGS,122224.5
TXN_00000079,ACC_004681,CUST_03743,2024-10-30,DEBIT,UPI,2072263.61
TXN_00000080,ACC_003716,CUST_02980,2024-12-31,CREDIT,UPI,1219997.8
TXN_00000081,ACC_000105,CUST_00085,2024-07-28,DEBIT,RTGS,4020568.87
TXN_00000082,ACC_009953,CUST_07977,2024-10-27,DEBIT,FX,606880.86
TXN_00000083,ACC_002544,CUST_02030,2024-10-27,CREDIT,FX,4457140.49
TXN_00000084,ACC_009703,CUST_07781,2024-10-18,CREDIT,RTGS,3718302.85
TXN_00000085,ACC_009125,CUST_07305,2024-10-24,DEBIT,FX,3188343.42
TXN_00000086,ACC_009316,CUST_07455,2024-12-08,CREDIT,NEFT,3567752.96
TXN_00000087,ACC_004475,CUST_03580,2024-09-08,DEBIT,RTGS,754238.21
TXN_00000088,ACC_007348,CUST_05871,2024-12-25,DEBIT,NEFT,2074397.99
TXN_00000089,ACC_006332,CUST_05076,2024-07-30,DEBIT,FX,2100775.57
TXN_00000090,ACC_000383,CUST_00308,2024-11-25,DEBIT,IMPS,1493133.4
TXN_00000091,ACC_007479,CUST_05977,2024-10-16,DEBIT,UPI,1097186.23
TXN_00000092,ACC_008377,CUST_06695,2024-11-02,CREDIT,CASH,33774.81
TXN_00000093,ACC_007749,CUST_06195,2024-08-12,DEBIT,CHEQUE,2670664.74
TXN_00000094,ACC_007552,CUST_06034,2024-11-29,DEBIT,NEFT,3213783.97
TXN_00000095,ACC_002587,CUST_02065,2024-10-27,CREDIT,UPI,1636830.6
TXN_00000096,ACC_008751,CUST_07010,2024-09-22,CREDIT,IMPS,3760073.92
TXN_00000097,ACC_008088,CUST_06470,2024-10-03,CREDIT,NEFT,3745146.4
TXN_00000098,ACC_001002,CUST_00802,2024-09-28,DEBIT,FX,4786432.29
TXN_00000099,ACC_000778,CUST_00624,2024-07-08,DEBIT,FX,101998.05
TXN_00000100,ACC_002906,CUST_02328,2024-08-31,DEBIT,CHEQUE,4738790.34
TXN_00000101,ACC_008946,CUST_07167,2024-12-27,CREDIT,RTGS,3029502.87
TXN_00000102,ACC_002198,CUST_01750,2024-08-11,DEBIT,CHEQUE,128489.56
TXN_00000103,ACC_005959,CUST_04777,2024-11-25,CREDIT,UPI,4707358.85
TXN_00000104,ACC_003794,CUST_03038,2024-07-20,DEBIT,NEFT,3485995.29
TXN_00000105,ACC_005761,CUST_04617,2024-12-23,DEBIT,FX,4919223.37
TXN_00000106,ACC_000791,CUST_00634,2024-09-27,CREDIT,NEFT,2529853.35
TXN_00000107,ACC_006530,CUST_05225,2024-07-04,CREDIT,NEFT,2167673.65
TXN_00000108,ACC_006945,CUST_05553,2024-12-10,CREDIT,INTERNATIONAL_WIRE,765040.45
TXN_00000109,ACC_003353,CUST_02694,2024-11-11,CREDIT,CHEQUE,4041015.27
TXN_00000110,ACC_009292,CUST_07434,2024-10-28,CREDIT,IMPS,4258580.63
TXN_00000111,ACC_001662,CUST_01320,2024-09-10,DEBIT,FX,2323595.86
TXN_00000112,ACC_007268,CUST_05811,2024-09-25,CREDIT,CASH,9910.15
TXN_00000113,ACC_004050,CUST_03241,2024-09-29,CREDIT,IMPS,4401611.87
TXN_00000114,ACC_005297,CUST_04243,2024-11-20,DEBIT,CASH,5195.04
TXN_00000115,ACC_007792,CUST_06226,2024-11-03,DEBIT,INTERNATIONAL_WIRE,2380517.94
TXN_00000116,ACC_009430,CUST_07556,2024-10-23,DEBIT,IMPS,1108059.84
TXN_00000117,ACC_004649,CUST_03717,2024-09-17,CREDIT,UPI,2767409.43
TXN_00000118,ACC_006582,CUST_05263,2024-10-17,CREDIT,IMPS,3514304.43
TXN_00000119,ACC_005187,CUST_04153,2024-09-17,DEBIT,INTERNATIONAL_WIRE,963002.21
TXN_00000120,ACC_002291,CUST_01821,2024-11-15,DEBIT,RTGS,1082001.56
TXN_00000121,ACC_009304,CUST_07445,2024-09-09,CREDIT,NEFT,4163158.55
TXN_00000122,ACC_005665,CUST_04540,2024-08-28,CREDIT,NEFT,3540121.63
TXN_00000123,ACC_002419,CUST_01927,2024-09-09,DEBIT,CASH,28114.59
TXN_00000124,ACC_002414,CUST_01922,2024-12-11,CREDIT,NEFT,4363611.4
TXN_00000125,ACC_005446,CUST_04367,2024-10-29,CREDIT,RTGS,4827491.67
TXN_00000126,ACC_004830,CUST_03862,2024-10-31,DEBIT,UPI,2458783.63
TXN_00000127,ACC_001031,CUST_00827,2024-08-08,CREDIT,NEFT,4969591.22
TXN_00000128,ACC_002270,CUST_01804,2024-11-20,DEBIT,FX,2612910.42
TXN_00000129,ACC_008673,CUST_06945,2024-10-22,CREDIT,IMPS,2843190.49
TXN_00000130,ACC_001158,CUST_00928,2024-12-04,DEBIT,FX,1039018.75
TXN_00000131,ACC_004029,CUST_03225,2024-09-06,DEBIT,RTGS,869150.36
TXN_00000132,ACC_001430,CUST_01142,2024-08-10,CREDIT,CASH,34779.19
TXN_00000133,ACC_009035,CUST_07233,2024-09-13,CREDIT,CASH,35640.84
TXN_00000134,ACC_008738,CUST_07000,2024-07-19,CREDIT,FX,3956259.6
TXN_00000135,ACC_003785,CUST_03032,2024-10-17,DEBIT,INTERNATIONAL_WIRE,745032.11
TXN_00000136,ACC_005085,CUST_04065,2024-08-06,DEBIT,FX,1538128.3
TXN_00000137,ACC_005523,CUST_04426,2024-10-21,CREDIT,INTERNATIONAL_WIRE,2012602.34
TXN_00000138,ACC_005212,CUST_04175,2024-11-06,CREDIT,NEFT,2990223.51
TXN_00000139,ACC_008299,CUST_06635,2024-09-21,DEBIT,NEFT,1144699.19
TXN_00000140,ACC_000403,CUST_00327,2024-12-20,DEBIT,FX,3781368.53
TXN_00000141,ACC_009046,CUST_07243,2024-11-10,CREDIT,RTGS,4984727.68
TXN_00000142,ACC_008378,CUST_06696,2024-12-10,DEBIT,UPI,1739870.49
TXN_00000143,ACC_006376,CUST_05108,2024-09-21,DEBIT,IMPS,2058284.28
TXN_00000144,ACC_009520,CUST_07630,2024-09-12,CREDIT,FX,3802522.81
TXN_00000145,ACC_000712,CUST_00571,2024-10-25,CREDIT,IMPS,579696.41
TXN_00000146,ACC_007746,CUST_06194,2024-11-09,DEBIT,INTERNATIONAL_WIRE,4346850.48
TXN_00000147,ACC_008891,CUST_07123,2024-10-14,CREDIT,CHEQUE,3782240.13
TXN_00000148,ACC_008499,CUST_06799,2024-07-14,DEBIT,IMPS,2190636.66
TXN_00000149,ACC_009318,CUST_07456,2024-08-01,DEBIT,CASH,35779.36
TXN_00000150,ACC_005937,CUST_04761,2024-11-19,CREDIT,CASH,5567.25
TXN_00000151,ACC_002177,CUST_01734,2024-10-27,DEBIT,UPI,4663272.03
TXN_00000152,ACC_005584,CUST_04478,2024-11-08,CREDIT,FX,2412549.63
TXN_00000153,ACC_009077,CUST_07270,2024-09-01,DEBIT,UPI,953132.79
TXN_00000154,ACC_009765,CUST_07833,2024-08-04,CREDIT,FX,3950051.91
TXN_00000155,ACC_007947,CUST_06354,2024-09-26,CREDIT,FX,12926.04
TXN_00000156,ACC_005707,CUST_04575,2024-11-28,CREDIT,FX,743062.23
TXN_00000157,ACC_009311,CUST_07450,2024-09-27,CREDIT,UPI,4664267.99
TXN_00000158,ACC_003609,CUST_02906,2024-12-26,CREDIT,RTGS,4280079.28
TXN_00000159,ACC_007873,CUST_06294,2024-07-12,CREDIT,INTERNATIONAL_WIRE,4567159.5
TXN_00000160,ACC_007315,CUST_05851,2024-10-07,DEBIT,UPI,4824125.71
TXN_00000161,ACC_002414,CUST_01922,2024-11-06,CREDIT,FX,501912.97
TXN_00000162,ACC_008466,CUST_06774,2024-07-26,CREDIT,NEFT,3612246.89
TXN_00000163,ACC_007857,CUST_06282,2024-12-15,DEBIT,UPI,3907648.3
TXN_00000164,ACC_005074,CUST_04055,2024-09-25,CREDIT,INTERNATIONAL_WIRE,401668.57
TXN_00000165,ACC_006283,CUST_05034,2024-12-20,CREDIT,IMPS,3134033.22
TXN_00000166,ACC_009376,CUST_07509,2024-11-16,DEBIT,CASH,12503.74
TXN_00000167,ACC_005500,CUST_04410,2024-08-28,CREDIT,NEFT,3801872.43
TXN_00000168,ACC_001921,CUST_01528,2024-10-22,CREDIT,NEFT,230050.24
TXN_00000169,ACC_001080,CUST_00868,2024-09-14,CREDIT,RTGS,1221062.74
TXN_00000170,ACC_007896,CUST_06312,2024-11-22,DEBIT,RTGS,875429.27
TXN_00000171,ACC_007337,CUST_05865,2024-12-06,CREDIT,CHEQUE,715674.29
TXN_00000172,ACC_008875,CUST_07108,2024-12-11,CREDIT,INTERNATIONAL_WIRE,47086.22
TXN_00000173,ACC_008949,CUST_07169,2024-09-12,DEBIT,NEFT,2208704.75
TXN_00000174,ACC_006620,CUST_05292,2024-11-28,CREDIT,INTERNATIONAL_WIRE,1250566.11
TXN_00000175,ACC_005770,CUST_04625,2024-08-20,CREDIT,NEFT,1186104.79
TXN_00000176,ACC_006878,CUST_05495,2024-11-25,CREDIT,NEFT,4889724.63
TXN_00000177,ACC_007586,CUST_06065,2024-09-09,DEBIT,CASH,45620.23
TXN_00000178,ACC_009543,CUST_07648,2024-09-12,DEBIT,CHEQUE,4009679.59
TXN_00000179,ACC_004188,CUST_03348,2024-12-10,CREDIT,INTERNATIONAL_WIRE,3777911.06
TXN_00000180,ACC_002606,CUST_02082,2024-12-08,DEBIT,IMPS,3943073.56
TXN_00000181,ACC_000649,CUST_00524,2024-11-26,DEBIT,NEFT,4548148.1
TXN_00000182,ACC_006246,CUST_05006,2024-10-15,DEBIT,FX,2697084.85
TXN_00000183,ACC_007021,CUST_05610,2024-11-13,CREDIT,FX,822805.65
TXN_00000184,ACC_009262,CUST_07412,2024-09-14,CREDIT,FX,575937.02
TXN_00000185,ACC_001434,CUST_01146,2024-08-06,DEBIT,FX,3381650.99
TXN_00000186,ACC_007622,CUST_06095,2024-11-20,CREDIT,NEFT,1322366.45
TXN_00000187,ACC_002365,CUST_01880,2024-10-25,CREDIT,CHEQUE,1905189.39
TXN_00000188,ACC_007124,CUST_05692,2024-07-28,CREDIT,NEFT,3097772.38
TXN_00000189,ACC_006274,CUST_05027,2024-12-04,DEBIT,INTERNATIONAL_WIRE,4119294.37
TXN_00000190,ACC_005772,CUST_04627,2024-12-14,DEBIT,NEFT,4731313.04
TXN_00000191,ACC_005814,CUST_04661,2024-11-04,DEBIT,CHEQUE,678406.68
TXN_00000192,ACC_008732,CUST_06995,2024-10-03,CREDIT,CHEQUE,3711370.85
TXN_00000193,ACC_002942,CUST_02359,2024-10-15,CREDIT,CHEQUE,2040638.62
TXN_00000194,ACC_005362,CUST_04296,2024-07-09,DEBIT,UPI,2223534.83
TXN_00000195,ACC_004507,CUST_03604,2024-10-01,CREDIT,CHEQUE,4508490.89
TXN_00000196,ACC_006871,CUST_05489,2024-07-16,DEBIT,NEFT,4745059.04
TXN_00000197,ACC_008752,CUST_07011,2024-07-24,DEBIT,NEFT,3933994.27
TXN_00000198,ACC_004653,CUST_03720,2024-08-02,DEBIT,NEFT,4149106.2
TXN_00000199,ACC_003955,CUST_03169,2024-11-28,DEBIT,IMPS,3871865.45
TXN_00000200,ACC_000051,CUST_00043,2024-09-09,DEBIT,RTGS,2701123.26
TXN_00000201,ACC_003321,CUST_02669,2024-07-29,DEBIT,RTGS,74400.15
TXN_00000202,ACC_004543,CUST_03635,2024-11-28,DEBIT,IMPS,262089.85
TXN_00000203,ACC_008077,CUST_06461,2024-11-12,DEBIT,UPI,2241431.24
TXN_00000204,ACC_006942,CUST_05550,2024-11-09,CREDIT,CHEQUE,1107826.63
TXN_00000205,ACC_000836,CUST_00670,2024-12-16,CREDIT,INTERNATIONAL_WIRE,4820134.51
TXN_00000206,ACC_001170,CUST_00938,2024-10-31,CREDIT,INTERNATIONAL_WIRE,539898.35
TXN_00000207,ACC_008530,CUST_06823,2024-07-19,CREDIT,CHEQUE,741754.29
TXN_00000208,ACC_002413,CUST_01922,2024-09-09,CREDIT,UPI,4973139.32
TXN_00000209,ACC_005641,CUST_04522,2024-10-25,CREDIT,NEFT,3965501.16
TXN_00000210,ACC_002195,CUST_01748,2024-12-15,DEBIT,UPI,2257829.42
TXN_00000211,ACC_004363,CUST_03486,2024-10-14,CREDIT,UPI,2080006.65
TXN_00000212,ACC_001824,CUST_01451,2024-09-19,CREDIT,IMPS,4767967.23
TXN_00000213,ACC_009117,CUST_07299,2024-07-18,DEBIT,NEFT,2159439.41
TXN_00000214,ACC_007145,CUST_05707,2024-08-03,CREDIT,INTERNATIONAL_WIRE,611244.2
TXN_00000215,ACC_006772,CUST_05410,2024-12-18,CREDIT,FX,4579226.77
TXN_00000216,ACC_000989,CUST_00792,2024-09-12,CREDIT,NEFT,2889634.8
TXN_00000217,ACC_004065,CUST_03254,2024-08-09,DEBIT,FX,541181.09
TXN_00000218,ACC_007050,CUST_05631,2024-07-30,DEBIT,FX,2145619.14
TXN_00000219,ACC_000509,CUST_00414,2024-12-03,CREDIT,NEFT,902162.32
TXN_00000220,ACC_005901,CUST_04733,2024-09-25,DEBIT,FX,716343.13
TXN_00000221,ACC_007684,CUST_06139,2024-07-18,DEBIT,NEFT,3730584.2
TXN_00000222,ACC_004117,CUST_03296,2024-10-05,CREDIT,RTGS,1850328.46
TXN_00000223,ACC_006202,CUST_04969,2024-11-23,DEBIT,RTGS,787133.74
TXN_00000224,ACC_000957,CUST_00769,2024-12-20,CREDIT,INTERNATIONAL_WIRE,2120131.46
TXN_00000225,ACC_008499,CUST_06799,2024-10-15,DEBIT,IMPS,2149625.18
TXN_00000226,ACC_005424,CUST_04350,2024-12-21,CREDIT,CHEQUE,3335696.08
TXN_00000227,ACC_000877,CUST_00702,2024-08-26,DEBIT,NEFT,1022195.18
TXN_00000228,ACC_004033,CUST_03228,2024-08-05,CREDIT,IMPS,600009.72
TXN_00000229,ACC_009559,CUST_07661,2024-10-19,CREDIT,CHEQUE,3518385.95
TXN_00000230,ACC_009617,CUST_07709,2024-11-21,CREDIT,NEFT,1985416.16
TXN_00000231,ACC_000817,CUST_00656,2024-10-20,DEBIT,CASH,43243.39
TXN_00000232,ACC_008243,CUST_06590,2024-11-24,CREDIT,IMPS,575955.35
TXN_00000233,ACC_000405,CUST_00329,2024-09-22,CREDIT,FX,3448081.24
TXN_00000234,ACC_006938,CUST_05546,2024-07-23,DEBIT,RTGS,2178439.07
TXN_00000235,ACC_007678,CUST_06135,2024-11-12,CREDIT,INTERNATIONAL_WIRE,1697632.45
TXN_00000236,ACC_006372,CUST_05105,2024-08-13,DEBIT,CHEQUE,2549809.32
TXN_00000237,ACC_006693,CUST_05347,2024-09-28,DEBIT,RTGS,514112.36
TXN_00000238,ACC_004898,CUST_03922,2024-08-20,DEBIT,FX,3795785.98
TXN_00000239,ACC_001435,CUST_01146,2024-08-15,CREDIT,UPI,3772253.68
TXN_00000240,ACC_008640,CUST_06917,2024-12-28,CREDIT,FX,4854868.22
TXN_00000241,ACC_006040,CUST_04841,2024-08-08,CREDIT,UPI,3156962.46
TXN_00000242,ACC_005264,CUST_04217,2024-11-29,DEBIT,IMPS,2308766.26
TXN_00000243,ACC_000731,CUST_00586,2024-07-15,CREDIT,NEFT,3223367.88
TXN_00000244,ACC_001728,CUST_01373,2024-12-05,CREDIT,UPI,2901689.0
TXN_00000245,ACC_000791,CUST_00634,2024-10-24,DEBIT,IMPS,3025068.67
TXN_00000246,ACC_009639,CUST_07727,2024-08-08,CREDIT,NEFT,4054852.96
TXN_00000247,ACC_006573,CUST_05256,2024-12-30,DEBIT,NEFT,1238793.84
TXN_00000248,ACC_008414,CUST_06731,2024-10-21,DEBIT,IMPS,1864322.63
TXN_00000249,ACC_005418,CUST_04344,2024-10-08,CREDIT,INTERNATIONAL_WIRE,2989469.52
TXN_00000250,ACC_006403,CUST_05129,2024-07-17,CREDIT,IMPS,1260053.73
TXN_00000251,ACC_002865,CUST_02295,2024-09-24,DEBIT,IMPS,1551227.66
TXN_00000252,ACC_007514,CUST_06003,2024-08-03,DEBIT,IMPS,2794654.46
TXN_00000253,ACC_006281,CUST_05032,2024-08-02,DEBIT,INTERNATIONAL_WIRE,3352313.15
TXN_00000254,ACC_009769,CUST_07835,2024-10-01,CREDIT,CASH,9832.88
TXN_00000255,ACC_004097,CUST_03278,2024-09-26,CREDIT,RTGS,1132792.58
TXN_00000256,ACC_002620,CUST_02094,2024-08-09,DEBIT,CHEQUE,3854396.51
TXN_00000257,ACC_000734,CUST_00589,2024-12-17,DEBIT,CHEQUE,1883661.68
TXN_00000258,ACC_003090,CUST_02482,2024-08-16,DEBIT,INTERNATIONAL_WIRE,2188423.26
TXN_00000259,ACC_007874,CUST_06294,2024-10-02,DEBIT,UPI,3053016.05
TXN_00000260,ACC_008641,CUST_06917,2024-08-29,CREDIT,FX,3921872.76
TXN_00000261,ACC_003709,CUST_02974,2024-10-03,CREDIT,UPI,3847215.82
TXN_00000262,ACC_007325,CUST_05856,2024-11-06,DEBIT,FX,998568.69
TXN_00000263,ACC_002636,CUST_02107,2024-09-03,CREDIT,FX,1856123.41
TXN_00000264,ACC_001963,CUST_01562,2024-12-30,DEBIT,IMPS,419467.24
TXN_00000265,ACC_003054,CUST_02453,2024-09-08,DEBIT,FX,2187419.05
TXN_00000266,ACC_004242,CUST_03391,2024-10-24,DEBIT,UPI,266379.11
TXN_00000267,ACC_009651,CUST_07735,2024-10-04,DEBIT,IMPS,1122771.34
TXN_00000268,ACC_006092,CUST_04881,2024-07-26,CREDIT,FX,730331.93
TXN_00000269,ACC_000745,CUST_00596,2024-09-12,CREDIT,INTERNATIONAL_WIRE,4155569.32
TXN_00000270,ACC_009020,CUST_07222,2024-10-23,DEBIT,NEFT,1279694.05
TXN_00000271,ACC_002847,CUST_02282,2024-11-18,CREDIT,NEFT,3880885.55
TXN_00000272,ACC_004537,CUST_03629,2024-09-16,DEBIT,UPI,3194794.77
TXN_00000273,ACC_008799,CUST_07046,2024-07-17,CREDIT,CHEQUE,2680315.32
TXN_00000274,ACC_009903,CUST_07938,2024-11-25,DEBIT,IMPS,2146251.54
TXN_00000275,ACC_006758,CUST_05401,2024-08-31,DEBIT,INTERNATIONAL_WIRE,3341107.69
TXN_00000276,ACC_006913,CUST_05527,2024-07-18,DEBIT,UPI,4366669.86
TXN_00000277,ACC_000840,CUST_00674,2024-12-10,CREDIT,IMPS,3736608.23
TXN_00000278,ACC_006838,CUST_05462,2024-07-18,DEBIT,FX,2909558.42
TXN_00000279,ACC_006361,CUST_05097,2024-08-04,CREDIT,CASH,40861.93
TXN_00000280,ACC_003332,CUST_02678,2024-12-23,CREDIT,INTERNATIONAL_WIRE,911471.76
TXN_00000281,ACC_002571,CUST_02055,2024-07-17,CREDIT,NEFT,1467283.51
TXN_00000282,ACC_000844,CUST_00677,2024-08-21,CREDIT,IMPS,2576966.41
TXN_00000283,ACC_009102,CUST_07286,2024-09-03,DEBIT,CASH,15019.43
TXN_00000284,ACC_000921,CUST_00738,2024-12-15,DEBIT,FX,1840159.07
TXN_00000285,ACC_007671,CUST_06133,2024-10-21,CREDIT,IMPS,4868620.55
TXN_00000286,ACC_009534,CUST_07641,2024-12-25,CREDIT,FX,413149.27
TXN_00000287,ACC_008143,CUST_06513,2024-07-21,DEBIT,CHEQUE,1468902.72
TXN_00000288,ACC_001963,CUST_01562,2024-07-21,CREDIT,IMPS,2229634.22
TXN_00000289,ACC_008176,CUST_06539,2024-08-12,CREDIT,UPI,211871.58
TXN_00000290,ACC_006753,CUST_05396,2024-12-05,CREDIT,INTERNATIONAL_WIRE,4900138.39
TXN_00000291,ACC_001105,CUST_00887,2024-07-20,CREDIT,IMPS,2565478.79
TXN_00000292,ACC_003049,CUST_02448,2024-07-08,CREDIT,NEFT,631237.5
TXN_00000293,ACC_004505,CUST_03603,2024-12-13,CREDIT,CHEQUE,162023.38
TXN_00000294,ACC_002923,CUST_02341,2024-12-21,CREDIT,IMPS,2219752.05
TXN_00000295,ACC_001466,CUST_01167,2024-11-24,CREDIT,UPI,1571995.77
TXN_00000296,ACC_005341,CUST_04281,2024-09-02,DEBIT,INTERNATIONAL_WIRE,930321.64
