TRANSACTION_ID,ACCOUNT_ID,CUSTOMER_ID,CASE_ID,TXN_DATE,TXN_TYPE,TXN_AMOUNT,COUNTRY
TXN0000071,ACCT000698,CUST004785,CASE001935,2024-06-03,IMPS,133641.76466247623,US
TXN0000072,ACCT007333,CUST000763,CASE004585,2023-02-18,IMPS,28800.132157820604,US
TXN0000073,ACCT003462,CUST002854,CASE000814,2024-02-08,NEFT,85678.18996619292,HK
TXN0000074,ACCT007419,CUST002654,CASE002237,2024-11-16,IMPS,7669.715321045633,AE
TXN0000075,ACCT000130,CUST004781,CASE000760,2024-06-27,IMPS,51485.9850257711,AE
TXN0000076,ACCT004817,CUST005362,CASE002393,2023-12-04,NEFT,50332.77775068959,HK
TXN0000077,ACCT004557,CUST001655,CASE002252,2023-08-27,NEFT,39526.61872728074,IN
TXN0000078,ACCT004222,CUST000719,CASE001364,2024-08-18,UPI,47276.323678713256,HK
TXN0000079,ACCT007113,CUST005631,CASE002681,2024-09-01,IMPS,9609.553794220836,US
TXN0000080,ACCT001523,CUST000894,CASE004993,2023-07-31,NEFT,34341.700861982914,US
TXN0000081,ACCT002766,CUST000509,CASE000724,2024-05-30,NEFT,45124.503262242724,SG
TXN0000082,ACCT004215,CUST005303,CASE004662,2024-09-08,UPI,121588.70510312195,US
TXN0000083,ACCT005488,CUST000787,CASE003582,2023-09-14,NEFT,19739.50414406762,HK
TXN0000084,ACCT005095,CUST003958,CASE001251,2023-01-08,NEFT,18636.28235267357,GB
TXN0000085,ACCT006208,CUST003473,CASE004632,2024-12-30,IMPS,35735.04687542772,HK
TXN0000086,ACCT004396,CUST000395,CASE004255,2024-09-19,IMPS,63207.32346734879,IN
TXN0000087,ACCT001995,CUST000841,CASE001196,2024-03-23,UPI,36329.5060707791,AE
TXN0000088,ACCT002235,CUST002284,CASE001522,2023-04-17,NEFT,26400.265603985372,IN
TXN0000089,ACCT003712,CUST004768,CASE004572,2024-07-03,NEFT,41702.80389397586,SG
TXN0000090,ACCT000873,CUST000702,CASE004217,2023-06-08,UPI,48351.53455307861,HK
TXN0000091,ACCT008060,CUST000607,CASE004062,2023-09-11,IMPS,83362.23929797584,US
TXN0000092,ACCT004008,CUST005372,CASE004786,2023-09-12,NEFT,35242.44412500575,HK
TXN0000093,ACCT005334,CUST001638,CASE003047,2024-09-28,IMPS,37135.199676331315,HK
TXN0000094,ACCT008232,CUST001661,CASE002889,2023-02-12,UPI,33172.98865664358,SG
TXN0000095,ACCT001100,CUST003281,CASE003924,2024-08-04,IMPS,22162.261362395835,GB
TXN0000096,ACCT006953,CUST004287,CASE001760,2023-07-25,IMPS,53095.83330428147,HK
TXN0000097,ACCT003674,CUST004215,CASE000880,2023-11-16,NEFT,45543.56121260649,SG
TXN0000098,ACCT007118,CUST003905,CASE002075,2024-09-13,NEFT,30264.96465550017,AE
TXN0000099,ACCT000694,CUST000511,CASE004179,2024-06-16,UPI,28961.616525792047,HK
TXN0000100,ACCT007260,CUST002536,CASE003021,2024-11-03,UPI,16506.44196509253,AE
TXN0000101,ACCT000831,CUST003568,CASE000760,2024-03-22,IMPS,26746.683313849113,US
TXN0000102,ACCT008646,CUST001494,CASE002788,2023-01-17,IMPS,37011.757385324214,HK
TXN0000103,ACCT006129,CUST005597,CASE004484,2024-11-13,NEFT,19485.972459416498,SG
TXN0000104,ACCT000814,CUST003510,CASE001521,2023-05-26,NEFT,24330.695817090484,AE
TXN0000105,ACCT008204,CUST004006,CASE001678,2024-07-05,NEFT,67246.26279177156,AE
TXN0000106,ACCT008028,CUST005379,CASE001675,2023-06-10,UPI,151764.9706379647,US
TXN0000107,ACCT001570,CUST005364,CASE004141,2024-09-13,IMPS,40942.387553032684,US
TXN0000108,ACCT001269,CUST002937,CASE001040,2023-04-28,NEFT,29624.70359851223,US
TXN0000109,ACCT001336,CUST002345,CASE002421,2024-11-30,NEFT,31130.624634960892,US
TXN0000110,ACCT006659,CUST005398,CASE001088,2023-09-17,UPI,13844.963801415617,HK
TXN0000111,ACCT000311,CUST003286,CASE000784,2023-11-30,IMPS,34686.88523416642,IN
TXN0000112,ACCT004751,CUST002446,CASE001588,2024-09-30,IMPS,35384.87220706492,IN
TXN0000113,ACCT005114,CUST002772,CASE003001,2024-07-22,NEFT,193245.13417597933,IN
TXN0000114,ACCT003619,CUST004058,CASE001255,2024-04-07,UPI,33589.9900437374,AE
TXN0000115,ACCT001782,CUST004178,CASE002779,2023-08-12,NEFT,49841.29101344897,AE
TXN0000116,ACCT007536,CUST005399,CASE001270,2023-07-05,NEFT,32359.496548241717,IN
TXN0000117,ACCT004644,CUST003336,CASE002311,2023-12-11,UPI,13216.003644017355,AE
TXN0000118,ACCT001426,CUST000305,CASE003262,2023-09-30,NEFT,73928.05869841838,IN
TXN0000119,ACCT002876,CUST004418,CASE003391,2024-12-03,UPI,47794.64062761534,SG
TXN0000120,ACCT005567,CUST002417,CASE003717,2023-07-14,UPI,39718.0371485023,SG
TXN0000121,ACCT005436,CUST004449,CASE000444,2023-04-18,NEFT,16685.01439484523,GB
TXN0000122,ACCT003965,CUST000968,CASE000471,2024-08-03,NEFT,102392.36559725912,AE
TXN0000123,ACCT007450,CUST002453,CASE002919,2024-11-21,UPI,11905.220058102013,GB
TXN0000124,ACCT007154,CUST000343,CASE000023,2024-03-25,NEFT,56310.74576675478,SG
TXN0000125,ACCT007576,CUST002551,CASE004281,2023-03-06,UPI,181350.13362140843,IN
TXN0000126,ACCT006277,CUST004718,CASE001477,2023-06-07,IMPS,28603.578315988685,AE
TXN0000127,ACCT005980,CUST004511,CASE001896,2024-08-13,UPI,30170.930224887772,IN
TXN0000128,ACCT006072,CUST004577,CASE002619,2024-03-28,IMPS,43474.39310793572,IN
TXN0000129,ACCT006859,CUST003651,CASE003624,2024-11-27,UPI,28934.167237849182,US
TXN0000130,ACCT004863,CUST001449,CASE004326,2024-07-02,UPI,11299.059567499537,AE
TXN0000131,ACCT000526,CUST005969,CASE002172,2024-06-14,NEFT,34057.74386074914,HK
TXN0000132,ACCT008657,CUST004707,CASE000905,2023-09-15,IMPS,23313.78483011732,US
TXN0000133,ACCT000403,CUST005011,CASE000531,2023-02-23,NEFT,62530.83999465425,SG
TXN0000134,ACCT004994,CUST004078,CASE000409,2023-03-18,NEFT,23121.387243983147,US
TXN0000135,ACCT003627,CUST003006,CASE002031,2024-07-15,NEFT,83893.67363970923,AE
TXN0000136,ACCT006827,CUST003126,CASE003949,2023-09-03,UPI,30280.62154700606,GB
TXN0000137,ACCT006035,CUST005366,CASE000434,2024-11-07,IMPS,24887.070944066905,IN
TXN0000138,ACCT008852,CUST004765,CASE003694,2023-07-01,NEFT,45332.75838650865,HK
TXN0000139,ACCT000541,CUST004411,CASE002209,2023-01-09,NEFT,12933.927399543149,HK
TXN0000140,ACCT001008,CUST003347,CASE001390,2024-06-30,NEFT,57546.6634346486,US
TXN0000141,ACCT003670,CUST002398,CASE004632,2024-09-28,IMPS,117108.40282987157,GB
TXN0000142,ACCT007712,CUST005409,CASE003119,2023-10-18,IMPS,14626.003890501148,US
TXN0000143,ACCT001777,CUST000626,CASE000302,2023-10-19,NEFT,40345.76220750792,SG
TXN0000144,ACCT001547,CUST002639,CASE004611,2024-06-19,UPI,63648.47963885172,AE
TXN0000145,ACCT000501,CUST005407,CASE002975,2023-09-27,IMPS,88548.21357051942,US
TXN0000146,ACCT001376,CUST003948,CASE002027,2023-05-27,IMPS,20666.810880559515,GB
TXN0000147,ACCT001207,CUST003163,CASE004093,2023-08-12,NEFT,19400.116829553433,IN
TXN0000148,ACCT008506,CUST004713,CASE002871,2023-10-27,UPI,64456.23511467344,GB
TXN0000149,ACCT004850,CUST001641,CASE004678,2023-09-17,IMPS,60346.734477386446,AE
TXN0000150,ACCT006040,CUST003273,CASE003131,2024-10-24,NEFT,28690.14313337826,SG
TXN0000151,ACCT000110,CUST000543,CASE000102,2024-11-06,UPI,39825.39993087687,HK
TXN0000152,ACCT008815,CUST002459,CASE001494,2024-07-14,IMPS,25010.89125317757,HK
TXN0000153,ACCT001814,CUST001237,CASE000214,2023-11-15,UPI,51927.00375434314,AE
TXN0000154,ACCT006276,CUST004726,CASE000164,2024-02-03,NEFT,33241.15660614545,GB
TXN0000155,ACCT001926,CUST002965,CASE000027,2023-12-05,UPI,36267.77127159146,US
TXN0000156,ACCT001115,CUST003386,CASE004553,2024-09-24,UPI,156279.4871998348,IN
TXN0000157,ACCT007658,CUST005321,CASE004093,2023-04-16,UPI,33975.09617638365,GB
TXN0000158,ACCT006656,CUST000905,CASE004292,2024-12-22,NEFT,20000.68008118205,HK
TXN0000159,ACCT007618,CUST002543,CASE002274,2023-03-07,UPI,75973.31802194564,GB
TXN0000160,ACCT007605,CUST001624,CASE000824,2023-04-11,IMPS,25812.935940413936,IN
TXN0000161,ACCT005503,CUST004406,CASE003287,2024-04-10,IMPS,71711.92006424846,SG
TXN0000162,ACCT007111,CUST001903,CASE002605,2023-06-07,NEFT,109925.74448839892,US
TXN0000163,ACCT005932,CUST001683,CASE000919,2024-06-16,IMPS,28266.78799231033,US
TXN0000164,ACCT002741,CUST003284,CASE003018,2023-06-08,UPI,44886.24704048738,HK
TXN0000165,ACCT003935,CUST000475,CASE002313,2023-12-23,IMPS,69022.21568203309,GB
TXN0000166,ACCT008695,CUST005464,CASE002924,2024-01-21,UPI,57733.157583587876,IN
TXN0000167,ACCT006954,CUST002119,CASE003409,2024-02-12,IMPS,149497.52133375994,GB
TXN0000168,ACCT007748,CUST002410,CASE001071,2024-03-03,UPI,30742.851438451213,GB
TXN0000169,ACCT001852,CUST004108,CASE003681,2024-01-31,NEFT,30068.12499642719,SG
TXN0000170,ACCT008178,CUST002521,CASE002729,2024-11-01,NEFT,25468.955923958285,GB
TXN0000171,ACCT005029,CUST002097,CASE004952,2023-10-28,NEFT,25244.29387487243,US
TXN0000172,ACCT007696,CUST002666,CASE000296,2024-08-23,UPI,28336.53027906798,IN
TXN0000173,ACCT003280,CUST004545,CASE004735,2023-11-27,NEFT,56822.878985901334,IN
TXN0000174,ACCT002437,CUST002528,CASE000730,2024-03-24,UPI,58929.62263294326,US
TXN0000175,ACCT006886,CUST004582,CASE001958,2023-10-15,UPI,69658.59984116755,GB
TXN0000176,ACCT000616,CUST003731,CASE004548,2024-08-16,UPI,44412.762018852845,HK
TXN0000177,ACCT003552,CUST005506,CASE001087,2024-02-16,NEFT,81973.00993480331,US
TXN0000178,ACCT007823,CUST001940,CASE002716,2024-10-16,NEFT,26813.975592507177,AE
TXN0000179,ACCT006940,CUST002813,CASE002268,2024-06-08,IMPS,131468.15479115213,US
TXN0000180,ACCT008044,CUST005699,CASE001527,2023-03-30,UPI,57293.930535699,US
TXN0000181,ACCT002583,CUST001699,CASE001614,2024-04-02,IMPS,25655.94040214216,SG
TXN0000182,ACCT006036,CUST000003,CASE001045,2023-05-09,IMPS,20231.389764689262,AE
TXN0000183,ACCT003622,CUST000928,CASE003535,2024-02-01,NEFT,50886.08368734606,SG
TXN0000184,ACCT000133,CUST001797,CASE003600,2024-06-16,NEFT,36874.280397189206,SG
TXN0000185,ACCT000909,CUST002060,CASE004055,2024-06-22,NEFT,52829.38501319965,GB
TXN0000186,ACCT007906,CUST001086,CASE000608,2023-06-08,NEFT,35233.44501854177,AE
TXN0000187,ACCT004936,CUST000180,CASE002866,2023-06-10,NEFT,32218.81670430444,AE
TXN0000188,ACCT008240,CUST004719,CASE002882,2024-01-20,NEFT,15762.505772900644,IN
TXN0000189,ACCT002306,CUST004710,CASE004224,2023-07-31,IMPS,11707.504946045448,IN
TXN0000190,ACCT003082,CUST004019,CASE002887,2023-12-17,NEFT,32839.54533687025,HK
TXN0000191,ACCT003055,CUST004609,CASE003334,2023-03-19,IMPS,50663.33934450598,US
TXN0000192,ACCT006187,CUST000097,CASE002584,2024-02-22,IMPS,62820.23426824303,SG
TXN0000193,ACCT000272,CUST003368,CASE004745,2023-06-26,NEFT,20043.69662517358,GB
TXN0000194,ACCT004467,CUST002956,CASE000553,2024-09-02,UPI,55097.38240013599,IN
TXN0000195,ACCT004913,CUST002443,CASE003883,2024-04-05,IMPS,64844.000084137944,SG
TXN0000196,ACCT003162,CUST005356,CASE000940,2023-04-27,IMPS,19364.29224621573,IN
TXN0000197,ACCT001750,CUST005245,CASE003406,2024-02-28,IMPS,54381.81821655074,US
TXN0000198,ACCT001862,CUST001414,CASE002011,2024-03-31,IMPS,56644.49940554202,SG
TXN0000199,ACCT007345,CUST001000,CASE004119,2024-09-10,NEFT,15475.75266417328,GB
TXN0000200,ACCT001271,CUST003529,CASE000308,2024-01-23,IMPS,33282.9572084284,AE
TXN0000201,ACCT004909,CUST002508,CASE000758,2024-05-14,UPI,50150.44119285115,HK
TXN0000202,ACCT004691,CUST001340,CASE002739,2024-10-08,NEFT,69520.7296549925,SG
TXN0000203,ACCT004651,CUST000538,CASE001458,2024-12-09,UPI,104732.49662348995,IN
TXN0000204,ACCT003777,CUST005765,CASE001390,2024-04-28,NEFT,20428.258688289498,AE
TXN0000205,ACCT004096,CUST000511,CASE000683,2024-10-11,NEFT,18858.245654946462,HK
TXN0000206,ACCT004033,CUST002682,CASE000509,2023-10-25,NEFT,42674.8150630051,US
TXN0000207,ACCT005580,CUST000343,CASE000415,2024-07-13,UPI,53235.68881353328,HK
TXN0000208,ACCT000832,CUST001443,CASE000631,2024-10-24,IMPS,73066.93855985154,IN
TXN0000209,ACCT007234,CUST005195,CASE003205,2023-03-26,NEFT,563547.2590832723,AE
TXN0000210,ACCT005527,CUST003696,CASE000700,2024-08-15,IMPS,37164.842769093986,GB
TXN0000211,ACCT002906,CUST000925,CASE000875,2023-08-15,UPI,105159.28659964773,HK
TXN0000212,ACCT005538,CUST005255,CASE004976,2023-02-02,IMPS,46361.975096862894,SG
TXN0000213,ACCT007146,CUST005055,CASE002751,2024-02-15,UPI,66907.88255170808,SG
TXN0000214,ACCT001997,CUST004227,CASE003212,2023-12-04,UPI,25646.162531264457,SG
TXN0000215,ACCT000203,CUST000567,CASE000552,2024-09-13,IMPS,63973.59140374769,SG
TXN0000216,ACCT007064,CUST004760,CASE000811,2024-05-17,NEFT,26203.2870804015,GB
TXN0000217,ACCT006115,CUST000762,CASE002697,2023-02-16,IMPS,36056.5622981532,AE
TXN0000218,ACCT004982,CUST004962,CASE000952,2024-11-01,IMPS,22006.464350880753,GB
TXN0000219,ACCT001682,CUST001290,CASE004978,2024-12-08,IMPS,30587.309732265374,SG
TXN0000220,ACCT008254,CUST001377,CASE000689,2023-01-06,NEFT,133478.11197673567,AE
TXN0000221,ACCT008409,CUST001403,CASE004729,2024-12-01,NEFT,15064.725899107396,US
TXN0000222,ACCT003106,CUST005794,CASE002634,2023-11-17,UPI,42071.704115303844,AE
TXN0000223,ACCT000094,CUST001339,CASE000886,2023-01-24,IMPS,19197.92728979823,HK
TXN0000224,ACCT004948,CUST004381,CASE004146,2024-12-01,IMPS,21749.676993347744,GB
TXN0000225,ACCT004960,CUST003415,CASE004265,2024-02-03,IMPS,72934.18509719949,HK
TXN0000226,ACCT006607,CUST001555,CASE004444,2023-02-27,IMPS,45704.913503729236,AE
TXN0000227,ACCT007592,CUST003211,CASE002026,2023-04-07,IMPS,28318.608763855267,GB
TXN0000228,ACCT006318,CUST002223,CASE000834,2024-04-16,NEFT,34102.37935341815,HK
TXN0000229,ACCT005115,CUST004253,CASE002568,2023-04-07,IMPS,69463.87266684175,AE
TXN0000230,ACCT002450,CUST002305,CASE000780,2024-11-24,UPI,27040.86801860036,IN
TXN0000231,ACCT003125,CUST003370,CASE000839,2023-06-19,UPI,46180.82840302374,SG
TXN0000232,ACCT006597,CUST002054,CASE001500,2023-08-14,UPI,49906.178877462495,US
TXN0000233,ACCT004108,CUST003709,CASE002063,2024-11-15,UPI,31975.4593070671,HK
TXN0000234,ACCT002854,CUST000523,CASE001989,2024-05-04,UPI,142075.6294516904,AE
TXN0000235,ACCT000165,CUST003562,CASE001981,2023-05-04,NEFT,49764.86015784027,US
TXN0000236,ACCT006946,CUST000187,CASE003153,2024-01-04,NEFT,14714.059249915634,IN
TXN0000237,ACCT005095,CUST003958,CASE004834,2023-06-03,IMPS,48996.40877323345,US
TXN0000238,ACCT008086,CUST000871,CASE000425,2023-08-23,NEFT,31373.2264432533,US
TXN0000239,ACCT008180,CUST004375,CASE003677,2023-01-31,UPI,86095.02747480423,GB
TXN0000240,ACCT005539,CUST005901,CASE000168,2023-02-10,IMPS,30700.24764758166,AE
TXN0000241,ACCT003583,CUST001533,CASE000599,2024-10-25,NEFT,48763.79075348309,IN
TXN0000242,ACCT008079,CUST000889,CASE001127,2024-09-16,NEFT,44783.136194660256,SG
TXN0000243,ACCT004531,CUST001931,CASE000531,2024-11-18,NEFT,63600.246769353034,HK
TXN0000244,ACCT008714,CUST001806,CASE003559,2024-10-17,NEFT,20923.16701930916,GB
TXN0000245,ACCT003833,CUST000824,CASE001799,2023-05-24,IMPS,34059.1124598566,US
TXN0000246,ACCT001695,CUST002238,CASE001563,2024-03-23,IMPS,22122.207532343564,HK
TXN0000247,ACCT003141,CUST004296,CASE003494,2024-03-02,NEFT,33019.11943277001,US
TXN0000248,ACCT000350,CUST005532,CASE000326,2024-12-14,IMPS,150871.80726724424,SG
TXN0000249,ACCT002960,CUST000385,CASE001893,2024-08-23,NEFT,44975.027753702234,IN
TXN0000250,ACCT008538,CUST005317,CASE000661,2024-09-29,UPI,19955.23515540737,GB
TXN0000251,ACCT006986,CUST005408,CASE001567,2023-03-04,IMPS,74551.20210095205,SG
TXN0000252,ACCT004087,CUST004758,CASE002836,2023-02-14,IMPS,166581.36339424492,IN
TXN0000253,ACCT007689,CUST005832,CASE004576,2023-01-05,NEFT,74057.88295577666,US
TXN0000254,ACCT004875,CUST000722,CASE003273,2024-04-18,IMPS,13278.519399878749,AE
TXN0000255,ACCT005678,CUST005134,CASE003397,2024-07-01,NEFT,26991.970259219805,AE
TXN0000256,ACCT001159,CUST003953,CASE002666,2024-09-22,UPI,88748.68266831193,US
TXN0000257,ACCT005873,CUST003439,CASE002290,2024-03-05,NEFT,28481.96945267563,GB
TXN0000258,ACCT005882,CUST004354,CASE003038,2024-11-30,UPI,62572.57661913681,US
TXN0000259,ACCT005453,CUST005320,CASE000284,2024-07-03,UPI,43335.12915677666,GB
TXN0000260,ACCT005365,CUST003175,CASE003388,2024-03-27,UPI,20202.64605448107,AE
TXN0000261,ACCT005807,CUST004840,CASE000816,2024-12-18,IMPS,51587.25754561119,IN
TXN0000262,ACCT006730,CUST002933,CASE001888,2024-06-06,UPI,4844.984673464947,HK
TXN0000263,ACCT003759,CUST005363,CASE000081,2024-04-15,IMPS,26069.49915160133,SG
TXN0000264,ACCT000499,CUST001827,CASE001167,2024-01-21,UPI,22409.55377210271,AE
TXN0000265,ACCT003888,CUST003859,CASE004116,2024-01-14,IMPS,13384.754383527454,HK
TXN0000266,ACCT000648,CUST004878,CASE001774,2023-05-14,IMPS,139201.11316572115,GB
TXN0000267,ACCT008930,CUST001139,CASE000518,2023-12-09,UPI,12073.77589467666,US
TXN0000268,ACCT003770,CUST002503,CASE003631,2024-06-08,NEFT,41642.31815566683,GB
TXN0000269,ACCT005246,CUST004131,CASE001321,2023-02-24,UPI,58985.19873029428,HK
TXN0000270,ACCT005197,CUST005871,CASE001782,2024-11-23,NEFT,89135.66511618861,IN
TXN0000271,ACCT001437,CUST005493,CASE000862,2023-07-05,UPI,18338.410993346264,IN
TXN0000272,ACCT008767,CUST001342,CASE003539,2023-02-11,UPI,74127.34620395198,GB
TXN0000273,ACCT005478,CUST004168,CASE000216,2024-10-07,IMPS,52758.783740447405,IN
TXN0000274,ACCT003849,CUST004924,CASE003421,2023-07-09,UPI,15014.747948293334,SG
TXN0000275,ACCT008965,CUST000486,CASE000365,2023-01-30,IMPS,61869.854178711714,AE
TXN0000276,ACCT001110,CUST004216,CASE002072,2024-07-02,UPI,32564.15311635143,IN
TXN0000277,ACCT008913,CUST004307,CASE002145,2024-02-07,UPI,26736.819598306858,HK
TXN0000278,ACCT001027,CUST005417,CASE003651,2024-02-18,NEFT,46195.82380238056,GB
TXN0000279,ACCT003139,CUST000877,CASE004970,2024-03-17,NEFT,38333.28593657374,US
TXN0000280,ACCT007836,CUST003020,CASE002295,2023-01-17,UPI,32872.38854193176,AE
TXN0000281,ACCT005102,CUST002144,CASE002514,2023-06-09,IMPS,47885.38035522275,SG
TXN0000282,ACCT002126,CUST005866,CASE000369,2023-02-21,NEFT,65752.83069538712,IN
TXN0000283,ACCT004821,CUST001830,CASE002395,2024-05-03,UPI,11449.584990188272,IN
TXN0000284,ACCT003265,CUST002955,CASE003730,2023-09-17,NEFT,113278.1262423024,US
