CUSTOMER_ID,AVG_TXN,STATE,CUSTOMER_TYPE,OCCUPATION,KYC_RISK
CUST000103,51918,UP,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST000104,59120,TN,INDIVIDUAL,TRADER,HIGH
CUST000105,47380,TN,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST000106,54934,KA,INDIVIDUAL,TRADER,MEDIUM
CUST000107,18432,UP,INDIVIDUAL,TRADER,HIGH
CUST000108,47844,UP,INDIVIDUAL,EMPLOYEE,MEDIUM
CUST000109,11729,WB,CORPORATE,SELF_EMPLOYED,HIGH
CUST000110,28132,RJ,CORPORATE,EMPLOYEE,LOW
CUST000111,39503,MH,INDIVIDUAL,TRADER,LOW
CUST000112,33863,WB,INDIVIDUAL,EMPLOYEE,MEDIUM
CUST000113,36065,RJ,CORPORATE,STUDENT,HIGH
CUST000114,27307,KA,INDIVIDUAL,RETIRED,LOW
CUST000115,20058,KA,CORPORATE,TRADER,MEDIUM
CUST000116,11645,DL,CORPORATE,RETIRED,MEDIUM
CUST000117,12292,GJ,INDIVIDUAL,TRADER,LOW
CUST000118,11380,UP,CORPORATE,TRADER,MEDIUM
CUST000119,21541,GJ,CORPORATE,RETIRED,MEDIUM
CUST000120,31558,KA,CORPORATE,STUDENT,LOW
CUST000121,39416,UP,INDIVIDUAL,SELF_EMPLOYED,LOW
CUST000122,6576,TN,INDIVIDUAL,EMPLOYEE,MEDIUM
CUST000123,20054,KA,CORPORATE,STUDENT,LOW
CUST000124,35434,MH,CORPORATE,TRADER,HIGH
CUST000125,39756,UP,CORPORATE,STUDENT,LOW
CUST000126,58432,KA,INDIVIDUAL,TRADER,LOW
CUST000127,16351,GJ,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST000128,36340,GJ,INDIVIDUAL,RETIRED,LOW
CUST000129,37472,KA,CORPORATE,EMPLOYEE,LOW
CUST000130,53348,UP,INDIVIDUAL,TRADER,LOW
CUST000131,21630,DL,CORPORATE,TRADER,HIGH
CUST000132,9951,WB,INDIVIDUAL,EMPLOYEE,LOW
CUST000133,33161,UP,CORPORATE,TRADER,HIGH
CUST000134,46123,MH,CORPORATE,EMPLOYEE,HIGH
CUST000135,43787,UP,CORPORATE,RETIRED,LOW
CUST000136,16852,MH,CORPORATE,TRADER,LOW
CUST000137,51745,DL,CORPORATE,EMPLOYEE,MEDIUM
CUST000138,19722,KA,INDIVIDUAL,STUDENT,LOW
CUST000139,4344,TN,INDIVIDUAL,STUDENT,MEDIUM
CUST000140,21673,KA,INDIVIDUAL,TRADER,MEDIUM
CUST000141,55500,RJ,CORPORATE,RETIRED,LOW
CUST000142,26530,DL,CORPORATE,RETIRED,LOW
CUST000143,35087,UP,CORPORATE,STUDENT,MEDIUM
CUST000144,39900,RJ,INDIVIDUAL,STUDENT,MEDIUM
CUST000145,43230,KA,CORPORATE,STUDENT,LOW
CUST000146,5650,WB,CORPORATE,SELF_EMPLOYED,HIGH
CUST000147,47973,KA,CORPORATE,RETIRED,HIGH
CUST000148,45416,DL,CORPORATE,STUDENT,MEDIUM
CUST000149,8189,UP,CORPORATE,SELF_EMPLOYED,LOW
CUST000150,47847,GJ,INDIVIDUAL,RETIRED,MEDIUM
CUST000151,22364,MH,INDIVIDUAL,EMPLOYEE,HIGH
CUST000152,10053,RJ,CORPORATE,EMPLOYEE,MEDIUM
CUST000153,46309,GJ,CORPORATE,TRADER,HIGH
CUST000154,8358,MH,INDIVIDUAL,STUDENT,LOW
CUST000155,54522,KA,CORPORATE,EMPLOYEE,LOW
CUST000156,30279,GJ,CORPORATE,RETIRED,HIGH
CUST000157,32818,UP,CORPORATE,TRADER,LOW
CUST000158,16832,KA,INDIVIDUAL,RETIRED,MEDIUM
CUST000159,47132,DL,CORPORATE,RETIRED,LOW
CUST000160,3383,RJ,INDIVIDUAL,EMPLOYEE,LOW
CUST000161,45978,UP,CORPORATE,STUDENT,HIGH
CUST000162,51774,UP,CORPORATE,RETIRED,HIGH
CUST000163,26640,RJ,CORPORATE,EMPLOYEE,LOW
CUST000164,11854,MH,INDIVIDUAL,EMPLOYEE,LOW
CUST000165,48615,TN,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST000166,45508,KA,INDIVIDUAL,STUDENT,HIGH
CUST000167,59242,TN,INDIVIDUAL,TRADER,MEDIUM
CUST000168,12710,UP,CORPORATE,EMPLOYEE,LOW
CUST000169,13885,KA,CORPORATE,STUDENT,MEDIUM
CUST000170,4286,UP,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST000171,40318,RJ,INDIVIDUAL,TRADER,LOW
CUST000172,9728,RJ,CORPORATE,STUDENT,HIGH
CUST000173,40923,GJ,INDIVIDUAL,STUDENT,MEDIUM
CUST000174,34857,UP,INDIVIDUAL,EMPLOYEE,HIGH
CUST000175,4246,RJ,CORPORATE,RETIRED,LOW
CUST000176,20553,RJ,CORPORATE,EMPLOYEE,MEDIUM
CUST000177,43809,WB,CORPORATE,STUDENT,LOW
CUST000178,13573,GJ,INDIVIDUAL,STUDENT,MEDIUM
CUST000179,31712,TN,INDIVIDUAL,RETIRED,HIGH
CUST000180,25226,UP,INDIVIDUAL,TRADER,HIGH
CUST000181,49621,RJ,CORPORATE,TRADER,MEDIUM
CUST000182,55412,KA,INDIVIDUAL,TRADER,HIGH
CUST000183,52103,DL,CORPORATE,SELF_EMPLOYED,LOW
CUST000184,16073,KA,CORPORATE,EMPLOYEE,MEDIUM
CUST000185,35356,GJ,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST000186,6083,MH,CORPORATE,TRADER,MEDIUM
CUST000187,47363,KA,INDIVIDUAL,RETIRED,LOW
CUST000188,55875,DL,CORPORATE,STUDENT,LOW
CUST000189,43472,TN,INDIVIDUAL,RETIRED,LOW
CUST000190,34874,GJ,CORPORATE,TRADER,LOW
CUST000191,53468,GJ,INDIVIDUAL,RETIRED,HIGH
CUST000192,46875,DL,INDIVIDUAL,STUDENT,MEDIUM
CUST000193,58154,DL,INDIVIDUAL,RETIRED,HIGH
CUST000194,54259,DL,INDIVIDUAL,RETIRED,LOW
CUST000195,13947,DL,INDIVIDUAL,TRADER,LOW
CUST000196,50733,GJ,CORPORATE,RETIRED,MEDIUM
CUST000197,51008,DL,INDIVIDUAL,TRADER,MEDIUM
CUST000198,56684,KA,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST000199,30246,MH,INDIVIDUAL,STUDENT,MEDIUM
CUST000200,21792,KA,INDIVIDUAL,TRADER,MEDIUM
CUST000201,49871,RJ,CORPORATE,SELF_EMPLOYED,LOW
CUST000202,52362,RJ,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST000203,30093,RJ,CORPORATE,RETIRED,HIGH
CUST000204,26709,MH,CORPORATE,SELF_EMPLOYED,LOW
CUST000205,50030,DL,INDIVIDUAL,TRADER,MEDIUM
CUST000206,29322,KA,CORPORATE,EMPLOYEE,MEDIUM
CUST000207,52754,MH,INDIVIDUAL,RETIRED,LOW
CUST000208,44393,GJ,CORPORATE,STUDENT,HIGH
CUST000209,48926,GJ,CORPORATE,TRADER,LOW
CUST000210,57198,GJ,INDIVIDUAL,STUDENT,MEDIUM
CUST000211,45197,TN,CORPORATE,TRADER,HIGH
CUST000212,29509,TN,CORPORATE,EMPLOYEE,LOW
CUST000213,38221,WB,CORPORATE,SELF_EMPLOYED,HIGH
CUST000214,38441,GJ,INDIVIDUAL,EMPLOYEE,HIGH
CUST000215,39161,GJ,CORPORATE,SELF_EMPLOYED,LOW
CUST000216,4827,GJ,INDIVIDUAL,TRADER,HIGH
CUST000217,30705,DL,INDIVIDUAL,TRADER,MEDIUM
CUST000218,44090,WB,INDIVIDUAL,EMPLOYEE,HIGH
CUST000219,11175,UP,CORPORATE,RETIRED,HIGH
CUST000220,3341,UP,CORPORATE,SELF_EMPLOYED,HIGH
CUST000221,41115,TN,CORPORATE,TRADER,MEDIUM
CUST000222,46707,KA,CORPORATE,RETIRED,HIGH
CUST000223,19228,DL,CORPORATE,RETIRED,HIGH
CUST000224,15619,WB,CORPORATE,EMPLOYEE,LOW
CUST000225,49638,RJ,CORPORATE,EMPLOYEE,LOW
CUST000226,7075,RJ,INDIVIDUAL,STUDENT,LOW
CUST000227,32239,DL,CORPORATE,RETIRED,MEDIUM
CUST000228,41550,RJ,CORPORATE,RETIRED,MEDIUM
CUST000229,44711,RJ,CORPORATE,STUDENT,HIGH
CUST000230,30323,KA,INDIVIDUAL,RETIRED,LOW
CUST000231,34769,UP,INDIVIDUAL,RETIRED,HIGH
CUST000232,10737,TN,CORPORATE,STUDENT,LOW
CUST000233,51922,KA,CORPORATE,EMPLOYEE,HIGH
CUST000234,58857,RJ,INDIVIDUAL,EMPLOYEE,MEDIUM
CUST000235,40471,GJ,INDIVIDUAL,RETIRED,LOW
CUST000236,10716,WB,CORPORATE,TRADER,MEDIUM
CUST000237,22266,UP,INDIVIDUAL,SELF_EMPLOYED,LOW
CUST000238,54366,RJ,INDIVIDUAL,TRADER,MEDIUM
CUST000239,17128,KA,CORPORATE,EMPLOYEE,LOW
CUST000240,38883,WB,INDIVIDUAL,EMPLOYEE,MEDIUM
CUST000241,34534,GJ,CORPORATE,TRADER,MEDIUM
CUST000242,34144,KA,INDIVIDUAL,RETIRED,HIGH
CUST000243,33207,UP,CORPORATE,SELF_EMPLOYED,HIGH
CUST000244,24313,DL,CORPORATE,STUDENT,LOW
CUST000245,28912,WB,INDIVIDUAL,STUDENT,HIGH
CUST000246,21178,DL,INDIVIDUAL,EMPLOYEE,HIGH
CUST000247,44294,GJ,INDIVIDUAL,RETIRED,LOW
CUST000248,15610,MH,INDIVIDUAL,STUDENT,HIGH
CUST000249,4223,DL,INDIVIDUAL,EMPLOYEE,MEDIUM
CUST000250,54560,TN,INDIVIDUAL,RETIRED,MEDIUM
CUST000251,8547,WB,CORPORATE,RETIRED,LOW
CUST000252,35209,MH,CORPORATE,STUDENT,LOW
CUST000253,30193,MH,CORPORATE,STUDENT,MEDIUM
CUST000254,8965,DL,INDIVIDUAL,RETIRED,LOW
CUST000255,21700,KA,INDIVIDUAL,TRADER,LOW
CUST000256,13107,GJ,CORPORATE,SELF_EMPLOYED,LOW
CUST000257,43270,WB,INDIVIDUAL,EMPLOYEE,HIGH
CUST000258,6833,GJ,CORPORATE,EMPLOYEE,MEDIUM
CUST000259,12336,RJ,CORPORATE,TRADER,MEDIUM
CUST000260,57246,DL,INDIVIDUAL,SELF_EMPLOYED,LOW
CUST000261,52291,TN,CORPORATE,RETIRED,HIGH
CUST000262,28234,DL,CORPORATE,EMPLOYEE,MEDIUM
CUST000263,33462,RJ,INDIVIDUAL,STUDENT,LOW
CUST000264,29705,TN,INDIVIDUAL,TRADER,HIGH
CUST000265,41415,DL,INDIVIDUAL,RETIRED,HIGH
CUST000266,54459,KA,CORPORATE,RETIRED,MEDIUM
CUST000267,32227,DL,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST000268,38418,KA,INDIVIDUAL,RETIRED,MEDIUM
CUST000269,39382,UP,INDIVIDUAL,EMPLOYEE,MEDIUM
CUST000270,57353,GJ,INDIVIDUAL,EMPLOYEE,LOW
CUST000271,34600,GJ,CORPORATE,STUDENT,MEDIUM
CUST000272,58210,TN,CORPORATE,EMPLOYEE,LOW
CUST000273,51443,DL,CORPORATE,EMPLOYEE,MEDIUM
CUST000274,48772,DL,INDIVIDUAL,RETIRED,MEDIUM
CUST000275,31309,TN,CORPORATE,TRADER,HIGH
CUST000276,20128,UP,CORPORATE,SELF_EMPLOYED,HIGH
CUST000277,24078,WB,INDIVIDUAL,STUDENT,HIGH
CUST000278,24525,MH,INDIVIDUAL,EMPLOYEE,HIGH
CUST000279,34229,MH,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST000280,39424,UP,CORPORATE,RETIRED,LOW
CUST000281,54596,DL,INDIVIDUAL,STUDENT,HIGH
CUST000282,11088,WB,CORPORATE,RETIRED,MEDIUM
CUST000283,28346,KA,INDIVIDUAL,EMPLOYEE,MEDIUM
CUST000284,27279,TN,CORPORATE,EMPLOYEE,LOW
CUST000285,51702,MH,CORPORATE,TRADER,LOW
CUST000286,8896,GJ,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST000287,26789,MH,CORPORATE,STUDENT,HIGH
CUST000288,49331,TN,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST000289,28957,DL,CORPORATE,RETIRED,HIGH
CUST000290,35375,KA,INDIVIDUAL,RETIRED,HIGH
CUST000291,47720,KA,INDIVIDUAL,RETIRED,LOW
CUST000292,51888,DL,INDIVIDUAL,TRADER,HIGH
CUST000293,59064,TN,CORPORATE,SELF_EMPLOYED,HIGH
CUST000294,4515,GJ,CORPORATE,EMPLOYEE,MEDIUM
CUST000295,45006,MH,CORPORATE,STUDENT,MEDIUM
CUST000296,20959,DL,CORPORATE,STUDENT,MEDIUM
CUST000297,36898,MH,INDIVIDUAL,EMPLOYEE,MEDIUM
CUST000298,30529,UP,CORPORATE,EMPLOYEE,MEDIUM
CUST000299,15753,WB,INDIVIDUAL,RETIRED,LOW
CUST000300,51329,TN,CORPORATE,EMPLOYEE,LOW
CUST000301,15902,KA,CORPORATE,TRADER,LOW
CUST000302,44025,DL,INDIVIDUAL,STUDENT,MEDIUM
CUST000303,55956,MH,CORPORATE,TRADER,LOW
CUST000304,10067,UP,INDIVIDUAL,TRADER,LOW
CUST000305,56846,WB,INDIVIDUAL,EMPLOYEE,HIGH
CUST000306,43603,UP,INDIVIDUAL,STUDENT,HIGH
CUST000307,11180,DL,INDIVIDUAL,EMPLOYEE,MEDIUM
CUST000308,23531,DL,INDIVIDUAL,EMPLOYEE,MEDIUM
CUST000309,6590,GJ,CORPORATE,EMPLOYEE,LOW
CUST000310,47404,MH,INDIVIDUAL,TRADER,MEDIUM
CUST000311,29324,DL,CORPORATE,SELF_EMPLOYED,HIGH
CUST000312,54607,MH,CORPORATE,STUDENT,MEDIUM
CUST000313,55111,RJ,INDIVIDUAL,TRADER,HIGH
CUST000314,47287,MH,CORPORATE,RETIRED,MEDIUM
CUST000315,41522,TN,INDIVIDUAL,EMPLOYEE,LOW
CUST000316,42005,DL,INDIVIDUAL,RETIRED,LOW
CUST000317,44770,GJ,CORPORATE,STUDENT,MEDIUM
CUST000318,50488,UP,INDIVIDUAL,SELF_EMPLOYED,LOW
CUST000319,55233,MH,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST000320,41307,RJ,CORPORATE,TRADER,HIGH
CUST000321,38464,KA,INDIVIDUAL,STUDENT,MEDIUM
CUST000322,42539,WB,CORPORATE,TRADER,LOW
CUST000323,36926,KA,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST000324,56686,MH,CORPORATE,TRADER,LOW
CUST000325,16131,TN,INDIVIDUAL,TRADER,LOW
CUST000326,46768,UP,CORPORATE,RETIRED,HIGH
CUST000327,24701,WB,CORPORATE,STUDENT,MEDIUM
CUST000328,13635,DL,CORPORATE,EMPLOYEE,MEDIUM
CUST000329,17378,MH,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST000330,43889,TN,INDIVIDUAL,STUDENT,HIGH
CUST000331,53354,WB,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST000332,15074,MH,CORPORATE,EMPLOYEE,LOW
CUST000333,26454,MH,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST000334,31862,TN,CORPORATE,EMPLOYEE,LOW
CUST000335,16049,TN,CORPORATE,SELF_EMPLOYED,LOW
CUST000336,20170,KA,CORPORATE,RETIRED,LOW
CUST000337,14700,TN,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST000338,9631,MH,INDIVIDUAL,STUDENT,HIGH
CUST000339,54603,DL,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST000340,32897,TN,CORPORATE,TRADER,HIGH
CUST000341,14230,RJ,INDIVIDUAL,EMPLOYEE,LOW
CUST000342,11571,TN,INDIVIDUAL,RETIRED,MEDIUM
CUST000343,48505,WB,CORPORATE,RETIRED,MEDIUM
CUST000344,44690,TN,INDIVIDUAL,RETIRED,HIGH
CUST000345,15392,GJ,INDIVIDUAL,TRADER,LOW
CUST000346,6490,GJ,INDIVIDUAL,RETIRED,HIGH
CUST000347,35046,TN,INDIVIDUAL,STUDENT,HIGH
CUST000348,43297,DL,INDIVIDUAL,RETIRED,MEDIUM
CUST000349,52237,WB,CORPORATE,RETIRED,MEDIUM
CUST000350,14730,WB,CORPORATE,RETIRED,HIGH
CUST000351,34673,UP,CORPORATE,TRADER,HIGH
CUST000352,29276,MH,INDIVIDUAL,SELF_EMPLOYED,LOW
CUST000353,32627,TN,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST000354,30854,RJ,INDIVIDUAL,TRADER,MEDIUM
CUST000355,39080,DL,INDIVIDUAL,EMPLOYEE,MEDIUM
CUST000356,32131,WB,INDIVIDUAL,RETIRED,LOW
CUST000357,33490,WB,CORPORATE,STUDENT,MEDIUM
CUST000358,31344,RJ,CORPORATE,STUDENT,MEDIUM
CUST000359,20892,RJ,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST000360,18321,GJ,INDIVIDUAL,TRADER,LOW
CUST000361,22301,DL,CORPORATE,SELF_EMPLOYED,LOW
CUST000362,10771,DL,CORPORATE,EMPLOYEE,HIGH
CUST000363,16127,WB,INDIVIDUAL,TRADER,MEDIUM
CUST000364,22838,GJ,INDIVIDUAL,RETIRED,LOW
CUST000365,59033,GJ,INDIVIDUAL,TRADER,MEDIUM
CUST000366,56890,WB,CORPORATE,STUDENT,HIGH
CUST000367,52663,MH,CORPORATE,RETIRED,LOW
CUST000368,59719,RJ,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST000369,52095,TN,CORPORATE,SELF_EMPLOYED,HIGH
CUST000370,41469,UP,CORPORATE,TRADER,LOW
CUST000371,23517,TN,CORPORATE,STUDENT,LOW
CUST000372,31749,UP,INDIVIDUAL,TRADER,LOW
CUST000373,40847,KA,CORPORATE,EMPLOYEE,MEDIUM
CUST000374,56110,WB,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST000375,30899,RJ,CORPORATE,TRADER,HIGH
CUST000376,4523,MH,INDIVIDUAL,SELF_EMPLOYED,MEDIUM
CUST000377,40236,RJ,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST000378,7175,RJ,INDIVIDUAL,STUDENT,LOW
CUST000379,24550,UP,CORPORATE,EMPLOYEE,LOW
CUST000380,9836,KA,INDIVIDUAL,RETIRED,MEDIUM
CUST000381,4758,KA,INDIVIDUAL,EMPLOYEE,MEDIUM
CUST000382,21600,TN,INDIVIDUAL,TRADER,HIGH
CUST000383,37366,DL,CORPORATE,EMPLOYEE,MEDIUM
CUST000384,36982,MH,INDIVIDUAL,TRADER,MEDIUM
CUST000385,28631,KA,INDIVIDUAL,SELF_EMPLOYED,HIGH
CUST000386,30421,UP,INDIVIDUAL,STUDENT,LOW
CUST000387,11515,TN,CORPORATE,STUDENT,HIGH
CUST000388,46567,UP,INDIVIDUAL,RETIRED,HIGH
CUST000389,23336,TN,CORPORATE,TRADER,LOW
CUST000390,3487,KA,CORPORATE,EMPLOYEE,MEDIUM
CUST000391,42639,TN,CORPORATE,RETIRED,MEDIUM
CUST000392,33159,UP,INDIVIDUAL,EMPLOYEE,MEDIUM
CUST000393,45355,UP,CORPORATE,TRADER,MEDIUM
CUST000394,43175,KA,CORPORATE,SELF_EMPLOYED,LOW
CUST000395,43483,RJ,CORPORATE,STUDENT,HIGH
CUST000396,15022,DL,CORPORATE,EMPLOYEE,LOW
CUST000397,13350,GJ,CORPORATE,EMPLOYEE,HIGH
CUST000398,50614,TN,CORPORATE,STUDENT,HIGH
CUST000399,10944,WB,INDIVIDUAL,EMPLOYEE,HIGH
CUST000400,53235,WB,CORPORATE,STUDENT,LOW
CUST000401,19565,TN,INDIVIDUAL,STUDENT,LOW
CUST000402,7796,UP,CORPORATE,TRADER,HIGH
CUST000403,29171,TN,CORPORATE,EMPLOYEE,LOW
CUST000404,19423,DL,INDIVIDUAL,TRADER,HIGH
CUST000405,52065,UP,CORPORATE,STUDENT,LOW
CUST000406,8409,TN,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST000407,56767,GJ,INDIVIDUAL,SELF_EMPLOYED,LOW
CUST000408,42779,DL,INDIVIDUAL,TRADER,LOW
CUST000409,38039,RJ,INDIVIDUAL,EMPLOYEE,HIGH
CUST000410,53042,MH,CORPORATE,SELF_EMPLOYED,MEDIUM
CUST000411,26467,KA,INDIVIDUAL,EMPLOYEE,HIGH
CUST000412,37884,TN,CORPORATE,EMPLOYEE,HIGH
CUST000413,56183,DL,CORPORATE,TRADER,MEDIUM
CUST000414,6435,MH,INDIVIDUAL,STUDENT,LOW
