ACCOUNT_ID,customer_id,account_type,account_currency,account_status,account_balance_current,avg_balance_30d,avg_balance_90d,account_age_days,customer_account_age_days,customer_kyc_age_days,customer_age_years,customer_address_change_count_12m,customer_phone_change_count_12m,account_txn_velocity_1h,account_txn_velocity_24h,account_pass_through_ratio_1d,account_pass_through_ratio_7d,account_pass_through_ratio_30d,account_incoming_txn_spike_score,account_outgoing_txn_spike_score,account_dormancy_days,account_dormant_reactivation_flag,account_unique_beneficiary_count_7d,account_unique_beneficiary_count_30d,upi_transaction_velocity_score,upi_transaction_entropy_score,upi_failed_transaction_ratio,upi_reversal_count_7d,upi_first_transaction_delay_minutes,upi_new_account_high_velocity_flag,upi_round_amount_transaction_ratio,upi_unique_counterparty_count_7d,upi_new_counterparty_ratio,upi_counterparty_growth_rate,upi_night_transaction_ratio,upi_ip_change_count_30d,upi_geo_location_variance,upi_device_change_count_30d,upi_pass_through_ratio_24h,upi_pass_through_ratio_7d,upi_burst_transaction_flag,upi_new_device_transfer_flag,atm_cash_withdrawal_count_24h,atm_cash_withdrawal_count_7d,atm_cash_withdrawal_amount_24h,atm_cash_withdrawal_amount_7d,atm_cash_deposit_count_24h,atm_cash_deposit_count_7d,atm_cash_deposit_amount_24h,atm_cash_deposit_amount_7d,atm_round_amount_deposit_ratio,atm_deposit_to_withdrawal_ratio,atm_night_withdrawal_ratio,atm_pin_retry_count_24h,atm_failed_transaction_count_7d,atm_terminal_usage_count_24h,atm_terminal_usage_count_7d,atm_geo_distance_variance,atm_multi_city_withdrawal_flag,atm_withdrawal_velocity_score,atm_rapid_withdrawal_flag,atm_new_account_cash_activity_flag,branch_cash_deposit_count_7d,branch_cash_deposit_count_30d,branch_cash_deposit_amount_7d,branch_cash_deposit_amount_30d,branch_structured_cash_deposit_flag,branch_multiple_same_day_deposits_flag,branch_deposit_round_amount_ratio,branch_cash_deposit_frequency_score,branch_deposit_spike_flag,branch_deposit_to_transfer_delay_minutes,branch_deposit_to_upi_transfer_ratio,branch_deposit_to_imps_transfer_ratio,branch_deposit_to_neft_transfer_ratio,branch_deposit_to_rtgs_transfer_ratio,branch_cash_pass_through_ratio,branch_deposit_count_new_account_7d,branch_deposit_amount_new_account_7d,merchant_transaction_count_24h,merchant_transaction_count_7d,merchant_transaction_amount_24h,merchant_transaction_amount_7d,merchant_avg_transaction_amount,merchant_round_amount_ratio,merchant_high_value_transaction_ratio,merchant_unique_customer_count_7d,merchant_new_customer_ratio,merchant_repeat_customer_ratio,merchant_refund_transaction_count,merchant_refund_ratio,merchant_chargeback_ratio,merchant_transaction_velocity_score,merchant_transaction_entropy_score,merchant_night_transaction_ratio,merchant_cross_border_transaction_ratio,merchant_terminal_switch_count,merchant_terminal_geo_variance,merchant_gateway_transaction_ratio,merchant_gateway_refund_ratio,merchant_gateway_chargeback_ratio,merchant_gateway_customer_entropy,merchant_settlement_amount_24h,merchant_settlement_velocity_score,device_session_duration_seconds,device_failed_login_count_24h,device_failed_login_count_7d,device_login_velocity_score,device_new_device_flag,device_device_change_count_30d,device_ip_change_count_7d,device_geo_variance_score,device_cross_country_login_flag,device_impossible_travel_flag,device_scripted_interaction_score,device_touch_pattern_entropy,device_typing_speed_score,device_session_entropy_score,customer_device_count,customer_ip_count,customer_login_count_7d,customer_login_count_30d,customer_login_geo_variance,sim_age_days,sim_swap_count_30d,foreign_sim_usage_flag,customer_phone_reuse_count,customer_email_reuse_count,customer_device_link_count,customer_identity_risk_score,customer_shared_mobile_count,customer_shared_email_count,total_fin_in_last_24h,total_fin_in_last_7d,total_fin_in_last_30d,fin_in_txn_count_24h,unique_senders_24h,avg_fin_in_amount,max_fin_in_amount,total_fin_out_last_24h,total_fin_out_last_7d,total_fin_out_last_30d,fin_out_txn_count_24h,unique_receivers_24h,avg_fin_out_amount,fin_in_fin_out_ratio,counterparty_is_new_beneficiary,inbound_outbound_time_gap,fin_out_immediate_after_in,fin_in_round_amount_ratio,fin_in_small_value_burst,fin_out_wallet_transfer_ratio,counterparty_shared_mobile_flag,counterparty_shared_device_flag,cross_border_transaction_count,cross_border_fin_in_ratio,cross_border_fin_out_ratio,high_risk_country_transfer_ratio,graph_node_degree,graph_in_degree,graph_out_degree,graph_degree_centrality,graph_betweenness_centrality,graph_closeness_centrality,graph_eigenvector_centrality,graph_pagerank_score,graph_clustering_coefficient,graph_triangle_count,graph_kcore_score,graph_community_size,graph_cross_border_edge_ratio,graph_money_flow_depth,graph_transaction_path_length,graph_cycle_detection_flag,graph_layering_pattern_score,graph_structuring_pattern_score,graph_ring_network_score,graph_account_device_link_count,graph_multi_identity_cluster_size,graph_channel_diversity_score,graph_channel_transition_score,graph_channel_behavior_entropy,network_neighbor_mule_ratio,network_two_hop_mule_exposure,network_three_hop_mule_exposure,network_suspicious_cluster_score,network_propagation_risk_score,network_behavior_anomaly_score,network_transaction_entropy,network_money_flow_concentration,network_cluster_risk_score,network_high_risk_neighbor_count,cross_channel_login_count_24h,cross_channel_device_usage_count,cross_channel_geo_variance,cross_channel_behavior_entropy,cross_channel_counterparty_overlap,cross_channel_session_overlap_flag,cross_channel_transaction_count_24h,cross_channel_transaction_amount_24h,cross_channel_channel_diversity,cross_channel_pass_through_ratio,cross_channel_velocity_score,mule_ring_shared_beneficiary_ratio,mule_ring_shared_sender_ratio,mule_ring_shared_device_count,mule_ring_shared_ip_count,mule_cartel_device_network_size,mule_cartel_layer_depth,mule_network_risk_score,mule_flag,mule_event_date,target_source_type,target_reason_summary,event_strength_score,mule_typology,typology_confidence,typology_reason_summary
ACC00002199,CUST0006257,WALLET,INR,ACTIVE,103752.41,113733.7,81628.61,3453,3452.0,166.0,38.19,1.0,1.0,0.0,0.0,0.0,0.0,0.0005478695417513,1.2,0.0,-1.0,0.0,0.0,2.0,-0.1638873139879005,0.0,0.0285714285714285,0.0,4473087.0,0.0,0.3714285714285714,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1749.3333333333333,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,-0.5219350233263921,-1.4428232973175177e-12,0.0966666666666666,1.584962500716828,1.0,3.0,0.0,1.0,3.0,3452.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,10735.1,110735.1,222993.66,0.0,1.0,54863.77374999999,100000.0,0.0,0.0,116.29,0.0,0.0,29589.26392857143,0.0,True,3258.0,0.0,1.0,0.0,0.6730769230769231,0.0,0.0,52.0,1.0,1.0,0.0,36.0,36.0,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,37.0,0.0,34.0,34.0,1.0,-0.1135817378850441,3.701574894799528,-0.1135817378850441,0.0,36.0,8.0,8.0,2.602187170937792,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.9444444444444444,36.0,0.0,1.0,1.0,18.0,2.5499547418524062,34.0,0.0,1.0,10735.1,7.0,0.2920532398307545,0.0,0,0,0.0,3.0,0.0,1.0,0.0,0,,,,,,,
ACC00002200,CUST0000218,WALLET,INR,ACTIVE,31837.61,26815.85,31119.42,3036,3035.0,1103.0,51.98,0.0,0.0,0.0,0.0,0.0,0.0,0.849869225227779,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0444444444444444,0.0,3851663.0,0.0,0.3555555555555555,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,513.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.294828586670672,-1.4428232973175177e-12,0.2,-1.4428232973175177e-12,1.0,1.0,0.0,0.0,1.0,3035.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,125723.79,0.0,0.0,47687.69291666666,100000.0,0.0,0.0,106848.78,0.0,0.0,43750.95233333333,0.0,False,795.0,0.0,0.0,0.0,0.8333333333333334,1.0,0.0,54.0,1.0,1.0,0.0,30.0,30.0,30.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,31.0,0.0,28.0,28.0,1.0,-0.2036556785015292,3.732914563950543,-0.2036556785015292,0.0,30.0,9.0,9.0,2.502258412681613,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.9333333333333332,30.0,0.0,0.0,1.0,17.0,2.198202996337896,28.0,1.0,0.0,0.0,7.0,0.5421530567840923,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0,,,,,,,
ACC00002201,CUST0003209,OD,INR,ACTIVE,31259.52,30779.9,22399.89,3468,3467.0,2764.0,67.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0689655172413793,0.0,4470703.0,0.0,0.3448275862068966,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2068.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.1354882416542522,-1.4428232973175177e-12,0.18,1.9999999999942293,1.0,4.0,0.0,0.0,3.0,3467.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2067.76,0.0,0.0,19526.86823529412,100000.0,0.0,0.0,0.0,0.0,0.0,50676.23166666667,0.0,False,13304.0,0.0,0.0,0.0,0.6170212765957447,0.0,0.0,47.0,1.0,1.0,0.0,35.0,35.0,35.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,36.0,0.0,33.0,33.0,1.0,-0.128594061321125,3.984890222481477,-0.128594061321125,0.0,35.0,8.0,8.0,2.7008910609422543,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.9428571428571428,35.0,0.0,0.0,1.0,16.0,2.495093089806318,33.0,1.0,0.0,0.0,6.0,0.4180094961693782,0.0,0,0,0.0,4.0,0.0,1.0,0.0,0,,,,,,,
ACC00002202,CUST0006727,SAVINGS,INR,ACTIVE,28479.31,25314.66,22693.87,3383,3382.0,4328.0,17.83,0.0,0.0,0.0,0.0,0.0,0.0,0.4201515873499996,0.0,1.6666666666666667,-1.0,0.0,0.0,2.0,0.0,0.0,0.0303030303030303,0.0,4348356.0,0.0,0.2424242424242424,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1482.3333333333333,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,-0.5219350233263921,-1.4428232973175177e-12,0.21,1.584962500716828,1.0,3.0,0.0,0.0,2.0,3382.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,156722.84,0.0,0.0,39249.14166666667,100000.0,100000.0,100000.0,165847.35,0.0,1.0,46286.97342857143,0.0,True,1480.0,0.0,0.0,0.0,0.6226415094339622,0.0,0.0,53.0,1.0,1.0,0.0,36.0,36.0,36.0,0.9473684210526316,0.0,0.0,0.0,0.9473684210526316,0.0,0.0,36.0,37.0,0.0,35.0,35.0,1.0,-0.0835570910128824,4.37373590948402,-0.0835570910128824,0.0,36.0,9.0,9.0,2.7665438617848706,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.9210526315789472,36.0,0.0,1.0,1.0,18.0,2.4897554759959,34.0,1.0,1.0,100000.0,6.0,0.3161608731896881,0.0,0,0,0.0,3.0,0.0,1.0,0.0,0,,,,,,,
ACC00002203,CUST0000777,CURRENT,INR,ACTIVE,39614.74,42325.72,32846.06,562,561.0,1714.0,66.38,0.0,0.0,0.0,1.0,0.0,0.0,1.4529685104786991,0.0,0.0,0.0,0.0,1.0,4.0,-0.1638873139879005,-1.4428232973175177e-12,0.0,0.0,286304.0,0.0,0.3666666666666666,1.0,0.0666666666666666,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817.3333333333334,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.5219350233263921,-1.4428232973175177e-12,0.11,1.584962500716828,1.0,3.0,0.0,0.0,3.0,561.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,18017.83,18017.83,18343.88,1.0,1.0,39237.16722222223,100000.0,0.0,0.0,26653.08,0.0,0.0,47492.38370370371,0.0,True,14126.0,0.0,0.0,0.0,0.6666666666666666,1.0,0.0,45.0,1.0,1.0,0.0,29.0,29.0,29.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,29.0,30.0,0.0,27.0,27.0,1.0,-0.2186680019376101,4.323161167357536,-0.2186680019376101,0.0,29.0,8.0,8.0,2.777336290714742,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.9310344827586208,29.0,0.0,1.0,1.0,16.0,2.589915731342893,27.0,0.0,1.0,18017.83,7.0,0.3185160149057759,-0.1835249764029459,0,0,0.0,3.0,0.0,1.0,0.0,0,,,,,,,
ACC00002204,CUST0002453,SAVINGS,INR,ACTIVE,23534.08,25107.74,18988.04,1571,1570.0,675.0,34.71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-0.1638873139879005,-1.4428232973175177e-12,0.0,0.0,1743027.0,0.0,0.1764705882352941,1.0,0.04,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1087.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.2509585400178876,-1.4428232973175177e-12,0.194,2.321928094880149,1.0,5.0,0.0,0.0,5.0,1570.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,38667.32708333333,100000.0,100000.0,100000.0,100000.0,1.0,1.0,36349.11541666667,0.0,True,-37589.0,0.0,1.0,0.0,0.7083333333333334,0.0,0.0,48.0,1.0,1.0,0.0,34.0,34.0,34.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,35.0,0.0,32.0,32.0,1.0,-0.1436063847572058,4.369628371902044,-0.1436063847572058,0.0,34.0,8.0,8.0,2.364310446416717,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.9411764705882352,34.0,0.0,1.0,1.0,17.0,2.451758149128794,32.0,0.0,1.0,100000.0,7.0,0.3076077121359094,-0.1835249764029459,0,0,0.0,5.0,0.0,1.0,0.0,0,,,,,,,
ACC00002205,CUST0003474,CURRENT,USD,ACTIVE,22010.39,23356.25,20513.42,2296,2295.0,249.0,54.25,1.0,1.0,0.0,0.0,0.0,0.0,3.991290193305639,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,0.0454545454545454,0.0,2789796.0,0.0,0.3636363636363636,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2086.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.2509585400178876,-1.4428232973175177e-12,0.126,2.321928094880149,1.0,5.0,0.0,0.0,4.0,2295.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,67448.11,0.0,0.0,33194.76571428571,100000.0,0.0,0.0,269204.98,0.0,0.0,52197.19484848485,0.0,False,37848.0,0.0,0.0,0.0,0.8148148148148148,0.0,0.0,54.0,1.0,1.0,0.0,32.0,32.0,32.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,32.0,33.0,0.0,30.0,30.0,1.0,-0.1736310316293675,3.496696364476327,-0.1736310316293675,0.0,32.0,8.0,8.0,2.5481212574391785,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.9375,32.0,0.0,0.0,1.0,18.0,2.087091885228228,30.0,0.0,0.0,0.0,6.0,0.3737568030477929,0.0,0,0,0.0,5.0,0.0,1.0,0.0,0,,,,,,,
ACC00002206,CUST0003817,SAVINGS,INR,ACTIVE,92591.49,75189.39,68813.8,1801,1800.0,234.0,20.88,1.0,1.0,0.0,0.0,0.0,0.001,0.0036829499999999,0.0,0.0,2.0,0.0,2.0,5.0,-0.1638873139879005,-1.4428232973175177e-12,0.0,0.0,2096350.0,0.0,0.2325581395348837,1.0,0.0434782608695652,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100000.0,100000.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,-0.2392875588944005,-1.4428232973175177e-12,0.0,0.0,9.0,7.0,1.0,0.0,0.0,-1.4428232973175177e-12,0.0,0.0,1346.5,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.6374053216900275,-1.4428232973175177e-12,0.1933333333333333,2.5849625007125,1.0,6.0,1.0,2.0,5.0,1800.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,100000.0,200000.0,0.0,0.0,42142.01321428571,100000.0,0.0,100.0,736.5899999999999,0.0,0.0,36897.11090909091,1000.0,True,-2471.0,0.0,0.5,1.0,0.7049180327868853,0.0,0.0,61.0,1.0,1.0,0.0,36.0,36.0,36.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,37.0,0.0,34.0,34.0,1.0,-0.1135817378850441,4.024944975050087,-0.1135817378850441,0.0,36.0,8.0,8.0,2.4046784730520296,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.9444444444444444,36.0,0.0,0.0,1.0,18.0,2.309320867145528,34.0,1.0,0.0,0.0,7.0,0.3875250631258122,0.0,0,0,0.0,6.0,0.0,1.0,0.0,0,,,,,,,
ACC00002207,CUST0001155,WALLET,INR,FROZEN,135854.46,145437.63,114076.42,1074,1073.0,1664.0,45.36,0.0,0.0,0.0,0.0,0.0,0.0,40.70097960344831,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,0.0294117647058823,0.0,1051103.0,0.0,0.2647058823529412,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1133.6,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.2509585400178876,-1.4428232973175177e-12,0.194,2.321928094880149,1.0,5.0,0.0,0.0,4.0,1073.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,4288.47,0.0,0.0,33529.19869565218,100000.0,0.0,0.0,174544.93,0.0,0.0,49025.00303030304,0.0,False,3775.0,0.0,0.0,0.0,0.6071428571428571,1.0,0.0,56.0,1.0,1.0,0.0,42.0,42.0,42.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,42.0,43.0,0.0,40.0,40.0,1.0,-0.023507797268559,4.199324176645632,-0.023507797268559,0.0,42.0,8.0,8.0,2.6023823777735595,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.9523809523809524,42.0,0.0,0.0,1.0,18.0,2.5026989446716823,40.0,1.0,0.0,0.0,7.0,0.2782962020620983,0.0,0,0,0.0,5.0,0.0,1.0,0.0,0,,,,,,,
ACC00002208,CUST0007945,SALARY,INR,ACTIVE,3608.1,3752.16,3087.65,599,598.0,1718.0,32.26,0.0,0.0,0.0,0.0,0.0,0.0,65.55695553724478,0.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0625,0.0,346008.0,0.0,0.28125,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1567.8,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.2509585400178876,-1.4428232973175177e-12,0.128,2.321928094880149,1.0,5.0,0.0,0.0,5.0,598.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,1541.29,0.0,0.0,47724.37421052632,100000.0,0.0,0.0,101042.28,0.0,0.0,38612.91461538462,0.0,False,-1415.0,0.0,0.0,0.0,0.7111111111111111,0.0,0.0,45.0,1.0,1.0,0.0,31.0,31.0,31.0,0.9393939393939394,0.0,0.0,0.0,0.9393939393939394,0.0,0.0,31.0,32.0,0.0,30.0,30.0,1.0,-0.1586187081932867,4.256515331443598,-0.1586187081932867,0.0,31.0,10.0,10.0,2.9109508468013585,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.9090909090909092,31.0,0.0,0.0,1.0,18.0,2.459885054147415,29.0,0.0,0.0,0.0,7.0,0.3933313950896784,0.0,0,0,0.0,5.0,0.0,1.0,0.0,0,,,,,,,
ACC00002209,CUST0000279,SAVINGS,INR,ACTIVE,22292.94,19092.7,22170.72,811,810.0,1163.0,34.04,0.0,0.0,0.0,0.0,0.0,15.73192794777,2.996784293219465,0.0,0.0,4.0,0.0,1.0,6.0,-0.1638873139879005,-1.4428232973175177e-12,0.032258064516129,0.0,650438.0,0.0,0.3870967741935484,1.0,0.0588235294117647,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,-0.2489765297862206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3094.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.294828586670672,-1.4428232973175177e-12,0.25,-1.4428232973175177e-12,1.0,1.0,0.0,0.0,1.0,810.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,6356.5,119563.14,0.0,0.0,50595.138125,100000.0,0.0,100000.0,358304.94,0.0,0.0,54609.011212121215,0.063565,True,5577.0,0.0,0.5,1.0,0.6326530612244898,1.0,0.0,49.0,1.0,1.0,0.0,33.0,33.0,33.0,0.9705882352941176,0.0,0.0,0.0,0.9705882352941176,0.0,0.0,33.0,34.0,0.0,32.0,32.0,1.0,-0.1436063847572058,3.146286370636135,-0.1436063847572058,0.0,33.0,9.0,9.0,2.899799888072537,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.9411764705882352,33.0,0.0,0.0,1.0,16.0,2.54376837078714,31.0,0.0,0.0,0.0,7.0,0.2472058162467904,0.0,0,0,0.0,1.0,0.0,1.0,0.0,0,,,,,,,
